analysis_name,parameter_name,parameter_unit,t_lyhend,loinc_code,substrate,evidence
Hematoloogilised uuringud,7 IG#,10L,B-IG#,51584-1,Bld,manual
Hematoloogilised uuringud,7 IG%),%,B-IG%,38518-7,Bld,manual
Hematoloogilised uuringud,7 Kepptuumsed neutrofiilid,%,B-Kepptuumsed neutrofiilid %,26508-2,Bld,manual
Hematoloogilised uuringud,7 MPV,fL,B-MPV,32623-1,Bld,manual
Hematoloogilised uuringud,7 PCT,%,B-Pct,51637-7,Bld,manual
Hematoloogilised uuringud,7 PDW,fL,B-PDW,32207-3,Bld,manual
Hematoloogilised uuringud,7 RDW-CV,%,B-RDW-CV,788-0,Bld,manual
Hematoloogilised uuringud,7 RDW-SD,fL,B-RDW-SD,21000-5,Bld,manual
Hematoloogilised uuringud,8 B-Diff-Eo-%,%,B-Eo%,713-8,Bld,manual
Hematoloogilised uuringud,8 B-Diff-Eo-arv,10L,B-Eo#,711-2,Bld,manual
Hematoloogilised uuringud,8 B-Diff-LYMPH-%,%,B-Lymph%,736-9,Bld,manual
Hematoloogilised uuringud,8 B-Eo#,/nL,B-Eo#,711-2,Bld,manual
Hematoloogilised uuringud,8 B-Eo%,%,B-Eo%,713-8,Bld,manual
Hematoloogilised uuringud,8 B-Hct,%,B-Hct,4544-3,Bld,manual
Hematoloogilised uuringud,8 B-IG#,/nL,B-IG#,51584-1,Bld,manual
Hematoloogilised uuringud,8 B-IG%,%,B-IG%,38518-7,Bld,manual
Hematoloogilised uuringud,8 B-Lymph%,%,B-Lymph%,736-9,Bld,manual
Hematoloogilised uuringud,8 B-MCH,pg,B-MCH,785-6,Bld,manual
Hematoloogilised uuringud,8 B-MCHC,g/L,B-MCHC,786-4,Bld,manual
Hematoloogilised uuringud,8 B-MCV,fL,B-MCV,787-2,Bld,manual
Hematoloogilised uuringud,8 B-MPV,fL,B-MPV,32623-1,Bld,manual
Hematoloogilised uuringud,8 B-PLT,10L,B-Plt,777-3,Bld,manual
Hematoloogilised uuringud,8 B-Plt,/nL,B-Plt,777-3,Bld,manual
Hematoloogilised uuringud,8 B-RDW,%,B-RDW-CV,788-0,Bld,manual
Hematoloogilised uuringud,8 E-MCH,pg,B-MCH,785-6,Bld,manual
Hematoloogilised uuringud,8 E-MCHC,g/L,B-MCHC,786-4,Bld,manual
Hematoloogilised uuringud,8 E-MCV,fL,B-MCV,787-2,Bld,manual
Hematoloogilised uuringud,8 IG#,10L,B-IG#,51584-1,Bld,manual
Hematoloogilised uuringud,8 IG%),%,B-IG%,38518-7,Bld,manual
Hematoloogilised uuringud,8 MPV,fL,B-MPV,32623-1,Bld,manual
Hematoloogilised uuringud,8 PCT,%,B-Pct,51637-7,Bld,manual
Hematoloogilised uuringud,8 PDW,fL,B-PDW,32207-3,Bld,manual
Hematoloogilised uuringud,8 RDW-CV,%,B-RDW-CV,788-0,Bld,manual
Hematoloogilised uuringud,8 RDW-SD,fL,B-RDW-SD,21000-5,Bld,manual
Hematoloogilised uuringud,9 B-Diff-LYMPH-%,%,B-Lymph%,736-9,Bld,manual
Hematoloogilised uuringud,9 B-Eo#,/nL,B-Eo#,711-2,Bld,manual
Hematoloogilised uuringud,9 B-Eo%,%,B-Eo%,713-8,Bld,manual
Hematoloogilised uuringud,9 B-Hct,%,B-Hct,4544-3,Bld,manual
Hematoloogilised uuringud,9 B-IG#,/nL,B-IG#,51584-1,Bld,manual
Hematoloogilised uuringud,9 B-IG%,%,B-IG%,38518-7,Bld,manual
Hematoloogilised uuringud,9 B-Lymph%,%,B-Lymph%,736-9,Bld,manual
Hematoloogilised uuringud,9 B-MCH,pg,B-MCH,785-6,Bld,manual
Hematoloogilised uuringud,9 B-MCHC,g/L,B-MCHC,786-4,Bld,manual
Hematoloogilised uuringud,9 B-MCV,fL,B-MCV,787-2,Bld,manual
Hematoloogilised uuringud,9 B-MPV,fL,B-MPV,32623-1,Bld,manual
Hematoloogilised uuringud,9 B-PLT,10L,B-Plt,777-3,Bld,manual
Hematoloogilised uuringud,9 B-Plt,/nL,B-Plt,777-3,Bld,manual
Hematoloogilised uuringud,9 B-RDW,%,B-RDW-CV,788-0,Bld,manual
Hematoloogilised uuringud,9 E-MCH,pg,B-MCH,785-6,Bld,manual
Hematoloogilised uuringud,9 E-MCHC,g/L,B-MCHC,786-4,Bld,manual
Hematoloogilised uuringud,9 E-MCV,fL,B-MCV,787-2,Bld,manual
Hematoloogilised uuringud,9 MPV,fL,B-MPV,32623-1,Bld,manual
Hematoloogilised uuringud,9 PDW,fL,B-PDW,32207-3,Bld,manual
Hematoloogilised uuringud,9 RDW-CV,%,B-RDW-CV,788-0,Bld,manual
Hematoloogilised uuringud,Abs. arv Basofiilid,10E9/L,B-Basofiilid #,26444-0,Bld,manual
Hematoloogilised uuringud,Abs. arv Eosinofiilid,10E9/L,B-Eo#,711-2,Bld,manual
Hematoloogilised uuringud,Abs. arv Neutrofiilid,10E9/L,B-Neutrofiilid #,26499-4,Bld,manual
Hematoloogilised uuringud,Basofiili,%,B-Basofiilid %,30180-4,Bld,manual
Hematoloogilised uuringud,Basofiilid%,%,B-Basofiilid %,30180-4,Bld,manual
Hematoloogilised uuringud,Basofiilide %,%,B-Basofiilid %,30180-4,Bld,manual
Hematoloogilised uuringud,Basofiilide abs ar,10E9/L,B-Basofiilid #,26444-0,Bld,manual
Hematoloogilised uuringud,Basofiilide abs arv,10E9/L,B-Basofiilid #,26444-0,Bld,manual
Hematoloogilised uuringud,Basofiilide abs arv,10L,B-Basofiilid #,26444-0,Bld,manual
Hematoloogilised uuringud,B-Diff-Baso-,%,B-Baso%,706-2,Bld,manual
Hematoloogilised uuringud,B-Diff-Baso-%,%,B-Baso%,706-2,Bld,manual
Hematoloogilised uuringud,B-Diff-Baso-ar,10L,B-Baso#,704-7,Bld,manual
Hematoloogilised uuringud,B-Diff-Baso-arv,10L,B-Baso#,704-7,Bld,manual
Hematoloogilised uuringud,B-Diff-Eo-,%,B-Eo%,713-8,Bld,manual
Hematoloogilised uuringud,B-Diff-Eo-%,%,B-Eo%,713-8,Bld,manual
Hematoloogilised uuringud,B-Diff-Eo-ar,10L,B-Eo#,711-2,Bld,manual
Hematoloogilised uuringud,B-Diff-Eo-arv,10L,B-Eo#,711-2,Bld,manual
Hematoloogilised uuringud,B-Diff-LYMPH-,%,B-Lymph%,736-9,Bld,manual
Hematoloogilised uuringud,B-Diff-LYMPH-%,%,B-Lymph%,736-9,Bld,manual
Hematoloogilised uuringud,B-Diff-LYMPH-ar,10L,B-Lymph#,731-0,Bld,manual
Hematoloogilised uuringud,B-Diff-Mono-,%,B-Mono%,5905-5,Bld,manual
Hematoloogilised uuringud,B-Diff-Mono-%,%,B-Mono%,5905-5,Bld,manual
Hematoloogilised uuringud,B-Diff-Mono-ar,10E9/L,B-Mono#,742-7,Bld,manual
Hematoloogilised uuringud,B-Diff-Mono-ar,10L,B-Mono#,742-7,Bld,manual
Hematoloogilised uuringud,B-Diff-Mono-arv,10E9/L,B-Mono#,742-7,Bld,manual
Hematoloogilised uuringud,B-Diff-Mono-arv,10L,B-Mono#,742-7,Bld,manual
Hematoloogilised uuringud,B-Diff-NEUT-,%,B-Neut%,770-8,Bld,manual
Hematoloogilised uuringud,B-Diff-NEUT-%,%,B-Neut%,770-8,Bld,manual
Hematoloogilised uuringud,B-Diff-NEUT-ar,10L,B-Neut#,751-8,Bld,manual
Hematoloogilised uuringud,B-Diff-NEUT-arv,10L,B-Neut#,751-8,Bld,manual
Hematoloogilised uuringud,B-Eo,%,B-Eo%,713-8,Bld,manual
Hematoloogilised uuringud,B-Eo,/nL,B-Eo#,711-2,Bld,manual
Hematoloogilised uuringud,B-GR-%,%,B-Gran%,19023-1,Bld,manual
Hematoloogilised uuringud,B-GR-arv,10L,B-Gran#,20482-6,Bld,manual
Hematoloogilised uuringud,B-H,g/L,B-Hb,718-7,Bld,manual
Hematoloogilised uuringud,B-HbA1c ),mmol/mol,B-HbA1c (IFCC),59261-8,Bld,manual
Hematoloogilised uuringud,B-HbA1c (Glükohemoglobiin veres (IFCC)),mmol/mol,B-HbA1c (IFCC),59261-8,Bld,manual
Hematoloogilised uuringud,B-HbA1c-IFC,mmol/mol,B-HbA1c (IFCC),59261-8,Bld,manual
Hematoloogilised uuringud,B-HbA1c-IFCC,mmol/mol,B-HbA1c (IFCC),59261-8,Bld,manual
Hematoloogilised uuringud,B-Hc,%,B-Hct,4544-3,Bld,manual
Hematoloogilised uuringud,B-MC,fL,B-MCV,787-2,Bld,manual
Hematoloogilised uuringud,B-MC,pg,B-MCH,785-6,Bld,manual
Hematoloogilised uuringud,B-Mono-,%,B-Mono%,5905-5,Bld,manual
Hematoloogilised uuringud,B-Mono-%,%,B-Mono%,5905-5,Bld,manual
Hematoloogilised uuringud,B-Mono-ar,10E9/L,B-Mono#,742-7,Bld,manual
Hematoloogilised uuringud,B-Mono-arv,10E9/L,B-Mono#,742-7,Bld,manual
Hematoloogilised uuringud,B-MP,fL,B-MPV,32623-1,Bld,manual
Hematoloogilised uuringud,B-PL,10L,B-Plt,777-3,Bld,manual
Hematoloogilised uuringud,B-Pl,/nL,B-Plt,777-3,Bld,manual
Hematoloogilised uuringud,B-PLT 1(Trombotsüütide mikroskoopiline uuring),10L,B-Plt,777-3,Bld,manual
Hematoloogilised uuringud,B-PLT 2(Trombotsüütide mikroskoopiline uuring),10L,B-Plt,777-3,Bld,manual
Hematoloogilised uuringud,B-PLT (Trombotsüütide mikroskoopiline uuring),10L,B-Plt,777-3,Bld,manual
Hematoloogilised uuringud,B-RD,%,B-RDW-CV,788-0,Bld,manual
Hematoloogilised uuringud,B-RDW-C,%,B-RDW-CV,788-0,Bld,manual
Hematoloogilised uuringud,B-S,mm/h,B-ESR,4537-7,Bld,manual
Hematoloogilised uuringud,B-SR,mm/h,B-ESR,4537-7,Bld,manual
Hematoloogilised uuringud,B-WB,10L,B-WBC,6690-2,Bld,manual
Hematoloogilised uuringud,B-WB,/nL,B-WBC,6690-2,Bld,manual
Hematoloogilised uuringud,E-MC,fL,B-MCV,787-2,Bld,manual
Hematoloogilised uuringud,E-MC,pg,B-MCH,785-6,Bld,manual
Hematoloogilised uuringud,E-MCH,g/L,B-MCHC,786-4,Bld,manual
Hematoloogilised uuringud,E-MCH,pg,B-MCH,785-6,Bld,manual
Hematoloogilised uuringud,E-MCHC,g/L,B-MCHC,786-4,Bld,manual
Hematoloogilised uuringud,E-MCV,fL,B-MCV,787-2,Bld,manual
Hematoloogilised uuringud,EOS#,10U/L,B-Eo#,711-2,Bld,manual
Hematoloogilised uuringud,EOS#,/nL,B-Eo#,711-2,Bld,manual
Hematoloogilised uuringud,EOS#,U/L,B-Eo#,711-2,Bld,manual
Hematoloogilised uuringud,EOS%,%,B-Eo%,713-8,Bld,manual
Hematoloogilised uuringud,Eosinofiil,%,B-Eo%,713-8,Bld,manual
Hematoloogilised uuringud,Eosinofiile,%,B-Eo%,713-8,Bld,manual
Hematoloogilised uuringud,Eosinofiili,%,B-Eo%,713-8,Bld,manual
Hematoloogilised uuringud,Eosinofiilid %,%,B-Eo%,713-8,Bld,manual
Hematoloogilised uuringud,Eosinofiilid%,%,B-Eo%,713-8,Bld,manual
Hematoloogilised uuringud,Eosinofiilide,%,B-Eo%,713-8,Bld,manual
Hematoloogilised uuringud,Eosinofiilide %,%,B-Eo%,713-8,Bld,manual
Hematoloogilised uuringud,Eosinofiilide abs ar,10E9/L,B-Eo#,711-2,Bld,manual
Hematoloogilised uuringud,Eosinofiilide abs arv,10E9/L,B-Eo#,711-2,Bld,manual
Hematoloogilised uuringud,Eosinofiilide abs arv,10L,B-Eo#,711-2,Bld,manual
Hematoloogilised uuringud,Er.basof.sõmeru,korda,B-Basofiilne sõmerus,703-9,Bld,manual
Hematoloogilised uuringud,Er.basof.sõmerus,korda,B-Basofiilne sõmerus,703-9,Bld,manual
Hematoloogilised uuringud,Erütrotsüütide settekiiru,mm/h,B-ESR,4537-7,Bld,manual
Hematoloogilised uuringud,GR#,10U/L,B-Gran#,20482-6,Bld,manual
Hematoloogilised uuringud,GR%,%,B-Gran%,19023-1,Bld,manual
Hematoloogilised uuringud,Granulotsüütide %,%,B-Gran%,19023-1,Bld,manual
Hematoloogilised uuringud,Hematokri,%,B-Hct,4544-3,Bld,manual
Hematoloogilised uuringud,IG),%,B-IG%,38518-7,Bld,manual
Hematoloogilised uuringud,IG%),%,B-IG%,38518-7,Bld,manual
Hematoloogilised uuringud,Kepptuum. neut,%,B-Kepptuumsed neutrofiilid %,26508-2,Bld,manual
Hematoloogilised uuringud,Kepptuum. neut.,%,B-Kepptuumsed neutrofiilid %,26508-2,Bld,manual
Hematoloogilised uuringud,Kepptuumse,%,B-Kepptuumsed neutrofiilid %,26508-2,Bld,manual
Hematoloogilised uuringud,Kepptuumsed,%,B-Kepptuumsed neutrofiilid %,26508-2,Bld,manual
Hematoloogilised uuringud,Kepptuumsed neutrofiili,%,B-Kepptuumsed neutrofiilid %,26508-2,Bld,manual
Hematoloogilised uuringud,Kepptuumsed neutrofiilid %,%,B-Kepptuumsed neutrofiilid %,26508-2,Bld,manual
Hematoloogilised uuringud,Lümfotsüüdid,%,B-Lümfotsüüdid %,26478-8,Bld,manual
Hematoloogilised uuringud,Lümfotsüütide %,%,B-Lümfotsüüdid %,26478-8,Bld,manual
Hematoloogilised uuringud,Lümfotsüütide abs arv,10E9/L,B-Lümfotsüüdid #,26474-7,Bld,manual
Hematoloogilised uuringud,Lym+mono arv %,%,B-Lymph% + Mono%,4662-3,Bld,manual
Hematoloogilised uuringud,LYMP#,10U/L,B-Lymph#,731-0,Bld,manual
Hematoloogilised uuringud,LYMP%,%,B-Lymph%,736-9,Bld,manual
Hematoloogilised uuringud,Monotsüütide %,%,B-Monotsüüdid %,26485-3,Bld,manual
Hematoloogilised uuringud,MP,fL,B-MPV,32623-1,Bld,manual
Hematoloogilised uuringud,MPV,fL,B-MPV,32623-1,Bld,manual
Hematoloogilised uuringud,NEU#,10U/L,B-Neut#,751-8,Bld,manual
Hematoloogilised uuringud,NEU%,%,B-Neut%,770-8,Bld,manual
Hematoloogilised uuringud,Neutrofiilid%,%,B-Neutrofiilid %,26511-6,Bld,manual
Hematoloogilised uuringud,Neutrofiilide %,%,B-Neutrofiilid %,26511-6,Bld,manual
Hematoloogilised uuringud,Neutrofiilide abs arv,10E9/L,B-Neutrofiilid #,26499-4,Bld,manual
Hematoloogilised uuringud,Neutrofiilide hüpersegmentatsioon,"1,2,3",B-Hüpersegmentatsioon,765-8,Bld,manual
Hematoloogilised uuringud,PD,fL,B-PDW,32207-3,Bld,manual
Hematoloogilised uuringud,Plasmarakud,%,B-Plasmarakud %,13047-6,Bld,manual
Hematoloogilised uuringud,P-LC,suhtarv,B-LCR,48386-7,Bld,manual
Hematoloogilised uuringud,RDW,%,B-RDW-CV,788-0,Bld,manual
Hematoloogilised uuringud,RDW),%,B-RDW-CV,788-0,Bld,manual
Hematoloogilised uuringud,RDWa,%,B-RDW-CV,788-0,Bld,manual
Hematoloogilised uuringud,Segmenttuumse,%,B-Segmenttuumsed neutrofiilid %,26505-8,Bld,manual
Hematoloogilised uuringud,Segmenttuumsed,%,B-Segmenttuumsed neutrofiilid %,26505-8,Bld,manual
Hematoloogilised uuringud,Segmenttuumsed neutrofiili,%,B-Segmenttuumsed neutrofiilid %,26505-8,Bld,manual
Hematoloogilised uuringud,Segmenttuumsed neutrofiilid,%,B-Segmenttuumsed neutrofiilid %,26505-8,Bld,manual
Hematoloogilised uuringud,Segmenttuumsed neutrofiilid %,%,B-Segmenttuumsed neutrofiilid %,26505-8,Bld,manual
Hematoloogilised uuringud,Segmentuumsei,%,B-Segmenttuumsed neutrofiilid %,26505-8,Bld,manual
Hematoloogilised uuringud,Segmentuumseid,%,B-Segmenttuumsed neutrofiilid %,26505-8,Bld,manual
"Hemoglobiin, glükeeritud A1C suhe",Hinnatud keskmine glükoosi kontsentratsioon,mmol/L,B-eAG,53553-4,Bld,manual
Hemoglobiini fraktsioonid arteriaalses veres,"Hct,c",%,B-Hct calc,48703-3,Bld,manual
Hemoglobiini fraktsioonid kapillaarveres,"Hct,c",%,B-Hct calc,48703-3,Bld,manual
Hemogramm*,Hinnanguline glomerulaarfiltratsiooni kiirus,ml/min/1.73m2,eGFR,33914-3,Ser/Plas,manual
Hemogramm*,LDL-kolesterool paastuseerumis/paastuplasmas,mmol/L,"S,P-LDL-Chol",22748-8,Ser/Plas,manual
Hemogramm ilma leukogrammita,MCHC Keskmine hemoglobiini kontsentratsioon erütrotsüüdis,g/L,B-MCHC,786-4,Bld,manual
Hemogramm ilma leukogrammita,MCH Keskmine hemoglobiin erütrotsüüdis,pg,B-MCH,785-6,Bld,manual
Hemogramm ilma leukogrammita,MCV Erütrotsüütide keskmine ruumala,fL,B-MCV,787-2,Bld,manual
Hemogramm ilma leukogrammita,MPV Trombotsüütide keskmine maht,fL,B-MPV,32623-1,Bld,manual
Hemogramm ilma leukogrammita,PDW Trombotsüütide suurusjaotuvus,fL,B-PDW,32207-3,Bld,manual
Hemogramm ilma leukogrammita,PLT Trombotsüüdid,10E9/L,B-Plt,777-3,Bld,manual
Hemogramm ilma leukogrammita,RBC Erütrotsüüdid,10E12/,B-RBC,789-8,Bld,manual
Hemogramm ilma leukogrammita,RBC Erütrotsüüdid,10E12/L,B-RBC,789-8,Bld,manual
Hemogramm ilma leukogrammita,RDW-CV Erütrotsüütide suurusjaotuvus,%,B-RDW-CV,788-0,Bld,manual
Hemogramm ilma leukogrammita,WBC Leukotsüüdid,10E9/L,B-WBC,6690-2,Bld,manual
Hemogramm leukotsüütide diferentsiaalloendusega (vere automaatuuring 5-osalise leukogrammiga) ja normoblastidega,B-CBC+Diff+NRBC,%,B-NRBC%,58413-6,Bld,manual
Hemogramm leukotsüütide diferentsiaalloendusega (vere automaatuuring 5-osalise leukogrammiga) ja normoblastidega,B-CBC+Diff+NRBC,10E9/L,B-NRBC#,771-6,Bld,manual
"Hemogramm, lihtne (mikroskoopia)",Segmenttuumsed neutrofiilid,%,B-Segmenttuumsed neutrofiilid %,26505-8,Bld,manual
Hemogramm Vere automaatuuring 5-osalise leukogrammiga,IG Ebaküpsete granulotsüüdide absoluutarv,10E9g/L,B-IG#,51584-1,Bld,manual
Hemogramm Vere automaatuuring 5-osalise leukogrammiga,IG% Ebaküpsete granulotsüüdide suhtarv,%,B-IG%,38518-7,Bld,manual
Hemogramm Vere automaatuuring 5-osalise leukogrammiga,LYMPH Lümfotsüütide absoluutarv,10E9/L,B-Lymph#,731-0,Bld,manual
Hemogramm Vere automaatuuring 5-osalise leukogrammiga,LYMPH% Lümfotsüütide suhtarv,%,B-Lymph%,736-9,Bld,manual
Hemogramm Vere automaatuuring 5-osalise leukogrammiga,MCHC Keskmine hemoglobiini kontsentratsioon erütrotsüüdis,g/L,B-MCHC,786-4,Bld,manual
Hemogramm Vere automaatuuring 5-osalise leukogrammiga,MCH Keskmine hemoglobiini hulk erütrotsüüdis,pg,B-MCH,785-6,Bld,manual
Hemogramm Vere automaatuuring 5-osalise leukogrammiga,MCV Erütrotsüütide keskmine ruumala,fL,B-MCV,787-2,Bld,manual
Hemogramm Vere automaatuuring 5-osalise leukogrammiga,MONO Monotsüütide absoluutarv,10E9/L,B-Mono#,742-7,Bld,manual
Hemogramm Vere automaatuuring 5-osalise leukogrammiga,MONO% Monotsüütide suhtarv,%,B-Mono%,5905-5,Bld,manual
Hemogramm Vere automaatuuring 5-osalise leukogrammiga,MPV Trombotsüütide keskmine maht,fL,B-MPV,32623-1,Bld,manual
Hemogramm Vere automaatuuring 5-osalise leukogrammiga,PDW Trombotsüütide anisotsütoosi näitaja,fL,B-PDW,32207-3,Bld,manual
Hemogramm Vere automaatuuring 5-osalise leukogrammiga,PLT Trombotsüüdid,10E9/L,B-Plt,777-3,Bld,manual
Hemogramm Vere automaatuuring 5-osalise leukogrammiga,RDW-CV Erütrotsüütide anisotsütoosi näitaja,%,B-RDW-CV,788-0,Bld,manual
Hemogramm Vere automaatuuring 5-osalise leukogrammiga,WBC Leukotsüüdid,10E9/L,B-WBC,6690-2,Bld,manual
Hemogramm Vere automaatuuring ilma leukogrammita,MCHC Keskmine hemoglobiini kontsentratsioon erütrotsüüdis,g/L,B-MCHC,786-4,Bld,manual
Hemogramm Vere automaatuuring ilma leukogrammita,MCH Keskmine hemoglobiini hulk erütrotsüüdis,pg,B-MCH,785-6,Bld,manual
Hemogramm Vere automaatuuring ilma leukogrammita,MCV Erütrotsüütide keskmine ruumala,fL,B-MCV,787-2,Bld,manual
Hemogramm Vere automaatuuring ilma leukogrammita,MPV Trombotsüütide keskmine maht,fL,B-MPV,32623-1,Bld,manual
Hemogramm Vere automaatuuring ilma leukogrammita,PDW Trombotsüütide anisotsütoosi näitaja,fL,B-PDW,32207-3,Bld,manual
Hemogramm Vere automaatuuring ilma leukogrammita,PLT Trombotsüüdid,10E9/L,B-Plt,777-3,Bld,manual
Hemogramm Vere automaatuuring ilma leukogrammita,RBC Erütrotsüüdid,10E12/,B-RBC,789-8,Bld,manual
Hemogramm Vere automaatuuring ilma leukogrammita,RDW-CV Erütrotsüütide anisotsütoosi näitaja,%,B-RDW-CV,788-0,Bld,manual
Hemogramm Vere automaatuuring ilma leukogrammita,WBC Leukotsüüdid,10E9/L,B-WBC,6690-2,Bld,manual
Hemogramm viieosalise leukogrammiga*,-1 Glükoos paastuplasmas,mmol/L,"fS,fP-Gluc",14771-0,Ser/Plas,manual
Hemogramm viieosalise leukogrammiga*,7 NRBC#,10/9l,B-NRBC#,771-6,Bld,manual
Hemogramm viieosalise leukogrammiga*,8 NRBC%,/100WBC,B-NRBC%,58413-6,Bld,manual
Hemogramm viieosalise leukogrammiga*,Albumiini ja kreatiniini suhe uriinis,mg/mmol,U-Alb/U-Crea,30000-4,Urine,manual
Hemogramm viieosalise leukogrammiga*,Aspartaadi aminotransferaas seerumis,U/L,"S,P-ASAT",1920-8,Ser/Plas,manual
Hemogramm viieosalise leukogrammiga*,CSF-WBC,E6/L,CSF-WBC,806-0,CSF,manual
Hemogramm viieosalise leukogrammiga*,D-dimeerid plasmas,ug/mL,P-D-Di,48065-7,PPP,manual
Hemogramm viieosalise leukogrammiga*,Glükohemoglobiin,%,B-HbA1c,4548-4,Bld,manual
Hemogramm viieosalise leukogrammiga*,HDL-kolesterool paastuseerumis,mmol/L,"S,P-HDL-Chol",14646-4,Ser/Plas,manual
Hemogramm viieosalise leukogrammiga*,Hinnanguline glomerulaarfiltratsiooni kiirus,ml/min/1.73m2,eGFR,33914-3,Ser/Plas,manual
Hemogramm viieosalise leukogrammiga*,Kaltsitoniin paastuseerumis,pmol/L,"S,P-CT",15035-9,Ser/Plas,manual
Hemogramm viieosalise leukogrammiga*,Kaltsitoniin paastuseerumis/paastuplasmas,pmol/L,"S,P-CT",15035-9,Ser/Plas,manual
Hemogramm viieosalise leukogrammiga*,Kaltsitoniin seerumis/lasmas,pmol/L,"S,P-CT",15035-9,Ser/Plas,manual
Hemogramm viieosalise leukogrammiga*,Kolesterool seerumis,mmol/L,"S,P-Chol",14647-2,Ser/Plas,manual
Hemogramm viieosalise leukogrammiga*,Kreatiini kinaasi MB isoensüümi mass seerumis,ug/L,"S,P-CK-MBm",13969-1,Ser/Plas,manual
Hemogramm viieosalise leukogrammiga*,Kreatiini kinaas seerumis,U/L,"S,P-CK",2157-6,Ser/Plas,manual
Hemogramm viieosalise leukogrammiga*,Kreatiniini kliirens kehapinna kohta,mL/min/1.73m2,eGFR,33914-3,Ser/Plas,manual
Hemogramm viieosalise leukogrammiga*,Kreatiniin uriinis,umol/L,U-Crea,14683-7,Urine,manual
Hemogramm viieosalise leukogrammiga*,LDL-kolesterool paastuseerumis/paastuplasmas,mmol/L,"S,P-LDL-Chol",22748-8,Ser/Plas,manual
Hemogramm viieosalise leukogrammiga*,Prokaltsitoniin seerumis,ug/L,"S,P-PCT",33959-8,Ser/Plas,manual
Hemogramm viieosalise leukogrammiga*,Protrombiini suhe,%,P-PT%,3289-6,PPP,manual
Hemogramm viieosalise leukogrammiga*,S-iCa,mmol/L,"S,P-iCa",12180-6,Ser/Plas,manual
Hemogramm viieosalise leukogrammiga*,Triglütseriidid paastuseerumis,mmol/L,"fS,fP-Trigl",14927-8,Ser/Plas,manual
Hemogramm viieosalise leukogrammiga*,Troponiin T seerumis/plasmas,ng/L,"S,P-cTnT-hs",67151-1,Ser/Plas,manual
Hemogramm viieosalise leukogrammiga*,Uurea paastuseerumis/paastuplasmas,mmol/L,"S,P-Urea",22664-7,Ser/Plas,manual
Hemogramm viieosalise leukogrammiga*,Vaba türoksiin seerumis,pmol/L,"S,P-fT4",14920-3,Ser/Plas,manual
Hemogramm viieosalise leukogrammiga*,Vitamiin D seerumis/plasmas,nmol/L,"S,P-Vit D (25-OH)",60493-4,Ser/Plas,manual
Hemogramm viieosalise leukogrammiga ja normoblastidega,B-CBC-Diff-NRBC,%,B-NRBC%,58413-6,Bld,manual
Hemogramm viieosalise leukogrammiga ja normoblastidega,B-CBC-Diff-NRBC,10E9/L,B-NRBC#,771-6,Bld,manual
Hemogramm viieosalise leukogrammiga ja normoblastidega,NRBC#,10E9/L,B-NRBC#,771-6,Bld,manual
Hemogramm viieosalise leukogrammiga ja normoblastidega kapillaarverest,NRBC#,10E9/L,B-NRBC#,771-6,Bld,manual
"Hemogramm viieosalise leukogrammiga, normoblastidega ja retikulotsüütidega",NRBC#,10E9/L,B-NRBC#,771-6,Bld,manual
Hinnangulina glomerulaarfiltratsiooni kiirus(eGFR),33914-3,mL/min/1.73m2,eGFR,33914-3,Ser/Plas,manual
Hinnangulina glomerulaarfiltratsiooni kiirus(eGFR),66102S-eGFR,mL/min/1.73m2,eGFR,33914-3,Ser/Plas,manual
Hinnanguline glomerulaarfiltratsiooni kiirus,33914-3,mL/min/1.73m2,eGFR,33914-3,Ser/Plas,manual
Hinnanguline glomerulaarfiltratsiooni kiirus,eGFRm,mL/min/1.73m2,eGFR,33914-3,Ser/Plas,manual
Hinnanguline glomerulaarfiltratsiooni kiirus,eGFRn,mL/min/1.73m2,eGFR,33914-3,Ser/Plas,manual
Hinnanguline glomerulaarfiltratsiooni kiirus (eGFR),Hinnanguline glomerulaafiltratsiooni kiirus,mL/min/1.73m2,eGFR,33914-3,Ser/Plas,manual
Hinnanguline glomerulaarfiltratsiooni kiirus (eGFR),S2-eGFR,mL/min/1.73m2,eGFR,33914-3,Ser/Plas,manual
Hinnanguline glomerulaarfiltratsiooni kiirus (eGRF),Hinnanguline glomerulaafiltratsiooni kiirus,mL/min/1.73m2,eGFR,33914-3,Ser/Plas,manual
Hinnanguline glomerulaarfiltratsiooni kiirus (eGRF),S2-CreaC,mL/min/1.73m2,eGFR,33914-3,Ser/Plas,manual
Hinnanguline glomerulaarfiltratsiooni kiirus (MDRD),P-eGFR,mL/min/1.73m2,eGFR,33914-3,Ser/Plas,manual
Hinnanguline glomerulaarfiltratsooni kiirus (MDRD),33914-3,mL/min/1.73m2,eGFR,33914-3,Ser/Plas,manual
Hinnanguline glomerulaarfiltratsooni kiirus (MDRD),S-eGFR,mL/min/1.73m2,eGFR,33914-3,Ser/Plas,manual
"HLT, elektrolüüdid",fB-Gluc,mmol/L,fcB-Gluc,14770-2,Bld,manual
Hüübimise uuringud,P-PT,%,P-PT%,3289-6,PPP,manual
Hüübimise uuringud,P-PT,sek,P-PT,5902-2,PPP,manual
Hüübimise uuringud,P-PT (Hüübimine PERH),sek,P-PT,5902-2,PPP,manual
Hüübimise uuringud,P-PT-IN,suhtarv,P-PT-INR,L-178,,manual
Hüübimise uuringud,P-PTse,sek,P-PT,5902-2,PPP,manual
