analysis_name,analysis_substrate,parameter_code,parameter_name,unit,count
Neutrofiilide tsütoplasma vastased antikehad,,S-ANCA,P-aNCA-fs,-,1
PCR: Emakakaelakanali kaabe,,3627,Chlamydia trachomatis DNA,,20
Kliiniline vereanalüüs,,HCT(hematokrit),HCT (hematokrit),,7
"Seljaajuvedeliku uuring, tsütoos",,CSF-WBC,Leukotsüüdid,/µL,4
Immuunoglobuliin G,,S1-IgG,S1-IgG,-,4
Mikrobioloogilised uuringud,,59640,Imipeneem(Imipeneem),,1
Mikrobioloogilised uuringud,,505,infektsioo,,10
Mikrobioloogilised uuringud,,43990,hemoglobiin(hemoglobiin),,5
Narkootikumide kvalitatiivne uuring kassett-testiga,,Un-Narco,MDMA-Ecstasy uriinis,-,6
Immuunuuringud,,11203,Cladospor herbaru(Cladospor herbarum),IU/ml,3
HIV ja hepatiidi uuringud,,1434,HCV A(Hepatiit C viiruse vastaste antikehade uuring),COI,37
Mikrobioloogia analüüs,WD - <ANONYM id="53" type="per" morph="_S_ sg n"/>,HLKHulk,HLK Hulk,,1
Dermatofüütide mikroskoopia küünekaapelt,,Nail-Der-m,Nail-Der-m,-,9
PAP test,,4258,Lameepiteeli maliigsed muutused,,1
Hematoloogilised uuringud,,610,10 B-MCV(Erütrotsüütide keskmine maht),fL,1
Muutusteta erütrotsüüdid (ur.,,,,,1
S-Fer,,,,,1
Veregrupp,,780,1 Sobiv veredoos 2,,1
"Epstein-Barr viiruse vastane IgM, IgG seerumis",,S-EBV_IgMG,Epstein-Barr viiruse kapsiidi vastane IgM seerumis,-,23
PLT,,,,,111
Biokeemia labor,,10492,S2-Pro,g/l,5
Kreatiniini kinaasi MB isoensüümi mass plasmas (Immulite Plus),,P4-CK-MBm,Kreatiniini kinaasi MB isoensüümi mass plasmas,µg/l,6
Biokeemia,,89,Albumiin,g/l,15
Hemogramm viieosalise leukogrammiga,,B-CBC-5Diff,,g/l,214
Mikrobioloogilised uuringud,,1744,Ti-Ae(Aeroobse mikrofloora külv (koetükist)),,2
Raud,,,,,24
Mikrobioloogilised uuringud,,555,Cefaleksiin,,128
Uriini analüüs,"",,U-Ca.oks.kr Kaltsiumoksalaadi kristallid,,1
Enteroviirus IgM;IgG,,66706_Enteroviirus,Enteroviirus IgM,VE,1
toidupaneel,,IgE_toit20,munavalge,-,1
Reumatoidfaktor,,,,,60
Hematoloogilised uuringud,,527,%EOS(Eosinofiilid protsent),%,386
Mikrobioloogia analüüs,WD - <ANONYM id="0" type="per" morph="_S_ sg n"/>,EPEErtapeneem,EPE Ertapeneem,,1
PAP test: Tservikaalkanal,,3341,Erütrotsüüdi,,2
Mikrobioloogia analüüs,PE eesnahakaaabe,MIKMikroobid,MIK Mikroobid,,1
VÄL,,41419,Kaltsitonii,pmol/l,5
Välisanalüüsid,,10249,S-CCP IgG(Tsüklilise tsitrulleeritud peptiidi vastane IgG),,10
Happelis-aluseline tasakaal,,vB-HAT,pH(T),.,3
Hematoloogilised ja uriini uuringud,,11123,LYMPH(LYMPH%),%,2
Dermatophagoides microceras vastane IgE seerumis,,S-d3_IgE,S-d3 IgE,kU/l,55
Helicobacter pylori vastased antikehad,,S-aHpyl,,,1
S-Trigl,,,,,19
Kliiniline vere ja glükohemoglobiini analüüs,"",Neutrofiilidevakuolisatsioon,Neutrofiilide vakuolisatsioon,,8
"Chlamydia trachomatis, PCR, uriinist",,U-Ctr-PCR,C.trachomatis'e määramine PCR meetodil uriinis,-,2
Hematoloogilised ja uriini uuringud,,11034,Erikaa(Erikaal),,60
Rooja uuringud,,825,Peitveri roojas,,1
Biokeemia analüüs,,fS-LDL-Chol(LDLkolesterool),fS-LDL-Chol (LDL kolesterool),,4
Mycoplasma pneumoniae vastane IgM seerumis,,S-M_pneumoniae_IgM,S-M pneumoniae IgM,-,1
Bakterite DNA liikvoris,,CSF-Bac-PCR,Streptococcus B,-,2
Autoimmuunuuringud,,10082,Tsentromeeri IgG,<ANONYM> U/ml,1
Uriini uuringud,,1197,U-Alb(Albumiin uriinis),,15
LYMPH%,,,,,64
Mikrobioloogilised uuringud,,144315,Ertapeneem,,83
Autoimmuunsete müosiitidega seotud IgG seerumis,,S-Myositis_(panel),Ro-52 vastane IgG seerumis,-,10
Liikvori analüüs,"",CSF-monotsüüdid,CSF - monotsüüdid,,4
Vere automaatuuring 5-osalise leukogrammiga,,B1-A5Diff,RBC Erütrotsüüdid,10*12/L,98
Mikrobioloogia analüüs,WD - <ANONYM id="31" type="per" morph="_S_ sg n"/>,Leid,Leid,,1
Mikrobioloogia analüüs,BL - <ANONYM id="20" type="per" morph="_S_ sg n"/>,CTXtsefotaksiin,CTX tsefotaksiin,,1
Albumiin uriinis,,,,,58
Olme- ja epidermaalsed allergeenid,,Sk-OEA,Kassikarvad,mm,24
Hematoloogilised uuringud,,93,Monotsüüdid,%,5
Kliinilise keemia uuringud,,570,Kolesterool,mmol/l,2
Biokeemia analüüs,,,fS-Gluc (glükoos),,79
Biokeemia analüüs,,,S-ALP (aluseline fosfataas),,7
Happe-alus tasakaal arteriaalsest verest,,aB-pH,cK,mmol/l,14
Vaba türoksiin seerumis,,S-fT4,,pmol/l,9
Lümfotsüütide alaklassid veres,,B-Lymph,B-lümfotsüütide (CD19) arv,x/ul,1
Hematoloogilised uuringud,,606,RBC(Erütrotsüüdid veres),/pL,628
Viirused ninaneelukaapest PCR-meetodil,,Ns-Vir-PCR,Coronavirus,-,9
Happe-alus tasakaal,"",p50(act),p50(act),,5
Digoksiin,,,,,1
Hemogramm viieosalise leukogrammiga ja normoblastidega,,B-CBC-Diff-NRBC,RBC,10^12/L,2
Mikrobioloogia analüüs,<ANONYM id="4" type="per" morph="_Y_ ?"/> - Vagina,Uuringueesmärk,Uuringu eesmärk,,1
Biokeemia labor,,41552,Sobiv doos,,23
LDH,,,,,4
uriini valgu ja sademega,,U-uriini_valgu_ja_sademega,uriini valk ( pos.g/l),-,11
Mikrobioloogia analüüs,WD - <ANONYM id="12" type="per" morph="_S_ sg n"/>,GENGentamütsiin,GEN Gentamütsiin,,1
Borrelia burgdorferi vastane IgM,,S-B_burgdorferi_IgM,S-B burgdorferi IgM,-,4
Biokeemia analüüs,seerum,S-cTnT(kardiaalnetroponiin),S-cTnT (kardiaalne troponiin),,17
Vere automaatuuring 5-osalise leukogrammiga ja retikulotsüütidega,,B-CBC+Diff,EO#,10^9/L,1
Välisanalüüsid,,10188,CSF B burgdorferi Ig(Borrelia burgdorferi vastane IgM),,1
PAP test: Portio,,3357,Transformatsiooni tsoo,,1
PCR: Emakakaelakanali kaabe,,2138,Chlamydia trachomatis DN,,3
ABO-veregrupi ja Rh(D) esmane määramine,,B-ABO+Rh(D),,,16
Kliinilise keemia uuringud,,816,fS-TRF-sat(Transferriini saturatsioon),%,7
Mikrobioloogilised uuringud,,144825,Mikroobi kogus,,1
Happe-aluse tasakaal arteriaalses veres,,aB-ABB,pO2,mmHg,97
Floora,,,,,83
Kartsinoembrüonaalne antigeen,,S-CEA,S-CEA,mikrg/L,73
Uriini uuringud,,1162,Lameepitee,,1
Mikrobioloogia analüüs,UR - Keskjoa uriin,TMPTrimetoprim,TMP Trimetoprim,,64
Mikrobioloogia PCR meetodil,"",SalmonellaDNA,Salmonella DNA,,1
PAP test,,2462,Endomeetrium,,2
Bakterite DNA roojas,,F-Bac_DNA,C perfringens,-,3
Immuunglobuliin G seerumis,,S-IgG,S-IgG,g/l,164
Erütrotsütaarsete antikehade sõeltest geeltehnikaga (2 erütrots),,B1-aRBC,B1-aRBC,-,4
Mikrobioloogilised uuringud,,59385,Gentamütsiin(Gentamütsiin),,1
Immuunmeetoditel uuringud,seerum,TIK(C1q)/tsirkuleerivadimmu,TIK (C1q) /tsirkuleerivad immu,,6
Mycoplasma genitalium PCR-meetodil tupeeritisest,,Vag-Mg-PCR,Mycoplasma genitalium PCR meetodil tupeeritisest,-,2
Uriini analüüs,1.hommikune uriin,U-Amf.ur.krAmorfseuraadikristallid,U-Amf.ur.kr Amorfse uraadi kristallid,,4
Emakakaelaeritise mikroskoopiline uuring,,Cf-Bsk,Domineeriv floora,-,12
Nahatestid,,7331,D.farinae (tolmulest)(torketestid),mm,1
Immuunmeetoditel uuringud,seerum,S-f428spIgEsarapuupähklikomponendirCora1PR-10(Betv,S-f428 sp IgE sarapuupähkli komponendi rCor a 1 PR-10 (Bet v,,1
kolesterool,,Chol.,Chol.,mmol/l,62
Vere automaatuuring 5-osalise leukogrammiga,,B1-CBC+Diff,EO Eosinofiilide absoluutarv,10*9/L,3
Tsütomegaloviirus DNA,,Tsütomegaloviirus_DNA,Tsütomegaloviirus DNA,-,1
"Allergiapaneel, spetsiifiliste IgE tüüpi antikehade määramine (immunoblot), vereseerumist",,S-IgE-Spec-1,<ANONYM> (õietolm),-,4
Hematoloogilised uuringud,,2691,MCH,g/l,1
Biokeemia analüüs,"",S-ASAT(aspartaadiaminotransferaas),S-ASAT (aspartaadi aminotransferaas),,5068
Hematoloogilised uuringud,,146171,4 B-IG%(Ebaküpsete granulotsüütide suhtarv),%,2
C. ja M. pneumonia,,M-C._ja_M._pneumonia,Myc.pneum IgA,-,7
Uriini analüüs,ööpäevane uriin,dU-UreaUureaööpäevasesuriinis,dU-Urea Uurea ööpäevases uriinis,,6
Chlamydia trachomatis DNA tupekaapes,,Vag-Ctr-PCR,Chlamydia trachomatis DNA,-,3
Ig A;IgM;IgG ELISA uring ühe kohaga testplaadil,,ELISAIg_A;IgM;IgG,IgA,-,2
Mikrobioloogia analüüs,WD - <ANONYM id="20" type="per" morph="_S_ sg n"/>,CIPTsiprofloksatsiin,CIP Tsiprofloksatsiin,,1
Punktaadi analüüs,Pleuravedelik,PlrF-neutrofiilid,PlrF - neutrofiilid,,6
Uriini uuringud,,1024,Erütrotsüüdi,rakku / vaateväli,104
"Allergiapaneel, spetsiifiliste IgE antikehade määramine (immunoblot), vereseerumist",,S-IgE-Spec-3,Merisiga,-,3
VÄL,,44686,Neutrofiilid,%,2
Uriini analüüs,"",Lima,Lima,,407
Chlamydophila pneumoniae vastane IgG seerumis,,S-C_pneumoniae_IgG,S-C pneumoniae IgG,-,1
fT3 Vaba trijoodtüroniin seerumis,,S-fT3,Vaba trijoodtüroniin,pmol/l,50
Biokeemilised uuringud,,79,S-CR,mg/l,439
hemogramm,,B-CBC-3Diff,B-PLT,10 9 /l,787
Vere automaatuuring 5-osalise leukogrammiga,,B-CBC-5Diff,HCT,%,14
Hematoloogilised uuringud,,1893,Erütrotsüütide basofiilne sumerus,,1
Mycoplasma pneumoniae vastane IgG,,S-M_pneumoniae_IgGG,S-M pneumoniae IgGG,-,2
Mikrobioloogia analüüs,TA - Trahhea aspiraat,AUGAmoks.klavul,AUG Amoks.klavul,,2
Biokeemia labor (haigla),,10541,"Hemoglobiin, glükeeritud, A1C fraktsioo",%,3
Uriini uuringud,,4865,pH,pH,3
Amülaas pleuravedelikust,,Pf-Amyl,Pf-Amyl,U/L,1
Kliinilise keemia uuringud,,10337,S-Fe(Raud),mmol/l,36
Urobilinogeen uriinis,,,,,1
PAP test: tserv kanal ja portio,,2337,Plasmaraku,,13
Happe-alus tasakaal,paastuveri,Hapnikuosarõhk,Hapniku osarõhk,,2
Mikrobioloogia analüüs,UR - Keskjoa uriin,MERMeropeneem,MER Meropeneem,,8
Histoloogia,,72195,Arhiivi numbe,,36
Autoimmuundiagnostika,,71597,Jo-1,,8
Uriini analüüs,uriin,LeuLeukotsüüdidtestribaga,Leu Leukotsüüdid testribaga,,3
CBC-5Diff Hemogramm viieosalise leukogrammiga,,B1-CBC-5Diff,RDW-CV,%,4
PAP test,,2395,Lümfotsüüdid,,1
Happe-alus tasakaal,,71689,pO2(Hapniku osarõhk),mm Hg,4
Mikrobioloogia analüüs,,CLIKlindamütsiin,CLI Klindamütsiin,,2
Immuunmeetoditel uuringud,"",,Chlamydophila pneumoniae vastane IgG seerumis,,2
uuring Mycoplasma hominisele,,Cf-Mycoplasma,Cf-Mycoplasma,-,7
Happe-alus tasakaal,,70359,Hctc,%,13
Retikulotsüüdid,,vB-Retic-m,vB-Retic-m,.,1
Immuunmeetoditel uuringud,seerum,S-b2GPIM/Beeta-2-glükoproteiin1vastaneIgMseerumis,S-b2GPI M / Beeta-2-glükoproteiin 1 vastane IgM seerumis,,45
VÄL,,44573,Alfa-2-globuliin,g/l,16
Mikrobioloogilised uuringud,,65719,Tsiprofloksatsiin(Tsiprofloksatsiin),,4
Mikrobioloogia analüüs,BL - <ANONYM id="21" type="per" morph="_S_ sg n"/>,MERMeropeneem,MER Meropeneem,,1
"Chlamydia pneumoniae, antikehad immuunmeetodil",,Chlam.pneum-ak,Chlam. pneum.vastased ak. IgG,EIU,34
Hematoloogilised uuringud,,43,Blastid,%,53
Vereäige mikroskoopia,,B-Smear-m,Müelotsüüdid,%,77
Mikrobioloogilised uuringud,,554,Amoksitsilliin + klavul,,215
Biokeemia analüüs,,fS-Fe(raud),fS-Fe (raud),,13
Vaba trijoodtüroniin seerumis (ELFA),,S-fT3,Vaba trijoodtüroniin seerumis (ELFA) pmol/l,pmol/l,3
Kliiniline labor,,10177,PD,fL,432
Uriini uuringud,,1003,AAV1 2 U-SG(Uriini erikaal),g/cm³,1
PROLAKTIIN,,,,,2
,,S-f14_IgE,S-g6 IgE,kU/l,2
"Allergiapaneel, spetsiifiliste IgE antikehade määramine (immunoblot), vereseerumist",,S-IgE-Spec-2,Munakollane,-,3
Uriini uuringud,,2122,Leukotsüüdi,,5
PAP test,,4356,Plasmarakud,,6
PAP test,,4253,Gün tsüto uuringu dgn,,7
Kliiniline vere ja glükohemoglobiini analüüs,"",,EO#,,485
Mikrobioloogia analüüs,WD - <ANONYM id="33" type="per" morph="_S_ sg n"/>,ERYErütromütsiin,ERY Erütromütsiin,,1
ALP-isoensüümid,,S-ALP-i,soole 1,U/L,1
Välisanalüüsid,,10033,S-ANA Ig(Tuumavastane Ig G),,4
Hematoloogilised uuringud,,146171,2 B-IG%(Ebaküpsete granulotsüütide suhtarv),%,5
Uriini analüüs,"",U-ProValk,U-Pro Valk,,893
Albumiin seerumis,,S2-Alb,S2-Alb,g/l,16
"Mycoplasma genitalium, PCR, emakakaelakanali materjalis",,Cm-Myge-PCR,Cm-Myge-PCR,-,42
Inimese papilloomiviiruse DNA emakakaelakanalikaapes (paneel),,Cx-HPV_DNA_panel,HPV DNA,,1
Vereäige mikroskoopiline uuring,,B-Hemo-m,Müelotsüüdid,%,14
Mikrobioloogilised uuringud,,144334,Levofloksatsiin,,2
Mikrobioloogilised uuringud,,67551,Nimetus(Enterobakterid),,1
Hematoloogilised ja uriini uuringud,,11058,Trifosfaadid(Trifosfaadid),,32
Uriini uuringud,,1151,Glükoo,,1
Mikrobioloogilised uuringud,,1739,Uc-Ae(Aeroobse mikrofloora külv (kateeteruriinist)),,8
Kepptuumsed neutrofiilid,,,,,2
Mikrobioloogia analüüs,OT - Teised,AMPAmpitsilliin,AMP Ampitsilliin,,1
Troponiin T ( kõrgtundlik),,cTnT-hs,cTnT-hs,ng/l,34
F2 spetsiifiline IgE üksikallergeeni (piim) suhtes,,S-F2_IgE,IgE F2 (piim),kIU/l,12
Immuunuuringud,,10775,S-PS(Prostataspetsiifiline antigeen),ng/ml,21
Hematoloogilised uuringud,,40275,Ret-He,pg,1
hemogramm,,B-CBC-3Diff,MCHC,g/l,11
Uriini uuringud,,10,"U-UBG(Urobilinogeen, üks parameeter 10 parameetrilisel testribal)",µmol/l,62
Kusihape seerumis,,S1-UA,S1-UA,umol/L,24
"Hemogramm, (mikroskoopia)",,B-Hemo-m,,.,436
Tsütoloogilised uuringud,,1317,Tservikaalkanal,,32
Liikvori analüüs,Liikvor,CSF-Alb/S-AlbAlbumiinisuheliikvorisjaseerumis,CSF-Alb/S-Alb Albumiini suhe liikvoris ja seerumis,,1
"Ureaplasma urealyticum, PCR-meetodil emakakanalikaapest",,Cx-Uu-PCR,Cx-Uu-PCR,-,9
Erinevad laboratoorsed uuringud,,316-Välisuuringud,Beeta-2-mikroglobuliin,-,1
Biokeemia analüüs,"",S-Amyl(amülaas),S-Amyl (amülaas),,768
Biokeemia labor (haigla),,10531,p,,4
Antineuronaalsete antikehade paneel seerumist,,S-aNeu,PNMA2,-,3
VÄL,,41174,IgA,g/l,10
Immuunmeetoditel uuringud,"",S-i209spIgEherilasemürgikomponendirVesv5suhtessee,S-i209 sp IgE herilase mürgi komponendi rVes v 5 suhtes see,,3
Chlamydia pneumoniae vastased IgA antikehad,,S-aCpn-IgA,S-aCpn-IgA,EIU,1
LTKH allhanked,,1623,S-Parvovirus B19 Ig(Parvoviiruse B19 vastane IgM),,1
Uriini sademe mikroskoopia,,U-Sed-m,Atüüpiline epiteelirakud,-,29
Biokeemia analüüs,seerum,S-Prot(valk),S-Prot (valk),,6
Kliinilise keemia uuringud,,10309,S-LD(Madala tihedusega lipoproteiini kolesterool),mmol/l,65
Nakkushaiguste diagnostika,,2061,T. pallidum A,,1
"Veregrupp, Rh",,"Veregrupp,_Rh",Veregrupp,-,1
Uriini uuringud,,1030,Erütrotsütaarne silinde,rakku / vaateväli,1
Minimaalse inhibeeriva kontsentratsiooni määramine ühes preparaadis,,Minimaalse_inhibeeriva_kon,Klaritromütsiin,-,1
Kõrge tihedusega lipoproteiini kolesterool,,S-HDL,,mmol/l,1
Kreatiniini kliirens,,S+dU-CreaC,dU-Crea,mmol/24t,2
PAP test,,4343,Mikrofloora,,1
Immuunmeetoditel põhinevad uuringud,,146306,fS-C-pep(C-peptiid),pmol/l,7
Väljast tellitud analüüsid,"",Chltrachomatis(PCR),Chl trachomatis (PCR),,12
HIV ja hepatiidi uuringud,,1433,HBs Ak (mIU/mL)(Hepatiit B viiruse pinnaantigeeni vastaste antikehade kvantitatiivne uuring),IU/l,12
Biokeemia labor,,10488,P-cTn,ng/ml,86
Punktaadi analüüs,"",Erikaal,Erikaal,,7
LTKH allhanked,,147211,Gripp B PCR(Gripp B PCR),,2
Albumiini ja kreatiniini suhe uriinis,,U-Alb/U-CreaMikroalbuminuuria,kreatiniin,mmol/l,3
Mikrobioloogia labor (haigla),,30263,Erütromütsiin,,2
Mikrobioloogia analüüs,WD - <ANONYM id="7" type="per" morph="_S_ sg n"/>,MGRMikroskoopiagrammijärgi,MGR Mikroskoopia grammi järgi,,1
Mikrobioloogia analüüs,FL - Vedelik,CLIKlindamütsiin,CLI Klindamütsiin,,1
"HLT, elektrolüüdid",,1782,HCO3-c(vesinikkarbonaat),mmol/l,6
Mikrobioloogilised uuringud,,573,Nitrofurantoiin,,127
Mikrobioloogia PCR meetodil,"",NeisseriameningitidisDNA,Neisseria meningitidis DNA,,5
Eesnäärmesekreedi uuring,,PrF-Cyto,WBC,r/vv,2
Laktaadi dehüdrogenaas seerumis,,S-LDH,LDH pleuravedelikus,g/l,1
Allergeenspetsiifilised IgE antikehad seerumis,,S-Toidu_allerg._IgE,Seesamiseemned,IU/ml,22
"Hemogramm viieosalise leukogrammiga, normoblastidega ja retikulotsüütidega",,B-CBC-5DIFF-NRBC-RET,MPV,fl,28
anti TSH-R retseptorite vastased ak,,S-antiTSH-R,TSH retseptorite vastased ak,U/L,18
Allergia spetsiifilised uuringud,,71417,lep(S-T2-IgE - lepp),kU/l,2
Uriini uuringud,,123,"U-Nit(Nitritid uriinis, üks parameeter 10 parameetrilisel testribal)",,4
Tursa vastane IgE seerumis,,S-f3_IgE,S-f3 IgE,kU/l,4
Vere automaatuuring 5-osalise leukogrammiga,,B-A5Diff,PLT,g/L,322
Kliinilise keemia uuringud,,10505,S-Amy(Amülaas seerumis),U/l,38
Uriini uuringud,,1204,dU-Prot(Valgu eritus 24 h uriinis),g/24h,53
Biokeemia analüüs-normis; kliiniline vereanalüüs:,"",IG-Ebaküpsedgranulotsüüdid,IG - Ebaküpsed granulotsüüdid,,1
Mikrobioloogia labor (haigla),,43915,KPC,,7
Hematoloogilised uuringud,,611,10 B-MCH(Keskmine hemoglobiini kogus erütrotsüüdis),pg,1
Hematoloogilised uuringud,,2185,PLT(Trombotsüütide arv),10 U/l,217
Hematoloogilised uuringud,,26,B-GR-%(Granulotsüütide protsent),%,1449
Uriini analüüs,"",U-OXYoksükodoonuriinis,U-OXY oksükodoon uriinis,,5
Mikrobioloogilised uuringud,,62716,Piperatsilliin+tasobaktaam(Piperatsilliin+tasobaktaam),,3
Kliiniline vereanalüüs,,RBC,RBC,,5
Immuunmeetoditel uuringud,seerum,m2/spIgECladosporiumherba,m2 / sp IgE Cladosporium herba,,5
Mikrobioloogilised uuringud,,71922,Flukonasool,,2
"Kardiolipiinivastased antikehad (IgG, IgM, IgA)",,S-ACLA_IgAMG,S-ACLA IgAMG,RU/mL,1
Aeroobide uuring rögast,,Sp-Aer,Sp-Aer,-,36
Mikrobioloogilised uuringud,,144262,Ampitsilliin,,11
Uriini sademe mikroskoopia,,U-Sedim,Tripelfosfaadid,-,11
Hematoloogilised uuringud,,21,4 E-MCHC(Keskmine hemoglobiinikontsentratsioon erütrotsüüdis),g/l,1
Vitamiin B12 paastuseerumis,,fS-VitB12,fS-VitB12,pmol/l,334
Happelis-aluseline tasakaal,,vB-HAT,tCO2,mmol/l,3
Valkude fraktsioonid seerumis,,S-Prot-Fr,Beeta-1-globuliin,,1
Alfa-amülaas uriinis,,U-Amyl,U-Amyl,U/l,63
Vere automaatuuring 5-osalise leukogrammiga,,B1-CBC-Diff,,%,16
Hematoloogilised uuringud,,35,TRBC,,1130
Hematoloogilised uuringud,,31,PDW(Trombotsüütide jaotuvus mahujärgi. e. trombotsüütide anisotsütoosimäär),fL,1349
Immuunuuringud,,2003,PSA,ng/ml,6
Immuunmeetoditel põhinevad uuringud,,147314,S-TG(Türeoglobuliin),ng/ml,3
Kliinilise keemia uuringud,,1138,S-K 7(Kaalium),mmol/l,1
Maapähklivastane IgE seerumis,,S-f13_IgE,,kU/l,2
Mikrobioloogia analüüs,BL - <ANONYM id="1" type="per" morph="_S_ sg n"/>,OXAOxatsilliin,OXA Oxatsilliin,,1
Hematoloogilised uuringud,,15,1 B-Hct(Hematokritt),%,6
Immuunmeetoditel uuringud,"",,S-HBsAb /B-hepatiidi viiruse pinnaantigeeni vast AK seerumis,,3
Chlamydia trachomatis vastane IgG seerumis,,S-C_trachomatis_IgG,,,1
Amülaas seerumis,,S-.Amyl.,S-.Amyl.,U/l,1
Herpes simplex 1 tüübi viiruse vastased IgM antikehad,,S1_aHSV1M,S1 aHSV1M,-,1
Anti-O-streptolüsiin,,S-ASO,<ANONYM> kvantitatiivselt,IU/ml,66
Hematoloogilised uuringud,,501,MCV,fL,2
Biokeemia analüüs,"",MeOHmetanool,MeOH metanool,,2
Immuunmeetoditel uuringud,"",MycoplasmapneumoniaevastaneIgGseerumis,Mycoplasma pneumoniae vastane IgG seerumis,,23
Ascaris vastane IgE seerumis,,S-p1_IgE,S-p1 IgE,kU/l,28
Immuunmeetoditel põhinevad uuringud,,790,S-PSA(Prostataspetsiifiline antigeen),µg/l,196
Mikrobioloogia analüüs,SK - Nahk,,<ANONYM> eesmärk,,11
Mikrobioloogia analüüs,BL - <ANONYM id="51" type="per" morph="_S_ sg n"/>,,CIP Tsiprofloksatsiin,,1
Spetsiifiline IgE puuviljade paneel FP15,,S2-IgE-FP15,"FP15 apelsin, õun, banaan, virsik",kU/L,8
Happe-alus tasakaal,Areteriaalne veri,pCO2(T),pCO2(T),,200
Neutrofiilide tsütoplasma vastane IgG seerumis,,S-ANCA_IgG,S-ANCA IgG,-,3
Biokeemia analüüs,seerum,S-Chol(kolesterool),S-Chol (kolesterool),,13
Biokeemia analüüs,seerum,S-b2-glBeeta-2globuliinid,S-b2-gl Beeta-2 globuliinid,,18
Laktaadi dehüdrogenaas seerumis,,S-LDH,S-LDH,u/l,68
Antistreptolüsiin O seerumis/plasmas,,"S,P-ASO","S,P-ASO",iu/ml,12
PAP test: Portio,,3362,Lümfotsüüdi,,1
Kliiniline labor,,10165,lameepiteel,,25
"Koorioni gonadotropiin, kiiruuring",,S-hCGc,S-hCGc,IU/l,40
Vere automaatuuring 5-osalise leukogrammiga X,,B-CBC+Diff,HCT,%,13
B-autom5diff,,,PDW,%,344
Mikrobioloogilised uuringud,,552,Apitsilliin + sulbakt,,4
Mikrobioloogilised uuringud,,58687,Erütromütsii(Erütromütsiin),,1
Hemogramm viieosalise leukogrammiga,,B-CBC-5Diff,WBC,10^9/L,48
Mikroskoopia ( Gram),,XXX-Gram-m,leukotsüüdid,-,128
Uriini uuringud,,705,Erütrotsüüdid,,4
Allergia testid,"",bufeksamak(Bufexamac)5%,bufeksamak (Bufexamac) 5%,,2
Vere automaatuuring 5-osalise leukogrammiga,,B1-CBC-Diff,PLT,10^9/L,158
Soja vastane IgE seerumis,,S-f14_IgE,S-f49 IgE,kU/l,2
"Allergiapaneel, spetsiifiliste IgE tüüpi antikehade määramine (immunoblot), vereseerumist",,S-IgE-Spec-3,Kaseiin,-,2
"Antikehad tsütomegaloviirusele, seerumist",,"S-aCMV-M,G",CMV IgG,-,1
Türeoidperoksüdaasi vastased antikehad,,S-aTPO,S-aTPO,-,15
Immuunglobuliin E,,S-IgE,S-IgE,kU/L,49
"Puukensefaliidi viiruse vastased IgM antikehad, seljaajuvedelikust",,CSF-aTBE-M,CSF-aTBE-M,-,1
Toksikoloogia analüüs Hiiul,täisveri,Mangaanveres,Mangaan veres,,1
Uriini uuringud,,1005,AAV1 2 U-UBG(Urobilinogeen),µmol/l,1
Immuunmeetoditel põhinevad uuringud,,72252,FAI(Vaba androgeeni indeks),%,35
Happe-aluse tasakaal arteriaalses veres,,aB-ABB,HCO3 mmol/l art. veres,mmol/l,84
Chlam.pn.IgM,,S-Chpn.IgM,S-Chpn.IgM,-,4
Hematoloogilised uuringud,,617,B-MPV(Trombots��tide keskmine maht),fL,3
Uriini analüüs,"",Erütrotsüüdidmikroskoopilisel,Erütrotsüüdid mikroskoopilisel,,1050
Hemogramm viieosalise leukogrammiga,,B-CBC-5Diff,,fl,318
CBC-5Diff Hemogramm viieosalise leukogrammiga,,B1-CBC-5Diff,RDW-SD,fl,4
Vere automaatuuring 3-osalise leukogrammiga,,B-A3Diff,WBC,10*9/l,10
Mikrobioloogia labor (haigla),,30127,TMP-SM,,16
Kliiniline vereanalüüs,"",,MPV,,2
Biokeemia labor,,10498,B1-aRBC,,43
Kliiniline vere ja glükohemoglobiini analüüs,,RDW-CV,RDW-CV,,10
"Vere automaatuuring 5-osalise leukogrammiga,normoblastidega ja retikulotsüütidega",,B-CBC+Diff+NRBC+RET,MCV,fl,9
B-hepatiidiviiruse tuuma vastased IgM-antikehad,,,S-aHBcIgM (Q),U/mL,3
Väljast tellitud analüüsid,"",ANA,ANA,,5
Mittetreponemaalse reagiini vastased antikehad,,S-RPR,S-RPR,-,1
Üksikaalergeeni w6 (puju) vastased IgE antikehad seerumis,,S-aw6,S-aw6,kU/l,36
Hingamisteede bakterid PCR-meetodil rögast,,Sp-Aer-PCR,B.pertussis,-,4
PAP test: tserv kanal ja portio,,2334,Histiotsüüdid/makrofaagi,,13
Nakkushaiguste diagnostika,,4805,"HIV 1,2 Ag + Ab",,10
Uriini uuringud,,6,U-Ni,,247
Ureaplasma urealyticum PCR emakakaelakanalikaapest,,Cm-Uu-PCR,"Ureaplasma urealyticum, PCR, emakakaelakanalikaapest",,3
Hematoloogilised uuringud,,506,Trombokri,%,2
Mikrobioloogia analüüs,WD - <ANONYM id="0" type="per" morph="_S_ sg n"/>,GENGentamütsiin,GEN Gentamütsiin,,4
Biokeemilised uuringud,,668,S-Na( Naatrium seerumis),mmol/l,2
Immuunmeetoditel uuringud,"",B2M/beeta-2-mikroglobuliin,B2M / beeta-2-mikroglobuliin,,91
