parameter_name,t_lyhend,t_nimetus,kasutatav_nimetus,loinc_code,substrate,evidence
XXX-MTB-Rif panel,XXX-MTB-Rif panel,Mükobakterite samastamine ja rifampitsiin-tundlikkus geneetiliste mutatsioonide alusel (MTB-Rif paneel),MTB-Rif paneel,L-2780,,t_lyhend
XXX-MTB-Rif panel Mükobakterite samastamine ja rifampitsiin-tundlikkus geneetiliste mutatsioonide alusel (MTB-Rif paneel),XXX-MTB-Rif panel,Mükobakterite samastamine ja rifampitsiin-tundlikkus geneetiliste mutatsioonide alusel (MTB-Rif paneel),MTB-Rif paneel,L-2780,,t_lyhend + t_nimetus
XXX-M tuberculosis complex DNA,XXX-M tuberculosis complex DNA,Mycobacterium tuberculosis kompleksi DNA,Mycobacterium tuberculosis kompleksi DNA,38379-4,,t_lyhend
XXX-M tuberculosis complex DNA Mycobacterium tuberculosis kompleksi DNA,XXX-M tuberculosis complex DNA,Mycobacterium tuberculosis kompleksi DNA,Mycobacterium tuberculosis kompleksi DNA,38379-4,,t_lyhend + t_nimetus
"XXX-M tuberculosis, M bovis DNA","XXX-M tuberculosis, M bovis DNA","Mycobacterium tuberculosis, Mycobacterium bovis DNA","Mycobacterium tuberculosis, Mycobacterium bovis DNA",13956-8,,t_lyhend
"XXX-M tuberculosis, M bovis DNA Mycobacterium tuberculosis, Mycobacterium bovis DNA","XXX-M tuberculosis, M bovis DNA","Mycobacterium tuberculosis, Mycobacterium bovis DNA","Mycobacterium tuberculosis, Mycobacterium bovis DNA",13956-8,,t_lyhend + t_nimetus
XXX-Muud leukotsüüdid %,XXX-Muud leukotsüüdid %,Muude leukotsüütide suhtarv täpsustamata kehavedelikus,Muud leukotsüüdid %,13524-4,Body fld,t_lyhend
XXX-Muud leukotsüüdid % Muude leukotsüütide suhtarv täpsustamata kehavedelikus,XXX-Muud leukotsüüdid %,Muude leukotsüütide suhtarv täpsustamata kehavedelikus,Muud leukotsüüdid %,13524-4,Body fld,t_lyhend + t_nimetus
XXX-Mycobacterium culture,XXX-Mycobacterium culture,Mükobakterite külv,Mükobakterite külv,543-9,,t_lyhend
"XXX-Mycobacterium culture (LJG), microscopy panel","XXX-Mycobacterium culture (LJG), microscopy panel",Mükobakterite külv (Löwenstein-Jensen glütserooliga) ja mikroskoopia (paneel),Mükobakterite külvi (LJg) ja mikroskoopia paneel,L-4410,,t_lyhend
"XXX-Mycobacterium culture (LJG), microscopy panel Mükobakterite külv (Löwenstein-Jensen glütserooliga) ja mikroskoopia (paneel)","XXX-Mycobacterium culture (LJG), microscopy panel",Mükobakterite külv (Löwenstein-Jensen glütserooliga) ja mikroskoopia (paneel),Mükobakterite külvi (LJg) ja mikroskoopia paneel,L-4410,,t_lyhend + t_nimetus
XXX-Mycobacterium culture MGIT,XXX-Mycobacterium culture MGIT,Mükobakterite külv (MGIT),Mükobakterite külv MGIT,50941-4,,t_lyhend
"XXX-Mycobacterium culture (MGIT), microscopy panel","XXX-Mycobacterium culture (MGIT), microscopy panel",Mükobakterite külv (MGIT) ja mikroskoopia (paneel),Mükobakterite külvi (MGIT) ja mikroskoopia paneel,L-4411,,t_lyhend
"XXX-Mycobacterium culture (MGIT), microscopy panel Mükobakterite külv (MGIT) ja mikroskoopia (paneel)","XXX-Mycobacterium culture (MGIT), microscopy panel",Mükobakterite külv (MGIT) ja mikroskoopia (paneel),Mükobakterite külvi (MGIT) ja mikroskoopia paneel,L-4411,,t_lyhend + t_nimetus
XXX-Mycobacterium culture MGIT Mükobakterite külv (MGIT),XXX-Mycobacterium culture MGIT,Mükobakterite külv (MGIT),Mükobakterite külv MGIT,50941-4,,t_lyhend + t_nimetus
XXX-Mycobacterium culture Mükobakterite külv,XXX-Mycobacterium culture,Mükobakterite külv,Mükobakterite külv,543-9,,t_lyhend + t_nimetus
XXX-Mycobacterium culture panel (m/LJg/MGIT),XXX-Mycobacterium culture panel (m/LJg/MGIT),Mükobakterite külv (Löwenstein-Jensen glütserooliga/MGIT) ja mikroskoopia (paneel),Mükobakterite külvi (LJg/MGIT) ja mikroskoopia paneel,L-3194,,t_lyhend
XXX-Mycobacterium culture panel (m/LJg/MGIT) Mükobakterite külv (Löwenstein-Jensen glütserooliga/MGIT) ja mikroskoopia (paneel),XXX-Mycobacterium culture panel (m/LJg/MGIT),Mükobakterite külv (Löwenstein-Jensen glütserooliga/MGIT) ja mikroskoopia (paneel),Mükobakterite külvi (LJg/MGIT) ja mikroskoopia paneel,L-3194,,t_lyhend + t_nimetus
XXX-Mycobacterium identified (chromat),XXX-Mycobacterium identified (chromat),Mükobakterite samastamine (kromatograafia),Mükobakterite samastamine (kromatograafia),40699-1,,t_lyhend
XXX-Mycobacterium identified (chromat) Mükobakterite samastamine (kromatograafia),XXX-Mycobacterium identified (chromat),Mükobakterite samastamine (kromatograafia),Mükobakterite samastamine (kromatograafia),40699-1,,t_lyhend + t_nimetus
XXX-MYD88 p.L265P DNA,XXX-MYD88 p.L265P DNA,MYD88 p.L265P mutatsiooni DNA,MYD88 p.L265P DNA,82140-5,Bld,t_lyhend
XXX-MYD88 p.L265P DNA MYD88 p.L265P mutatsiooni DNA,XXX-MYD88 p.L265P DNA,MYD88 p.L265P mutatsiooni DNA,MYD88 p.L265P DNA,82140-5,Bld,t_lyhend + t_nimetus
XXX-Myeloid genes (54) NGS,XXX-Myeloid genes (54) NGS,"Hematoloogilised kasvajad - somaatiliste geenimutatsioonide paneel (54 geeni, NGS)","Hematoloogilised kasvajad - somaatiliste geenimutatsioonide paneel (54 geeni, NGS)",A-5281,,t_lyhend
"XXX-Myeloid genes (54) NGS Hematoloogilised kasvajad - somaatiliste geenimutatsioonide paneel (54 geeni, NGS)",XXX-Myeloid genes (54) NGS,"Hematoloogilised kasvajad - somaatiliste geenimutatsioonide paneel (54 geeni, NGS)","Hematoloogilised kasvajad - somaatiliste geenimutatsioonide paneel (54 geeni, NGS)",A-5281,,t_lyhend + t_nimetus
XXX-Neutrofiilid %,XXX-Neutrofiilid %,Neutrofiilide suhtarv täpsustamata kehavedelikus,Neutrofiilid %,12238-2,Body fld,t_lyhend
XXX-Neutrofiilid % Neutrofiilide suhtarv täpsustamata kehavedelikus,XXX-Neutrofiilid %,Neutrofiilide suhtarv täpsustamata kehavedelikus,Neutrofiilid %,12238-2,Body fld,t_lyhend + t_nimetus
XXX-N gonorrhoeae culture,XXX-N gonorrhoeae culture,Neisseria gonorrhoeae külv,Neisseria gonorrhoeae külv,698-1,,t_lyhend
XXX-N gonorrhoeae culture Neisseria gonorrhoeae külv,XXX-N gonorrhoeae culture,Neisseria gonorrhoeae külv,Neisseria gonorrhoeae külv,698-1,,t_lyhend + t_nimetus
XXX-N gonorrhoeae DNA,XXX-N gonorrhoeae DNA,Neisseria gonorrhoeae DNA,Neisseria gonorrhoeae DNA,24111-7,,t_lyhend
XXX-N gonorrhoeae DNA Neisseria gonorrhoeae DNA,XXX-N gonorrhoeae DNA,Neisseria gonorrhoeae DNA,Neisseria gonorrhoeae DNA,24111-7,,t_lyhend + t_nimetus
XXX-N gonorrhoeae-m,XXX-N gonorrhoeae-m,Neisseria gonorrhoeae mikroskoopia,Neisseria gonorrhoeae mikroskoopia,A-4079,,t_lyhend
XXX-N gonorrhoeae-m Neisseria gonorrhoeae mikroskoopia,XXX-N gonorrhoeae-m,Neisseria gonorrhoeae mikroskoopia,Neisseria gonorrhoeae mikroskoopia,A-4079,,t_lyhend + t_nimetus
XXX-N gonorrhoeae rRNA,XXX-N gonorrhoeae rRNA,Neisseria gonorrhoeae rRNA,Neisseria gonorrhoeae rRNA,43305-2,,t_lyhend
XXX-N gonorrhoeae rRNA Neisseria gonorrhoeae rRNA,XXX-N gonorrhoeae rRNA,Neisseria gonorrhoeae rRNA,Neisseria gonorrhoeae rRNA,43305-2,,t_lyhend + t_nimetus
XXX-NK activated %,XXX-NK activated %,Aktiveeritud NK rakkude suhtarv,Aktiveeritud NK %,73810-4,Bld,t_lyhend
XXX-NK activated % Aktiveeritud NK rakkude suhtarv,XXX-NK activated %,Aktiveeritud NK rakkude suhtarv,Aktiveeritud NK %,73810-4,Bld,t_lyhend + t_nimetus
XXX-N meningitidis culture,XXX-N meningitidis culture,Neisseria meningitidis külv,Neisseria meningitidis külv,16134-9,,t_lyhend
XXX-N meningitidis culture Neisseria meningitidis külv,XXX-N meningitidis culture,Neisseria meningitidis külv,Neisseria meningitidis külv,16134-9,,t_lyhend + t_nimetus
XXX-N meningitidis DNA,XXX-N meningitidis DNA,Neisseria meningitidis DNA,Neisseria meningitidis DNA,49671-1,,t_lyhend
XXX-N meningitidis DNA Neisseria meningitidis DNA,XXX-N meningitidis DNA,Neisseria meningitidis DNA,Neisseria meningitidis DNA,49671-1,,t_lyhend + t_nimetus
XXX-Norovirus GII RNA,XXX-Norovirus GII RNA,Noroviiruse GII RNA,Noroviiruse GII RNA,54906-3,Urine,t_lyhend
XXX-Norovirus GII RNA Noroviiruse GII RNA,XXX-Norovirus GII RNA,Noroviiruse GII RNA,Noroviiruse GII RNA,54906-3,Urine,t_lyhend + t_nimetus
XXX-Norovirus GI RNA,XXX-Norovirus GI RNA,Noroviiruse GI RNA,Noroviiruse GI RNA,54905-5,Urine,t_lyhend
XXX-Norovirus GI RNA Noroviiruse GI RNA,XXX-Norovirus GI RNA,Noroviiruse GI RNA,Noroviiruse GI RNA,54905-5,Urine,t_lyhend + t_nimetus
XXX-Norovirus RNA,XXX-Norovirus RNA,Noroviiruse RNA,Noroviiruse RNA,56748-7,,t_lyhend
XXX-Norovirus RNA Noroviiruse RNA,XXX-Norovirus RNA,Noroviiruse RNA,Noroviiruse RNA,56748-7,,t_lyhend + t_nimetus
XXX-NPM1 seq,XXX-NPM1 seq,NPM1 geeni mutatsioonid (sekveneerimine),NPM1 geeni mutatsioonid (sekveneerimine),54448-6,Bld,t_lyhend
XXX-NPM1 seq NPM1 geeni mutatsioonid (sekveneerimine),XXX-NPM1 seq,NPM1 geeni mutatsioonid (sekveneerimine),NPM1 geeni mutatsioonid (sekveneerimine),54448-6,Bld,t_lyhend + t_nimetus
XXX-NTM-DR panel,XXX-NTM-DR panel,Mittetuberkuloossete mükobakterite samastamise ja ravimtundlikkus geneetiliste mutatsioonide alusel NTM-DR (paneel),NTM-DR paneel,L-3817,,t_lyhend
XXX-NTM-DR panel Mittetuberkuloossete mükobakterite samastamise ja ravimtundlikkus geneetiliste mutatsioonide alusel NTM-DR (paneel),XXX-NTM-DR panel,Mittetuberkuloossete mükobakterite samastamise ja ravimtundlikkus geneetiliste mutatsioonide alusel NTM-DR (paneel),NTM-DR paneel,L-3817,,t_lyhend + t_nimetus
XXX-Nugent criteria,XXX-Nugent criteria,Nugenti kriteerium,Nugenti kriteerium,A-3266,,t_lyhend
XXX-Nugent criteria Nugenti kriteerium,XXX-Nugent criteria,Nugenti kriteerium,Nugenti kriteerium,A-3266,,t_lyhend + t_nimetus
XXX-P aeruginosa DNA,XXX-P aeruginosa DNA,Pseudomonas aeruginosa DNA,Pseudomonas aeruginosa DNA,61401-6,,t_lyhend
XXX-P aeruginosa DNA Pseudomonas aeruginosa DNA,XXX-P aeruginosa DNA,Pseudomonas aeruginosa DNA,Pseudomonas aeruginosa DNA,61401-6,,t_lyhend + t_nimetus
XXX-Parabasaalsed epiteelirakud,XXX-Parabasaalsed epiteelirakud,Parabasaalsed epiteelirakud,Parabasaalsed epiteelirakud,A-3268,,t_lyhend
XXX-Parabasaalsed epiteelirakud Parabasaalsed epiteelirakud,XXX-Parabasaalsed epiteelirakud,Parabasaalsed epiteelirakud,Parabasaalsed epiteelirakud,A-3268,,t_lyhend + t_nimetus
XXX-Parainfluenza virus 1 RNA,XXX-Parainfluenza virus 1 RNA,Paragripiviiruse 1 RNA,Paragripiviiruse 1 RNA,29908-1,,t_lyhend
XXX-Parainfluenza virus 1 RNA Paragripiviiruse 1 RNA,XXX-Parainfluenza virus 1 RNA,Paragripiviiruse 1 RNA,Paragripiviiruse 1 RNA,29908-1,,t_lyhend + t_nimetus
XXX-Parainfluenza virus 2 RNA,XXX-Parainfluenza virus 2 RNA,Paragripiviiruse 2 RNA,Paragripiviiruse 2 RNA,29909-9,,t_lyhend
XXX-Parainfluenza virus 2 RNA Paragripiviiruse 2 RNA,XXX-Parainfluenza virus 2 RNA,Paragripiviiruse 2 RNA,Paragripiviiruse 2 RNA,29909-9,,t_lyhend + t_nimetus
XXX-Parainfluenza virus 3 RNA,XXX-Parainfluenza virus 3 RNA,Paragripiviiruse 3 RNA,Paragripiviiruse 3 RNA,29910-7,,t_lyhend
XXX-Parainfluenza virus 3 RNA Paragripiviiruse 3 RNA,XXX-Parainfluenza virus 3 RNA,Paragripiviiruse 3 RNA,Paragripiviiruse 3 RNA,29910-7,,t_lyhend + t_nimetus
XXX-Parainfluenza virus 4 RNA,XXX-Parainfluenza virus 4 RNA,Paragripiviiruse 4 RNA,Paragripiviiruse 4 RNA,41010-0,,t_lyhend
XXX-Parainfluenza virus 4 RNA Paragripiviiruse 4 RNA,XXX-Parainfluenza virus 4 RNA,Paragripiviiruse 4 RNA,Paragripiviiruse 4 RNA,41010-0,,t_lyhend + t_nimetus
XXX-Parainfluenza virus RNA,XXX-Parainfluenza virus RNA,Paragripiviiruse RNA,Paragripiviiruse RNA,61365-3,,t_lyhend
XXX-Parainfluenza virus RNA Paragripiviiruse RNA,XXX-Parainfluenza virus RNA,Paragripiviiruse RNA,Paragripiviiruse RNA,61365-3,,t_lyhend + t_nimetus
XXX-Parasites-m (wet mount),XXX-Parasites-m (wet mount),Parasiitide mikroskoopia (natiivpreparaat),Parasiitide mikroskoopia (natiivpreparaat),673-4,,t_lyhend
XXX-Parasites-m (wet mount) Parasiitide mikroskoopia (natiivpreparaat),XXX-Parasites-m (wet mount),Parasiitide mikroskoopia (natiivpreparaat),Parasiitide mikroskoopia (natiivpreparaat),673-4,,t_lyhend + t_nimetus
XXX-Parasites panel,XXX-Parasites panel,Parasiitide uuringupaneel täpsustamata materjalist,Parasiitide uuringupaneel,L-4539,,t_lyhend
XXX-Parasites panel Parasiitide uuringupaneel täpsustamata materjalist,XXX-Parasites panel,Parasiitide uuringupaneel täpsustamata materjalist,Parasiitide uuringupaneel,L-4539,,t_lyhend + t_nimetus
XXX-Parechovirus RNA,XXX-Parechovirus RNA,Parehoviiruse RNA,Parehoviiruse RNA,51669-0,,t_lyhend
XXX-Parechovirus RNA Parehoviiruse RNA,XXX-Parechovirus RNA,Parehoviiruse RNA,Parehoviiruse RNA,51669-0,,t_lyhend + t_nimetus
XXX-Parvovirus B19 DNA,XXX-Parvovirus B19 DNA,Parvoviiruse B19 DNA,Parvoviirus B19 DNA,9571-1,,t_lyhend
XXX-Parvovirus B19 DNA Parvoviiruse B19 DNA,XXX-Parvovirus B19 DNA,Parvoviiruse B19 DNA,Parvoviirus B19 DNA,9571-1,,t_lyhend + t_nimetus
XXX-pH,XXX-pH,pH täpsustamata materjalis,pH täpsustamata materjalis,17433-4,,t_lyhend
XXX-pH pH täpsustamata materjalis,XXX-pH,pH täpsustamata materjalis,pH täpsustamata materjalis,17433-4,,t_lyhend + t_nimetus
XXX-P jirovecii Ag,XXX-P jirovecii Ag,Pneumocystis jirovecii antigeen,Pneumocystis jirovecii Ag,700-5,,t_lyhend
XXX-P jirovecii Ag Pneumocystis jirovecii antigeen,XXX-P jirovecii Ag,Pneumocystis jirovecii antigeen,Pneumocystis jirovecii Ag,700-5,,t_lyhend + t_nimetus
XXX-P jirovecii DNA,XXX-P jirovecii DNA,Pneumocystis jirovecii DNA,Pneumocystis jirovecii DNA,6521-9,,t_lyhend
XXX-P jirovecii DNA Pneumocystis jirovecii DNA,XXX-P jirovecii DNA,Pneumocystis jirovecii DNA,Pneumocystis jirovecii DNA,6521-9,,t_lyhend + t_nimetus
XXX-Plasma cells proliferation Fc,XXX-Plasma cells proliferation Fc,Plasmarakkude proliferatsiooni uuring (voolutsütomeetria),Plasmarakkude proliferatsiooni uuring (voolutsütomeetria),L-2743,,t_lyhend
XXX-Plasma cells proliferation Fc Plasmarakkude proliferatsiooni uuring (voolutsütomeetria),XXX-Plasma cells proliferation Fc,Plasmarakkude proliferatsiooni uuring (voolutsütomeetria),Plasmarakkude proliferatsiooni uuring (voolutsütomeetria),L-2743,,t_lyhend + t_nimetus
XXX-Plasmarakud %,XXX-Plasmarakud %,Plasmarakkude suhtarv täpsustamata kehavedelikus,Plasmarakud %,51386-1,Body fld,t_lyhend
XXX-Plasmarakud % Plasmarakkude suhtarv täpsustamata kehavedelikus,XXX-Plasmarakud %,Plasmarakkude suhtarv täpsustamata kehavedelikus,Plasmarakud %,51386-1,Body fld,t_lyhend + t_nimetus
XXX-P mirabilis DNA,XXX-P mirabilis DNA,Proteus mirabilis DNA,Proteus mirabilis DNA,61400-8,,t_lyhend
XXX-P mirabilis DNA Proteus mirabilis DNA,XXX-P mirabilis DNA,Proteus mirabilis DNA,Proteus mirabilis DNA,61400-8,,t_lyhend + t_nimetus
XXX-PMN#,XXX-PMN#,Polümorfonukleaarsete leukotsüütide arv täpsustamata kehavedelikus,PMN,35002-5,Body fld,t_lyhend
XXX-PMN%,XXX-PMN%,Polümorfonukleaarsete leukotsüütide suhtarv täpsustamata kehavedelikus,PMN%,26518-1,Body fld,t_lyhend
XXX-PMN# Polümorfonukleaarsete leukotsüütide arv täpsustamata kehavedelikus,XXX-PMN#,Polümorfonukleaarsete leukotsüütide arv täpsustamata kehavedelikus,PMN,35002-5,Body fld,t_lyhend + t_nimetus
XXX-PMN% Polümorfonukleaarsete leukotsüütide suhtarv täpsustamata kehavedelikus,XXX-PMN%,Polümorfonukleaarsete leukotsüütide suhtarv täpsustamata kehavedelikus,PMN%,26518-1,Body fld,t_lyhend + t_nimetus
XXX-Polümorfonukleaarid,XXX-Polümorfonukleaarid,Polümorfonukleaarid,Polümorfonukleaarid,20473-5,,t_lyhend
XXX-Polümorfonukleaarid Polümorfonukleaarid,XXX-Polümorfonukleaarid,Polümorfonukleaarid,Polümorfonukleaarid,20473-5,,t_lyhend + t_nimetus
XXX-Polyomavirus BK DNA,XXX-Polyomavirus BK DNA,Polüoomiviiruse tüüp BK DNA,Polüoomiviirus BK DNA,47251-4,,t_lyhend
XXX-Polyomavirus BK DNA Polüoomiviiruse tüüp BK DNA,XXX-Polyomavirus BK DNA,Polüoomiviiruse tüüp BK DNA,Polüoomiviirus BK DNA,47251-4,,t_lyhend + t_nimetus
XXX-Polyomavirus BK DNA QN,XXX-Polyomavirus BK DNA QN,Polüoomiviiruse tüüp BK DNA hulk,Polüoomiviirus BK DNA QN,42587-6,,t_lyhend
XXX-Polyomavirus BK DNA QN Polüoomiviiruse tüüp BK DNA hulk,XXX-Polyomavirus BK DNA QN,Polüoomiviiruse tüüp BK DNA hulk,Polüoomiviirus BK DNA QN,42587-6,,t_lyhend + t_nimetus
XXX-Polyomavirus JC DNA,XXX-Polyomavirus JC DNA,Polüoomiviiruse tüüp JC DNA,Polüoomiviirus JC DNA,42921-7,,t_lyhend
XXX-Polyomavirus JC DNA Polüoomiviiruse tüüp JC DNA,XXX-Polyomavirus JC DNA,Polüoomiviiruse tüüp JC DNA,Polüoomiviirus JC DNA,42921-7,,t_lyhend + t_nimetus
XXX-Polyomavirus JC DNA QN,XXX-Polyomavirus JC DNA QN,Polüoomiviiruse tüüp JC DNA hulk,Polüoomiviirus JC DNA QN,49412-0,,t_lyhend
XXX-Polyomavirus JC DNA QN Polüoomiviiruse tüüp JC DNA hulk,XXX-Polyomavirus JC DNA QN,Polüoomiviiruse tüüp JC DNA hulk,Polüoomiviirus JC DNA QN,49412-0,,t_lyhend + t_nimetus
XXX-Pseudohüüfid,XXX-Pseudohüüfid,Pseudohüüfid,Pseudohüüfid,A-2933,,t_lyhend
XXX-Pseudohüüfid Pseudohüüfid,XXX-Pseudohüüfid,Pseudohüüfid,Pseudohüüfid,A-2933,,t_lyhend + t_nimetus
XXX-Pulkbakterid,XXX-Pulkbakterid,Pulkbakterid,Pulkbakterid,A-2924,,t_lyhend
XXX-Pulkbakterid Pulkbakterid,XXX-Pulkbakterid,Pulkbakterid,Pulkbakterid,A-2924,,t_lyhend + t_nimetus
XXX-Pärmirakud,XXX-Pärmirakud,Pärmirakud,Pärmirakud,74759-2,,t_lyhend
XXX-Pärmirakud Pärmirakud,XXX-Pärmirakud,Pärmirakud,Pärmirakud,74759-2,,t_lyhend + t_nimetus
XXX-RBC,XXX-RBC,Erütrotsüüdid täpsustamata kehavedelikus,Erütrotsüüdid,6741-3,Body fld,t_lyhend
XXX-RBC Erütrotsüüdid täpsustamata kehavedelikus,XXX-RBC,Erütrotsüüdid täpsustamata kehavedelikus,Erütrotsüüdid,6741-3,Body fld,t_lyhend + t_nimetus
XXX-RespBac DNA panel,XXX-RespBac DNA panel,"Hingamisteede bakterite ( B pertussis, C pneumoniae, H influenzae, L pneomophila, M pneumoniae, S pneumoniae) DNA (paneel)",Hingamisteede bakterite DNA paneel,L-2752,,t_lyhend
"XXX-RespBac DNA panel Hingamisteede bakterite ( B pertussis, C pneumoniae, H influenzae, L pneomophila, M pneumoniae, S pneumoniae) DNA (paneel)",XXX-RespBac DNA panel,"Hingamisteede bakterite ( B pertussis, C pneumoniae, H influenzae, L pneomophila, M pneumoniae, S pneumoniae) DNA (paneel)",Hingamisteede bakterite DNA paneel,L-2752,,t_lyhend + t_nimetus
XXX-RespBac RNA/DNA panel,XXX-RespBac RNA/DNA panel,Hingamisteede bakterite RNA/DNA paneel,Hingamisteede bakterite RNA/DNA paneel,L-4040,,t_lyhend
XXX-RespBac RNA/DNA panel Hingamisteede bakterite RNA/DNA paneel,XXX-RespBac RNA/DNA panel,Hingamisteede bakterite RNA/DNA paneel,Hingamisteede bakterite RNA/DNA paneel,L-4040,,t_lyhend + t_nimetus
XXX-RespVir RNA/DNA panel,XXX-RespVir RNA/DNA panel,"Hingamisteede viiruste ( A-, B-gripi, paragripi-, adeno-, metapneumo-, rinoviiruse, RSV) RNA/DNA (paneel)",Hingamisteede viiruste RNA/DNA paneel,L-2942,,t_lyhend
"XXX-RespVir RNA/DNA panel Hingamisteede viiruste ( A-, B-gripi, paragripi-, adeno-, metapneumo-, rinoviiruse, RSV) RNA/DNA (paneel)",XXX-RespVir RNA/DNA panel,"Hingamisteede viiruste ( A-, B-gripi, paragripi-, adeno-, metapneumo-, rinoviiruse, RSV) RNA/DNA (paneel)",Hingamisteede viiruste RNA/DNA paneel,L-2942,,t_lyhend + t_nimetus
XXX-RespVir RNA/DNA panel II,XXX-RespVir RNA/DNA panel II,Hingamisteede viiruste RNA/DNA (laiendatud paneel),Hingamisteede viiruste RNA/DNA laiendatud paneel,L-3865,,t_lyhend
XXX-RespVir RNA/DNA panel II Hingamisteede viiruste RNA/DNA (laiendatud paneel),XXX-RespVir RNA/DNA panel II,Hingamisteede viiruste RNA/DNA (laiendatud paneel),Hingamisteede viiruste RNA/DNA laiendatud paneel,L-3865,,t_lyhend + t_nimetus
XXX-RespVir RNA panel,XXX-RespVir RNA panel,"Hingamisteede viiruste (A-, B-gripi, RSV) RNA (paneel)",Hingamisteede viiruste RNA paneel,L-4339,,t_lyhend
"XXX-RespVir RNA panel Hingamisteede viiruste (A-, B-gripi, RSV) RNA (paneel)",XXX-RespVir RNA panel,"Hingamisteede viiruste (A-, B-gripi, RSV) RNA (paneel)",Hingamisteede viiruste RNA paneel,L-4339,,t_lyhend + t_nimetus
XXX-Rhionovirus RNA,XXX-Rhionovirus RNA,Rinoviiruse RNA,Rinoviiruse RNA,7993-9,,t_lyhend
XXX-Rhionovirus RNA Rinoviiruse RNA,XXX-Rhionovirus RNA,Rinoviiruse RNA,Rinoviiruse RNA,7993-9,,t_lyhend + t_nimetus
XXX-Rifampicin (gen),XXX-Rifampicin (gen),Rifampitsiin-tundlikkus geneetiliste mutatsioonide alusel,Rifampitsiin (gen),89489-9,Isolate/Specimen,t_lyhend
XXX-Rifampicin (gen) Rifampitsiin-tundlikkus geneetiliste mutatsioonide alusel,XXX-Rifampicin (gen),Rifampitsiin-tundlikkus geneetiliste mutatsioonide alusel,Rifampitsiin (gen),89489-9,Isolate/Specimen,t_lyhend + t_nimetus
XXX-Ripsepiteel,XXX-Ripsepiteel,Ripsepiteel,Ripsepiteel,A-2913,,t_lyhend
XXX-Ripsepiteel Ripsepiteel,XXX-Ripsepiteel,Ripsepiteel,Ripsepiteel,A-2913,,t_lyhend + t_nimetus
XXX-RNA extraction,XXX-RNA extraction,RNA eraldamine täpsustamata materjalist,RNA eraldamine,L-4848,,t_lyhend
XXX-RNA extraction RNA eraldamine täpsustamata materjalist,XXX-RNA extraction,RNA eraldamine täpsustamata materjalist,RNA eraldamine,L-4848,,t_lyhend + t_nimetus
XXX-Rotavirus RNA,XXX-Rotavirus RNA,Rotaviiruse RNA,Rotaviiruse RNA,62859-4,,t_lyhend
XXX-Rotavirus RNA Rotaviiruse RNA,XXX-Rotavirus RNA,Rotaviiruse RNA,Rotaviiruse RNA,62859-4,,t_lyhend + t_nimetus
XXX-RSV Ag strip,XXX-RSV Ag strip,RS-viiruse antigeen täpsustamata materjalis (ribaanalüüs),RSV Ag (ribaanalüüs),31950-9,,t_lyhend
XXX-RSV Ag strip RS-viiruse antigeen täpsustamata materjalis (ribaanalüüs),XXX-RSV Ag strip,RS-viiruse antigeen täpsustamata materjalis (ribaanalüüs),RSV Ag (ribaanalüüs),31950-9,,t_lyhend + t_nimetus
XXX-RSV A RNA,XXX-RSV A RNA,RS-viiruse A RNA,RSV A RNA,30075-6,,t_lyhend
XXX-RSV A RNA RS-viiruse A RNA,XXX-RSV A RNA,RS-viiruse A RNA,RSV A RNA,30075-6,,t_lyhend + t_nimetus
XXX-RSV B RNA,XXX-RSV B RNA,RS-viiruse B RNA,RSV B RNA,30076-4,,t_lyhend
XXX-RSV B RNA RS-viiruse B RNA,XXX-RSV B RNA,RS-viiruse B RNA,RSV B RNA,30076-4,,t_lyhend + t_nimetus
XXX-RSV RNA,XXX-RSV RNA,RS-viiruse RNA,RSV RNA,40988-8,,t_lyhend
XXX-RSV RNA RS-viiruse RNA,XXX-RSV RNA,RS-viiruse RNA,RSV RNA,40988-8,,t_lyhend + t_nimetus
XXX-S agalactiae culture,XXX-S agalactiae culture,Streptococcus agalactiae külv,Streptococcus agalactiae külv,586-8,,t_lyhend
XXX-S agalactiae culture Streptococcus agalactiae külv,XXX-S agalactiae culture,Streptococcus agalactiae külv,Streptococcus agalactiae külv,586-8,,t_lyhend + t_nimetus
XXX-S agalactiae DNA,XXX-S agalactiae DNA,Streptococcus agalactiae DNA,Streptococcus agalactiae DNA,48683-7,,t_lyhend
XXX-S agalactiae DNA Streptococcus agalactiae DNA,XXX-S agalactiae DNA,Streptococcus agalactiae DNA,Streptococcus agalactiae DNA,48683-7,,t_lyhend + t_nimetus
XXX-Salmonella DNA,XXX-Salmonella DNA,Salmonella DNA,Salmonella DNA,49612-5,,t_lyhend
XXX-Salmonella DNA Salmonella DNA,XXX-Salmonella DNA,Salmonella DNA,Salmonella DNA,49612-5,,t_lyhend + t_nimetus
"XXX-Salmonella, Shigella culture","XXX-Salmonella, Shigella culture","Salmonella sp., Shigella sp. külv täpsustamata materjalist","Salmonella sp., Shigella sp. külv",42255-0,,t_lyhend
"XXX-Salmonella, Shigella culture Salmonella sp., Shigella sp. külv täpsustamata materjalist","XXX-Salmonella, Shigella culture","Salmonella sp., Shigella sp. külv täpsustamata materjalist","Salmonella sp., Shigella sp. külv",42255-0,,t_lyhend + t_nimetus
XXX-Salmonella sp. culture,XXX-Salmonella sp. culture,Salmonella sp. külv,Salmonella sp. külv,17563-8,,t_lyhend
