,analysis_name,system_type
15201,HDL-kolesterool seerumis/plasmas,blood
15205,HIV kiirtestiga,blood
15238,vabaTrijoodtüroniin,blood
15268,ABO-veregrupi ja Rh(D) esmane määramine,blood
15319,Ferritiin seerumis/plasmas,blood
15333,Maksa autoimmuunhaiguste antikehade paneel seerumist,blood
15335,Inhaleeritavate allergeenide IgE paneel 6,blood
15340,Immuunglobuliin G seerumis,blood
15356,Triglütseriidid paastuseerumis,blood
15363,Helicobacter pylori vastane IgA seerumis,blood
15422,Tsüklilise tsitrulleeritud peptiidi vastane antikeha seerumis/plasmas,blood
15423,Epstein-Barr viiruse vastased mittespetsiifilised antikehad,blood
15454,Glükoos paastu plasmas,blood
15455,Clostridium tetani toksiini vastane IgG seerumis,blood
15465,Spetsiifiline IgE herilane,blood
15481,Chlamydophila pneumoniae vastane IgA,blood
15545,koorioni gonadotropiin seerumis,blood
15605,Glükoosi taluvuse test -- 0,blood
15608,"B-gripiviirus, IF, ninakaapes",blood
15618,HE-4,blood
15624,Immuunantikehad,blood
15638,"S,P-TSH",blood
15674,"HIV1,2 antikehad, p24 antigeen",blood
15754,B-hepatiidi viiruse pinnaantigeen (HBsAg) immuunmeetodil(vereseerumist),blood
15785,B-ESRw,blood
15801,Türeotropiin (TSH),blood
15812,B-PLT,blood
15822,Herpes simplex 2. tüübi viiruse vastased IgG antikehad,blood
15823,C-peptiid seerumis,blood
15824,Nitro-blue analüüs granulotsüütide oksüdatiivse purske määramiseks,blood
15832,Toxoplasma gondii vastased IgM antikehad,blood
15846,Androstenedioon,blood
15866,S-ANA (Q),blood
15868,Chlam.pn.IgG,blood
15869,F2 spetsiifiline IgE üksikallergeeni (piim) suhtes,blood
15877,Digoksiin seerumis/plasmas,blood
15880,fs-Gluc,blood
15882,Spetsiifiline IgE tomat,blood
15893,Dvitamiin seerumis,blood
15902,FENOTÜÜP,blood
15928,Jo-1-vastased antikehad,blood
15933,Lateksi vastane IgE seerumis,blood
15937,Transferiin seerumis,blood
15943,B hepatiidi viiruse tuuma antigeeni vastased antikehad,blood
15951,ASAT,blood
15956,Bilirubiin (konjugeeritud) seerumis/plasmas,blood
15980,Epstein-Barri vastased heterofiilsed antikehad,blood
15984,Erütrotsütaarsete antikehade sõeltest geeltehnikaga (3 erütrots),blood
15986,S-aBorr.bur IgG (WB),blood
15990,Hantaviiruste vastased antikehad seerumis (IF),blood
15994,Laktaat venoosses paastuplasmas,blood
15995,Spetsiifiline IgE puude paneel TP9,blood
16019,Komplemendi komponendi C1 inhibiitor seerumis,blood
16026,Liitium,blood
16027,"Mycoplasma pneumoniae vastased antikehad, tiiter",blood
16035,Herpes simplex 2 tüübi viiruste vastased IgM antikehad,blood
16054,Aquaporin-4 vastane IgG seerumis,blood
16099,Kolesterool seerumis (kolorimeetria),blood
16105,"Erütrotsütaarsete antikehade sõeltest, IAT katsutis",blood
16108,Glükoosi taluvuse proov 2h pärast glükoosi manustamist,blood
16147,C hepatiidi vastased antikehad seerumist,blood
16155,Immuunoglobuliin A seerumis/plasmas,blood
16157,Kobalamiin seerumis,blood
16212,AB0-veregrupp ja RhD antigeen (kontrolluuring),blood
16266,Immunoglobiin A,blood
16295,B-hepatiidi viiruse DNA hulk veres,blood
16305,S-ASAT,blood
16308,Nisuvastane IgE,blood
16333,B-hepatiidi viiruse antigeen.,blood
16365,S-HDL,blood
16368,Fibriini D-dimeerid plasmas (immuunmeetod),blood
16392,Lihtherpeseviiruse 1. tüübi vastane IgG,blood
16397,Teofülliin,blood
16414,B hepatiidi viiruse ümbrise antigeen,blood
16454,Borrelia burgdorferii vastased IgM antikehad (immunoblot),blood
16477,Komplemendi komponent C4,blood
16486,Glükoos paastuplasmas enne koormust,blood
16489,Kasvajaantigeen 15-3,blood
16498,Ioniseeritud kaltsium,blood
16510,Kaltsitoniin paastuseerumis,blood
16518,Dehüdroksüepiandrosteroon sulfaat,blood
16539,fS-Reumatoidfaktor,blood
16543,Neuronspetsiifiline enolaas seerumis,blood
16552,B-hepatiidi viiruse pinnaantigeen immuunmeetodil(vereseerumist),blood
16557,protrombiini aktiivsus ja INR,blood
16558,Spetsiifiline IgE teravilja paneel FP3,blood
16614,Kasvajaantigeen,blood
16622,Chl.pneumonia vastased IgM antikehad,blood
16623,Foolhape seerumis,blood
16641,S-Fer,blood
16646,Kreatiniini kinaasi MB isoensüümi mass plasmas (Immulite Plus),blood
16664,Dermatophagoides microceras vastane IgE seerumis,blood
16666,S-Trigl,blood
16702,Borrelia burgdorferi vastane IgM,blood
16746,fT3 Vaba trijoodtüroniin seerumis,blood
16781,Vaba trijoodtüroniin seerumis (ELFA),blood
16792,ALP-isoensüümid,blood
16853,anti TSH-R retseptorite vastased ak,blood
16892,Anti-O-streptolüsiin,blood
16896,Ascaris vastane IgE seerumis,blood
16900,Spetsiifiline IgE puuviljade paneel FP15,blood
16909,"Koorioni gonadotropiin, kiiruuring",blood
16921,"Antikehad tsütomegaloviirusele, seerumist",blood
16929,Chlam.pn.IgM,blood
16940,B-hepatiidiviiruse tuuma vastased IgM-antikehad,blood
16942,Mittetreponemaalse reagiini vastased antikehad,blood
16956,Glükoos täisveres (glükomeetriga),blood
16959,Naatrium seerumis (ioonselektiivne),blood
16960,Spetsiifiline IgE riis,blood
16970,Borrelia burgdorferii vastased IgG antikehad,blood
16979,Chlamydia pneumoniae vastane IgA seerumis,blood
16995,Chlamydophila pneumoniae vastased IgG antikehad,blood
17011,Chl. pneumoniae IgA,blood
17020,Malaaria tekitaja mikroskoopiline uuring,blood
17087,"Bilirubiin, üldine, seerumis (kolorimeetria)",blood
17133,Salmonella-vastased antikehad seerunis,blood
17158,E2 Spetsiifiline IgE üksikallergeeni suhtes,blood
17161,Koe transglutaminaasi IgA seerumis,blood
17189,Treponema pallidum-i vastased antikehad seerumis,blood
17216,B-tüüpi natriureetiline peptiid plasmas,blood
17231,"Inimese immuunpuudulikkuse 1. ja2. tüübi viiruste vastased antikehad, verifitseerimine",blood
17241,"S,P-LDL-Chol",blood
17243,fPSA,blood
17244,Tsütomegaloviiruse vastane IgM seerumis,blood
17272,Troponiin T (kõrgtundlik),blood
17274,"FP1 spetsiifiline IgE allergeenide segu (maapähkel, sarapuu pähkel, Brasiilia pähkel, mandel, kookospähkel) suhtes",blood
17276,Laktaat paastuplasmas,blood
17288,Immuunglobuliin G alaklassid 1-4 seerumis,blood
17289,GAD65 vastased IgG antikehad seerumis,blood
17315,Gliadiinivastane IgG seerumis,blood
17329,Chlamydia pneumoniae IgG,blood
17374,"Vaba trijoodtüroniin, seerumis",blood
17413,Endomüüsiumi vastased IgA antikehad,blood
17425,Tuumavastaste antikehade tüpiseerimine HEp-2 rakuliinil,blood
17436,Treponema pallidumi vastaste antikehade tiitri määramine mittespetsiifilise RPR-ga,blood
17440,Spetsiifiline IgE porgand,blood
17441,tuumavastane IgG seerumis,blood
17469,Alb - Albumiin seerumis,blood
17472,Laktoosi taluvuse test 60min pärast laktoosi manustamist,blood
17477,AMA-Antimitokondriaalsed Ak-d,blood
17488,laktaadi dehüdrogenaas,blood
17517,Munavalgevastane IgE,blood
17518,Borrelia burgdorferi vastane IgG,blood
17541,Immuunoglobuliin E seerumis (ELFA),blood
17577,vaba Türoksiin,blood
17619,Kasvajaantigeen CA 19-9,blood
17620,Kreveti vastane IgE seerumis,blood
17673,Treponema paliidumi vastaste IgG antikehade immunoblot uuring seerumis,blood
17682,Etanool seerumis (ensüümmeetod),blood
17685,Üksikallergeeni p1 (ASCARIS) vastased IgE antikehad seerumis,blood
17750,ASAT Aspartaadi aminotransferaas seerumis,blood
17766,Mutatsioonianalüüs sekveneerimisega 1 parameeter,blood
17778,"Chl.pneumoniae, IgA antikehad",blood
17803,Kaalium seerumis/plasmas,blood
17808,uurea,blood
17809,Eosinofiilsete granulotsüütide katioonne proteiin,blood
17858,reumatoidfaktor,blood
17864,TSH,blood
17866,Chl.pneumonia vastased IgG antikehad,blood
17898,"Kaltsium (ioniseeritud),seerumis/plasmas",blood
17924,Müogloglobiin seerumis/plasmas,blood
17930,fS-Fol,blood
17984,Progesteroon seerumis/plasmas,blood
17994,Immonoglobuliin M,blood
18000,C reaktiivne valk,blood
18008,"25-OH vitamiin D, seerumist",blood
18014,Bilirubiin (konjugeeritud) (direktne bilirubiin) seerumis,blood
18019,Glükoosi taluvuse test (1 tund peale koormust),blood
18046,Prostataspetsiifiline antigeen (3 generatsiooni test) seerumis,blood
18052,Myc. pneum. IgG antikehad,blood
18107,21-hüdroksülaasi vastane IgG seerumis,blood
18119,Laktaadi dehüdrogenaas seerumis (kineetika),blood
18149,P-APTT,blood
18165,"Digoksiin, seerumist",blood
18168,Prostataseptiline antigeen,blood
18196,Fosfaat,blood
18205,Bordetella pertussis PT IgA antikehad,blood
18206,"Mycoplasma pneumoniae vastased antikehad, vereseerumis",blood
18207,Follitropiin e. foliikuleid stimuleeriv hormoon,blood
18276,Kõrge tundlikkusega Troponiin T seerumis/plasmas,blood
18321,S-CA15-3,blood
18332,B-hepatiidi viiruse tuuma antigeeni vastane IgM,blood
18382,Kretiinkinaasi MB isonensüüm,blood
18394,Treponema pallidumi vastaste antikehade määramine TPHA meetodil,blood
18401,Puukentsefaliidi vastased IgM antikehad seerumis,blood
18440,"Toiduallergeenide paneel 5 (munavalge, piim, nisu, tursk, maapähkel, soja) vastane IgE seerumis",blood
18445,Gripiviiruse A/B kiirtest ninaneelu kaapest,blood
18463,C-peptiid (peale mõjutust),blood
18540,Folliikuleid stimuleeriv hormoon seerumis/plasmas,blood
18542,Borrelia burg. IgG antikehad,blood
18543,"GP1 spetsiifiline IgE allergeenide segu (kerahein, nurmikas, püsiraihein, põldtimut, aasnurmikas) suhtes",blood
18583,Atsetüülkollini vastased antikehad seerumis,blood
18591,C-hepatiidiviiruse vastased antikehad,blood
18593,"Chl.pneumoniae, IgG antikehad",blood
18669,Luteiniseeriv hormoon seerumis/plasmas,blood
18734,Bordetella pertussise vastane IgA,blood
18745,Aktiveeritud osaliste tromboplastiinid aeg,blood
18747,Aktiveeritud osalise tromboplastiinide aeg plasmas,blood
18765,Shigella flexner 6 antikehad,blood
18769,A-hepatiidi viiruse vastane IgM,blood
18783,veregrupi kontroll patsiendil,blood
18799,Borrelia vastased IgG antikehad,blood
18813,Türeoglobuliin seerumis,blood
18852,Mycoplasma pneumoniae Ak,blood
18857,Enteroviiruste vastased IgG-antikehad,blood
18859,Süüfilise tekitaja,blood
18896,"B-hepatiidiviirus, PCR",blood
18913,Punetiseviiruse vastane IgM seerumis,blood
18927,ASO latekstest,blood
18928,Beetalaktoglobuliini vastane IgE seerumis,blood
18936,Spetsiifiline IgE lemmikloomade paneel EP70,blood
18948,S-TPO IgG,blood
18960,Biokeemilised uuringud /Tallinna Labor/,blood
18962,Spetsiifiline IgE aedvilja paneel FP51,blood
18964,Protrombiini aeg plasmas (INR),blood
18979,Treponema pallidum vastane IgG seerumis,blood
19019,AB0-veregrupp (kontrolluuring),blood
19044,Suguhormooni siduv globuliin seerumis,blood
19086,+Üldvalk seerumis,blood
19104,Glükoosi taluvuse test -- 2,blood
19121,Cladosporium herbarum vastane IgE,blood
19134,LDH Laktaadi dehüdrogenaas seerumis,blood
19146,Troponiin I kardiaalne,blood
19156,IA-2 vastased IgG antikehad seerumis,blood
19164,CK - Kreatiinkinaas,blood
19168,Valk seerumis/plasmas,blood
19193,C-hepatiidi viiruse RNA kvantitatiivne määramine PCR meetodil,blood
19196,Vaba türoksiin (FT4),blood
19227,Adenoviirusevastased IgA-antikehad seerumis,blood
19233,Chl. pneumoniae IgG,blood
19245,neutrofiilide tsütoplasma vastane IgG seerumis,blood
19267,"Erütropoetiin, vereseerumist",blood
19270,"GAD-65 vastased IgG tüüpi antikehad, seerumist",blood
19291,Toxoplasma gondii vastased IgM-antikehad,blood
19321,Spetsiifiline IgE liha paneel FP73,blood
19393,Punetiseviirusevastased IgM-antikehad,blood
19395,Glükoosi taluvuse proov,blood
19400,Acarus siro vastane IgE seerumis,blood
19432,CEA,blood
19444,Leptospiraceae sp. veres,blood
19453,Bilirubiin konjugeeritud (direktne) seerumis,blood
19463,Luteiniseeriv hormoon (LH),blood
19470,Prostataspetsiifiline antigeen seerumis/plasmas,blood
19489,Borrelia burgdorferi vastased IgG antikehad Immunoblot,blood
19490,TSH - Türeotropiin e. kilpnääret stimuleeriv hormoon,blood
19499,Borrelia burgdorferi vastased IgM antikehad,blood
19508,Alaniini aminotransferaas seerumis (kineetika),blood
19581,Tsüklilise tsitrulleeritud peptiidi vastane IgG seerumis/plasmas,blood
19584,üldine bilirubiin,blood
19598,B-tüüpi natritiureetilise propeptiidi N- terminaalne fragment plasmas,blood
19628,Treponema pallidum vastane antikeha seerumis (hemaglutinatsiooni test),blood
19633,Endomüüsiumivastased IgA-antikehad seerumis,blood
19651,LDL-kolesterool seerumis/plasmas,blood
19662,Immuunoglobuliin M seerumis/plasmas,blood
19671,Herpes simplex 1. tüübi viiruse vastased IgG antikehad,blood
19723,"Heintaimede õietolmu (paneel 1: kera-, aru-, raihein, timut, aasnurmikas) vastane IgE",blood
19793,ABO-veregrupp (kontrolluuring),blood
19823,Türoksiin seerurmis,blood
19869,"Kardiolipiinivastased IgG, IgM ,IgA antikehad seerumis",blood
19870,C-reaktiivne valk seerumis/plasmas,blood
19915,Kasvaja-antigeen 19-9 seerumis (ELFA),blood
19919,ASO Antistreptolüsiin O seerumis,blood
19928,Biokeemia labori analüüsid,blood
19947,"Mikroseente paneel MP1 (Penicillium notatum, Cladosporium herbarum, Aspergillus fumigatus, Alternari",blood
19972,Shigella flexner 1-5 antikehad,blood
19975,S-Kusihape,blood
19985,Spetsiifiline IgE mesilane,blood
20012,C-hepatiidi määramine.,blood
20044,Infektsioosse mononukleoosi heterofiilsed antikehad,blood
20071,"S,P-Ferritiin",blood
20093,Parietaalrakkude ja sisemise faktori vastane IgG seerumis,blood
20130,Spetsiifiline IgE kassiepiteel,blood
20137,Spetsiifiline IgE soja,blood
20150,Hinnanguline glomerulaarfiltratsiooni kiirus (eGRF),blood
20152,Pertussis IgM,blood
20169,Adenoviirusevastased IgM-antikehad seerumis,blood
20188,Prostataspetsiifiline antigeen seerumis (ELFA),blood
20203,Kusihape seerumis/plasmas,blood
20224,Scl-70 vastane IgG seerumis (ENA IgG paneel),blood
20231,"Vitamiin D, 25-OH (Q)",blood
20236,B-hepatiidi viiruse pinnaantig,blood
20264,Chlam.pn.IgA,blood
20305,B-tüüpi natriureetiline N-term,blood
20353,Komplement C3 seerumis,blood
20370,Mittetreponemaalse reagiini vastane antikeha seerumis,blood
20405,Anti HIV-Glaxo,blood
20418,A-hepatiidi viiruse vastane IgM antikeha seerumis,blood
20422,GOT - Aspartaadi aminotransferaas,blood
20439,Treponema pallidumi vastaste IgM antikehade immuunoblot uuring seerumis,blood
20446,Kasvaja antigeen Ca 19-9,blood
20462,Erütrotsüütide settekiirus veeniveres,blood
20485,naatrium,blood
20499,Bordetella parapertussisevastased antikehad,blood
20533,Glükoosi taluvuse test- enne glükoosi manustamist,blood
20540,B-Hb,blood
20553,"Kardiolipiini vastased antikehad seerumis, skriining",blood
20568,B-hepatiidiviirus kvantitatiivne uuring verest PCR-ga,blood
20569,Glükoos veres,blood
20592,Glutamaadi dekarboksülaasi 65 vastane IgG seerumis,blood
20641,anti-TPO,blood
20645,Spetsiifiline IgE kakao,blood
20660,HDL - Kõrge tihedusega lipoproteiini kolesterool,blood
20683,Alkohol (etanool),blood
20700,fT4 Vaba türoksiin plasmas,blood
20718,Chlamydia pneumoniae vastane IgM seerumis,blood
20737,Treponema pallidum-i vastased antikehad -mittespetsiifiline RPR test,blood
20749,Koorioni gonadotropiin seerumis/plasmas,blood
20795,Üldine immuunoglobuliin A seerumis,blood
20840,Treponema pallidum vastane IgM (kinnitav uuring),blood
20845,ProBNP,blood
20847,A hepatiidi viiruse vastased IgG+IgM antikehad,blood
20890,Kasvaja antigeen CA-19-9,blood
20891,Anti-CCP (tsitrullini antikehad),blood
20897,Fer - Ferritiin,blood
20909,"M.tuberculosis, külv BACTEC-süsteemiga verest",blood
20913,Kardiolipiini vastane IgG seerumis,blood
20931,B hepatiidi viiruse pinnaantigeen seerumis,blood
21013,Kardiolipiinivastased antikehade skriining,blood
21014,"S,P-Amülaas",blood
21026,S-i-Ca,blood
21036,Kaltsium seerumis/plasmas,blood
21041,S-LDL,blood
21047,immunoglobuliin A,blood
21056,"Inimese immuunpuudulikkuse viiruse 1.ja 2. tüübi vastane antikeha, p24 antigeen seerumis",blood
21093,ioniseeritud kaltsium,blood
21098,Borrelia burgdorferi IgG seerumis (kinnitav uuring),blood
21113,B-hepatiidiviiruse pinnaantigeeni vastased antikehad,blood
21138,Infektsioosse mononukleoosi puhused mittespetsiifilised antikehad,blood
21140,Kasvuhormoon ehk somatotropiin,blood
21155,koorion gonadotropiin,blood
21156,Üld IgE seerumis,blood
21165,Transferriini küllastatus,blood
21172,Kasvajaantigeen CA 125 seerumis,blood
21185,S-GGT,blood
21194,ROMA indeks (premenopaus),blood
21198,A-hepatiidi viiruse vastane IgM seerumis,blood
21208,PCA -Parietaalrakkude Ak-d,blood
21229,Üksikallergeeni e3 (hobune) vastaste IgE antikehade määramine seerumis,blood
21258,Kasvaja-antigeen CA-15-3,blood
21299,Chlamydia trachomatise vastased IgM antikehad,blood
21348,Adrenokortikotroopne hormoon plasmas,blood
21376,Valk seerumis (üldvalk) (kolorimeetria),blood
21382,Glükoos,blood
21392,Gliadiinivastased IgA tüüpi antikehad,blood
21410,Herpes simplexi 1. tüübi viiruse vastased IgG-antikehad,blood
21411,Imuunglobuliin E,blood
21429,amülaas seerumis,blood
21466,Kasvaja-antigeen CA 125 seerumis,blood
21467,Koorioni gonadotropiin ja beeta-alaühik seerumis,blood
21484,Kaltsium (ioniseeritud) seerumis/plasmas,blood
21504,Antitrombiin III plasmas,blood
21536,Spetsiifiline IgE,blood
21627,Puukentsefaliidi vastased IgG antikehad seerumis,blood
21638,Er settekiirus,blood
21644,Maapähklivastane IgE,blood
21664,Androsteendioon seerumis,blood
21671,Gripiviirus A vastased IgA-antikehad seerumis,blood
21679,Yersinia pseudotuberculosis,blood
21690,Tsink veres,blood
21721,Madala tihedusega lipoproteiini kolesterool seerumis (kolorimeetria),blood
21725,Vaba prostataspetsiifiline antigeen (FPSA),blood
21765,Immuunoglobuliin G seerumis/plasmas,blood
21778,B-hepatiidi viiruse tuuma antigeeni vastased antikehad seerumis,blood
21799,üldvalk,blood
21804,Spetsiifiline IgE D.farinae,blood
21834,Toxoplasma gondii vastased IgA-antikehad,blood
21839,Vaba trijoodtüroniin (FT3),blood
21872,Kasvaja-antigeen CK-MB,blood
21875,Amülaas plasmas,blood
21898,Mycoplasma pneumoniae vastased IgM-antikehad seerumis,blood
21914,"Homotsüsteiin,vereseerumist",blood
21926,Anti-CCP (tsitrulliini antikehad),blood
21944,"IgA-tüüpi transglutaminaasi vastased antikehad , vereseerumist",blood
21953,Angiotensiinini konverteeriv ensüüm,blood
21964,Reumatoidfaktor seerumis (lateksaglutinatsioon),blood
22031,Herpes simplexi 1. tüübi viiruse vastased IgM-antikehad,blood
22032,Kasvaja antigeen Ca 15-3,blood
22040,Treponema pallidum vastased IgM antikehad seerumis,blood
22049,"Borrelia burgdorferi IgG antikehade kinnitav test (westernblot), seerumist",blood
22133,C-reaktiivne valk (kõrgtundlik),blood
22135,Valproaat,blood
22174,B hepatiidi viiruse tuuma antigeeni vastane IgM,blood
22191,fosfaat,blood
22204,C peptide,blood
22210,Kasvaja antigeen CA125 seerumis,blood
22235,Lihtherpeseviiruse 1. tüübi vastane IgG seerumis,blood
22309,Müoglobiin seerumis,blood
22391,hepatiit B pinnaantigeen,blood
22408,Herpes simplexi 2. tüübi viiruse vastased IgG-antikehad,blood
22440,Inhaleeritavate allergeenide IgE paneel 7,blood
22465,Vitamiin D3 (25-OH) seerumis,blood
22489,Parietaalrakkude vastased antikehad seerumist,blood
22490,Treponema pallidumi vastased IgG-antikehad,blood
22514,Pertussis IgG,blood
22519,Papsinogeen I ja II suhe seerumis,blood
22587,Kilpnäärme peroksüdaasi vastased autoantikehad plasmas,blood
22600,Vitamiin B12 seerumis/plasmas,blood
22648,HIV infektsioon,blood
22664,E2 Spetsiifiline IgE üksikallergeeni (koera epiteel) suhtes,blood
22724,Anti HAVIgM,blood
22726,Shigella sonnei vastaste antikehade tiiter seerumis,blood
22728,Ferritiin seerumis (ELFA),blood
22756,Spetsiifiline IgE kartul,blood
22763,"fS,fP-Triglütseriidid",blood
22771,Bordetella pertussis PT IgG antikehad,blood
22775,testosteroon seerumis,blood
22825,B-hepatiidi viiruse pinnaantigeeni vastased antikehad seerumis,blood
22838,"S,P-K",blood
22854,Spetsiifiline IgE maapähkel,blood
22892,Lutropiin ehk luteiniseeriv hormoon seerumis (ELFA),blood
22905,raud,blood
22939,Gripiviirus B vastased IgA-antikehad seerumis,blood
22952,Hantaviirus IgG,blood
22983,Valproehape,blood
22996,otsene bilirubiin,blood
23004,Hantaviiruse vastased IgM antikehad,blood
23005,LDL- Kolesterool,blood
23006,Treponema pallidum vastaste antikehade määramine TPHA meetodil,blood
9,Koronarograafia,urine
13,Uriini analüüs,urine
49,Uriini uuringud,urine
104,Uriini analüüs 10-parameetrilise testribaga,urine
126,Uriini uuring 10-parameetrilise testribaga,urine
148,Erikaal (uriin),urine
161,valk uriinis,urine
174,Uriini sademe mikroskoopia,urine
182,Albumiini-kreatiniini suhe uriinis,urine
189,"Nesseria gonorrhoeae, PCR, uriinist",urine
195,Biokeemia analüüs,urine
205,Uriini analüüs 10-param. testribaga,urine
209,Neisseria gonorrhoeae DNA uriinis,urine
245,Narkootikumide kvalitatiivne uuring uriinist,urine
274,Valk 24-tunni uriinis,urine
410,Hematoloogilised ja uriini uuringud,urine
451,Albumiini ja kreatiniini suhe uriinis,urine
462,uriini suhkur,urine
487,U-Albumiin,urine
540,Kreatiniin 24-tunni uriinis,urine
561,"Chlamydia trachomatis, PCR, uriinist",urine
590,Uriini ribaanalüüs,urine
596,"Ureaplasma urealyticum, PCR, uriinist",urine
846,Mikrobioloogia labor (haigla),urine
936,Albumiin uriinis ( mikroalbumiin),urine
959,"Ureaplasma parvum, PCR, uriinist",urine
991,Kappa ja lambda vabad kergahelad uriinis,urine
1000,LTKH allhanked,urine
1061,uriini ribaanalüüs,urine
1206,Mikrobioloogilised uuringud,urine
1231,Narkootikumide kvalitatiivne uuring,urine
1233,Delta-aminolevuliinhape ööpäevauriinis,urine
1361,Uriin,urine
1479,amülaas uriinis,urine
1549,Kliiniline labor,urine
1567,Mycoplasma hominis DNA uriinis,urine
1610,uriini autom. sademega,urine
1721,Toksikoloogilised uuringud,urine
1742,uriini automaat uriinivalguga,urine
1766,Vask ööpäevases uriinis,urine
1857,"Neisseria gonorrhoeae uriinist, PCR-meetodil",urine
1871,Narkootilised ained uriinis,urine
2328,"Inimese papillooomiviiruse genotüübi määramine PCR meetodil, uriinist",urine
2445,uriini autom,urine
2454,Kreatiniini kliirens ööpäevases uriinis,urine
2533,U-ERY,urine
2562,Katehoolamiinid ööpäevauriinis,urine
2826,uriini sademe mikroskoopia,urine
2868,"Mycoplasma genitalium uriinist, PCR-meetodil",urine
2878,"Chlamydia trachomatis uriinist, PCR-meetodil",urine
3113,uriini sade,urine
3173,Uriini analüüs 10 parameetrilise testribaga,urine
3368,Fosfaat ööpäevases uriinis,urine
3945,Uriini analüüs 10-parameetriline,urine
4025,Uriini analüüs testribaga,urine
4041,urilux,urine
4129,Kliiniline labor (haigla),urine
4353,uriini ribauuring,urine
4523,Amülaas uriinis,urine
4625,Albumiin uriinis,urine
4819,"Ureaplasma urealyticum uriinist, PCR-meetodil",urine
4846,"Ureaplasma urealyticum ja Ureplasma parvum, PCR, uriinist",urine
5119,Aeroobide uuring uriinist (keskjoa),urine
5248,Valk uriinis (kolorimeetria),urine
5298,Albumiin 24-tunni uriinis,urine
5324,Trichomonas vaginalis DNA uriinis,urine
5379,Biokeemia labor,urine
5460,Glükoos uriinis,urine
5535,uriini valgu ja sademega,urine
5683,Seente uuring uriinist (keskjoa),urine
5734,Mycoplasma genitalium DNA uriinis,urine
5747,Elektroforeetiline uuring,urine
5755,Legionella pneumophila uriinis,urine
5968,Ureaplasma urealyticum/Ureaplasma parvum DNA uriinis,urine
6223,Alfa-amülaas uriinis,urine
6300,Kreatiniin uriinis,urine
6348,Seente kvantitatiivne uuring uriinist (keskjoa),urine
6385,"Neisseria gonorrhoeae, PCR, uriinist",urine
6709,Mikroalbumiin uriinis,urine
6959,Chlamydia trachomatis DNA uriinis,urine
7196,Valk uriinis,urine
7311,Albumiini/kreatiniini suhe uriinis,urine
7905,Kaltsium ööpäevases uriinis,urine
7948,Ureaplasma urealyticum DNA uriinis,urine
8227,Biokeemilised uuringud,urine
8258,Toksikoloogia analüüs Hiiul,urine
8363,Aeroobide uuring uriinist (URICULT),urine
8763,Koproporfüriinide ja kreatiniini suhe uriinis,urine
9192,Alfa- amülaas uriinis,urine
9262,Amülaas 24-tunni uriinis,urine
9289,U-Erikaal,urine
9548,"Happekindlad bakterid, mikroskoopia, uriinis",urine
9776,Katehhoolamiinide metaboliidid ööpäevauriinis,urine
9933,Albumiin uriini,urine
10084,Kortisool ööpäevauriinis,urine
10227,Buprenorfiin uriinis,urine
10292,Ureaplasma parvum DNA uriinis,urine
10773,U-Glu,urine
11108,U-Ket,urine
11111,Valk ööpäevases uriinis,urine
11805,"Mycoplasma hominis, PCR, uriinist",urine
11985,Mikroalbuminuuria,urine
12475,"Mycoplasma genitalium, PCR, uriinist",urine
12616,Kvantitatiivne seente uuring uriinist (keskjoa),urine
12681,U-Nit,urine
12851,pH uriinis,urine
13004,Valkude fraktsioonid uriinis elektroforeetiliselt,urine
13406,U-UBG,urine
13507,U-Leu,urine
13748,U-Alb/U-Crea,urine
13814,Kreatiniin ja mikroalbumiin 24 h uriinis,urine
13817,Amülaas uriinis (kolorimeetria),urine
13985,Trichomonas vaginalis uriinist PCR-meetodil,urine
14151,U-pH,urine
14255,"Amülaas, pankreasespetsiifiline uriinis",urine
14355,U-Kreatiniin,urine
14749,Candida albicans-PCR uriinist,urine
14863,Barbituraadid uriinis,urine
15090,Amylaas uriinis,urine
15115,Ureaplasma urealyticum/Ureaplasma parvum PCR meetodil,urine
15209,U-Bil,urine
15293,M.homini-e ja U.urealyticum-i uuring uriinist (keskjoa),urine
15672,"Mycoplasma hominis uriinist, PCR-meetodil",urine
15796,Legonella pneumophila uriinis,urine
15936,"M.tuberculosis, külv, uriinist",urine
16208,Valkude-elektroforees uriinis,urine
16398,Kaalium ööpäevases uriinis,urine
16467,Streptococcus pneumoniae uriinis,urine
16834,Kreatiniini kliirens,urine
16957,Gardnerella vaginalis uriinist PCR meetodil,urine
18128,Delta-aminolevuliinhape uriinis,urine
18336,Albumiin juhuslikus uriinis,urine
18407,Uricult,urine
18561,"M. tuberculosis, külv BACTEC-süsteemiga, uriinist",urine
19323,"Trichomonas vaginalis, PCR, uriinist",urine
19423,U-amyl,urine
19602,Fosfaat 24-tunni uriinis,urine
19689,Gram i järgi värvitud preparaat uuritavast materjalist,urine
20408,Aeroobide uuring uriinist,urine
20472,U-Pro,urine
20748,Autoimmuundiagnostika,urine
20826,St. Pneumoniae antigeen uriinis,urine
21773,Kreatiin uriinis,urine
21921,albumiin uriini,urine
22007,glükoos uriinis,urine
22137,U-Alb/Crea (grupp) - KLPanel,urine
22395,Aeroobse mikrofloora külv uriinist (keskjoa),urine
22594,Albumiin ööpäevases uriinis,urine
22599,Mikroalbumiin nefelomeetriliselt,urine
22804,"Ureaplasma parvum uriinist, PCR-meetodil",urine
