analysis_name,parameter_name,parameter_code,unit,analyte,property,system,time_aspect,scale
Immuunmeetoditel uuringud,S-Neuro IgG paneel,,,,,Ser/Plas,Pt,Qn
Biokeemilised uuringud,S-ASAT 4,91,U/l,ASAT,CCnc,Ser/Plas,Pt,Qn
Hemostasiogramm,P-REPT - Reptilaasi aeg,P-REPT-Reptilaasiaeg,,,,Ser/Plas,Pt,Qn
Immuunmeetoditel uuringud,S-tTG IgA / Koe transglutaminaasi vastane IgA seerumis,,,,,Ser/Plas,Pt,Qn
Erinevad laboratoorsed uuringud,S-fLamda (L- vabad kerged ahelad),316-Välisuuringud,-,,,Ser/Plas,Pt,Qn
"Chlamydia pneumoniae vastased antikehad,vereseerumist",C.pneumoniae IgG,S-aCpn,EIU,,,Ser/Plas,Pt,Qn
Immuunmeetoditel põhinevad uuringud,S-CT(Kaltsitoniin),71096,pmol/l,,,Ser/Plas,Pt,Qn
Mittetreponemaalse reagiini vastane antikeha seerumis,RPR tiiter,S-RPR,-,,,Ser/Plas,Pt,Qn
Immuunuuringud,S-Fer(Ferritiin),10390,ng/ml,,,Ser/Plas,Pt,Qn
Süsivesikdefitsiitne transferriin,%CDT,S-CDT,%,CDT,,Ser/Plas,Pt,Qn
Immuunmeetoditel põhinevad uuringud,S-Myogl(Müoglobiin),812,ng/ml,,,Ser/Plas,Pt,Qn
Biokeemilised uuringud,S-K 3,82,mmol/l,K,SCnc,Ser/Plas,Pt,Qn
Biokeemilised uuringud,S-Amyl(alfa-amülaas seerumis (norm <120 25 kraadi juures)),39,U/l,Amyl,CCnc,Ser/Plas,Pt,Qn
Immuunmeetoditel uuringud,S-i209 sp IgE herilase mürgi komponendi rVes v 5 suhtes see,S-i209spIgEherilasemürgikomponendirVesv5suhtessee,,,,Ser/Plas,Pt,Qn
Biokeemia analüüs,S-Bil-unconj,S-Bil-unconj,,,,Ser/Plas,Pt,Qn
Glükoosi taluvuse test plasmast,2 tunni pärast (120 min),P-GTT,mmol/l,Gluc,SCnc,Ser/Plas,Pt,Qn
Biokeemia analüüs,S-Mhep fr Makrohepaatiline fraktsioon,S-MhepfrMakrohepaatilinefraktsioon,,,,Ser/Plas,Pt,Qn
Antineuronaalsete antikehade paneel seerumist,CV2/CRMP5,S-aNeu,-,,,Ser/Plas,Pt,Qn
Biokeemia analüüs,S-LDH (laktaadi dehüdrogenaas),S-LDH(laktaadidehüdrogenaas),,LDH,unknown,Ser/Plas,Pt,Qn
20 inhalatsiooniallergeeni,lepp,S-inhal.IgE,-,,,Ser/Plas,Pt,Qn
Immuunmeetoditel uuringud,S-BorG / Borrelia burgdorferi vast IgG seerumis/skriining,,,,,Ser/Plas,Pt,Qn
Immuunmeetoditel uuringud,S-BorG-WB /Borrelia burgdorferi vast IgG seerumis (kinnitav),S-BorG-WB/BorreliaburgdorferivastIgGseerumis(kinnitav),,,,Ser/Plas,Pt,Qn
Immuunmeetoditel uuringud,S-AMA IF / M2 tüüpi mitokondrivastane IgG seerumis,S-AMAIF/M2tüüpimitokondrivastaneIgGseerumis,,,,Ser/Plas,Pt,Qn
Immuunmeetoditel põhinevad uuringud,S-SHBG(Suguhormoone siduv globuliin),143500,nmol/l,,,Ser/Plas,Pt,Qn
Biokeemia analüüs,S-Soole f Soole fraktsioonid,S-SoolefSoolefraktsioonid,,,,Ser/Plas,Pt,Qn
Prostataspetsiifiline antigeen,S-PSA,S-PSA,-,,,Ser/Plas,Pt,Qn
LTKH allhanked,S-ICA IgG(Pankrease saarekeste vastane IgG),70404,,,,Ser/Plas,Pt,Qn
Kasvajaantigeen HE4,<ANONYM> indeks,S-HE4,%,,,Ser/Plas,Pt,Qn
Biokeemia analüüs,S-Bil (bilirubiin),,,Bil,SCnc,Ser/Plas,Pt,Qn
Süsteemsete sidekoehaigustega seotud IgG seerumis,Sm vastane IgG seerumis,S-ENA_(panel),-,,,Ser/Plas,Pt,Qn
Immuunmeetoditel põhinevad uuringud,S-AFP(Alfa-fetoproteiin),815,U/ml,,,Ser/Plas,Pt,Qn
Kreatiniin seerumis/plasmas,eGFR Hinnanguline glomerulaarfiltratsiooni kiirus,"S,P-Crea",-,Crea,SCnc,Ser/Plas,Pt,Qn
Kliinilise keemia uuringud,S-CRP 7(C-reaktiivne valk),1097,mg/l,CRP,MCnc,Ser/Plas,Pt,Qn
Immuunmeetoditel uuringud,S-antiHBcIgM / B-hepatiidi viiruse tuuma antig vast IgM s.,,,,,Ser/Plas,Pt,Qn
Immuunmeetoditel põhinevad uuringud,S-PS(Prostataspetsiifiline antigeen),790,µg/l,,,Ser/Plas,Pt,Qn
Süsteemsete sidekoehaigustega seotud IgG seerumis,Ribonukleoproteiini ja Sm vastane IgG seerumis,S-ENA_(panel),-,,,Ser/Plas,Pt,Qn
Immuunmeetoditel põhinevad uuringud,S-hCG (beeta alaühik)(Koorioni gonadotropiin beeta alaühik),1643,U/l,,,Ser/Plas,Pt,Qn
Autoimmuundiagnostika,S-NMDA IgG,147144,,,,Ser/Plas,Pt,Qn
Immuunmeetoditel uuringud,S-AGA IgG / deamideeritud gliadiini vastane IgG seerumis,,,,,Ser/Plas,Pt,Qn
LTKH allhanked,S-Ehrlichia IgG(Ehrlichia vastane IgG),70392,,,,Ser/Plas,Pt,Qn
Allergeenide paneelid,Sarapuupähkel (F17),S-Mix_IgE,-,,,Ser/Plas,Pt,Qn
LTKH allhanked,S-GAD-65(7. GAD-65 antikehad),70402,,,,Ser/Plas,Pt,Qn
Biokeemilised uuringud,S-AST(Aspartaadi aminotransferaas seerumis (temp 37 C)),52,U/l,ASAT,CCnc,Ser/Plas,Pt,Qn
Biokeemilised uuringud,S-Glu(Glükoos seerumis),2212,mmol/l,Gluc,SCnc,Ser/Plas,Pt,Qn
Kliinilise keemia uuringud,S-(Fosfaat seerumis),10691,mmol/l,P,SCnc,Ser/Plas,Pt,Qn
Biokeemia analüüs,S-Valpr (valproaat),S-Valpr(valproaat),,,,Ser/Plas,Pt,Qn
Valkude fraktsioonid seerumis elektroforeetiliselt,Üldvalk,S-Prot-fr,g/l,Prot,MCnc,Ser/Plas,Pt,Qn
Välisanalüüsid,S-TBEV Ig(Puukensefaliidi viiruse vastene IgG),10124,,,,Ser/Plas,Pt,Qn
Vabad kappa ja lambda kergahelad seerumis,f-lambda,S2-f-kappa/lambda,mg/l,,,Ser/Plas,Pt,Qn
Biokeemia analüüs,S-Osmol (osmolaalsus),S-Osmol(osmolaalsus),,,,Ser/Plas,Pt,Qn
Süsteemse skleroosi antigeenide vastane IgG seerumis,RP155 vastane IgG seerumis,S-S_sclerosis_(panel),-,,,Ser/Plas,Pt,Qn
Biokeemia labor,S-CK,10474,U/l,CK,CCnc,Ser/Plas,Pt,Qn
Biokeemilised uuringud,S-Alb(Albumiin),80,g/l,Alb,MCnc,Ser/Plas,Pt,Qn
Neuronaalsete antigeenide vastane IgG seerumis,Antigeen <ANONYM> vastane IgG seerumis,S-Neuron_(panel),-,,,Ser/Plas,Pt,Qn
Biokeemia labor,S-Urea,10489,mmol/l,Urea,SCnc,Ser/Plas,Pt,Qn
Immuunmeetoditel põhinevad uuringud,S-Cort (õhtul(Kortisool (õhtul)),146309,nmol/l,,,Ser/Plas,Pt,Qn
Aspartaadi aminotransferaas,S-ASAT,S-ASAT,U/L,ASAT,CCnc,Ser/Plas,Pt,Qn
Kliinilise keemia uuringud,S-CRP(C-reaktiivne valk),10303,mg/l,CRP,MCnc,Ser/Plas,Pt,Qn
Välisanalüüsid,S-C(Kaltsitoniin),10003,,,,Ser/Plas,Pt,Qn
Tuumaantigeenide vastased antikehad,S-aLa/SS-B,S-aENA-paneel,<ANONYM> ühik,,,Ser/Plas,Pt,Qn
Immuunmeetoditel uuringud,S-MAKS-IgG / Maksa autoimmuunsete haiguste IgG profiil,S-MAKS-IgG/MaksaautoimmuunsetehaigusteIgGprofiil,,,,Ser/Plas,Pt,Qn
20 toiduallergeeni,sojauba,S-Food_IgE,-,,,Ser/Plas,Pt,Qn
"Puukentsefaliidi viiruse vastased antikehad, seerumist",TBE-IgM,"S-TBE-M,G",-,,,Ser/Plas,Pt,Qn
Immuunmeetoditel uuringud,S-f78 sp IgE piima komponendi n Bos d 8 kaseiini suhtes see,S-f78spIgEpiimakomponendinBosd8kaseiinisuhtessee,,,,Ser/Plas,Pt,Qn
Immunoloogilised uuringud,S-FT4(Vaba T4),61,pmol/l,,,Ser/Plas,Pt,Qn
Immuunmeetoditel põhinevad uuringud,S-Cort (hommikul(Kortisool (hommikul)),146308,nmol/l,,,Ser/Plas,Pt,Qn
Välisanalüüsid,S-ANA Ig(Tuumavastane Ig G),10033,,,,Ser/Plas,Pt,Qn
Kliinilise keemia uuringud,S-LD(Laktaadi dehüdrogenaas seerumis),10329,U/l,LDH,CCnc,Ser/Plas,Pt,Qn
Kliinilise keemia uuringud,S-Preal(Prealbumiin),71497,g/l,,,Ser/Plas,Pt,Qn
Epstein-Barr viiruse vastaste antikehade paneel seerumis,EBV kapsiidi vastane IgM,S-EBV_Ab,-,,,Ser/Plas,Pt,Qn
Biokeemia analüüs,S-Valpr (valproaat),,,,,Ser/Plas,Pt,Qn
Gammaglutamüüli transferaas,,S-GGT,U/L,GGT,CCnc,Ser/Plas,Pt,Qn
"Allergiapaneel, spetsiifiliste IgE antikehade määramine (immunoblot), vereseerumist",Dermatophagoides farinae (tolmulest),S-IgE-Spec-2,-,,,Ser/Plas,Pt,Qn
Ektsraheeritavate tuuma- ja tsütoplasmaantigeenide vastased antikehad seerumis,aSS-A,S-aENA,-,,,Ser/Plas,Pt,Qn
Kliinilise keemia uuringud,S-GGT(Gamma-glutamüüli transferaas),138,U/l,GGT,CCnc,Ser/Plas,Pt,Qn
Neutrofiilide tsütoplasma antikehade paneel,S-aNCA paneel,S-aNCA_paneel,-,,,Ser/Plas,Pt,Qn
Allergeenide paneelid,"<ANONYM> (õietolm), (G12)",S-Mix_IgE,-,,,Ser/Plas,Pt,Qn
Müosiidi autoantikehade paneel seerumist,Ku,S-aMyo,-,,,Ser/Plas,Pt,Qn
Immuunmeetoditel uuringud,S-TBE IgG / Puukentsefaliidi viiruse vastane IgG seerumis,S-TBEIgG/PuukentsefaliidiviirusevastaneIgGseerumis,,,,Ser/Plas,Pt,Qn
Kliinilise keemia uuringud,S-Urea(Uurea seerumis),10311,mmol/l,Urea,SCnc,Ser/Plas,Pt,Qn
Valkude fraktsioonid seerumis,a1 globuliin,S-Prot-Fr,g/l,,,Ser/Plas,Pt,Qn
Tuumavastased antikehad,<ANONYM>,S-aNA,-,,,Ser/Plas,Pt,Qn
Laktoosi taluvuse test,20 min pärast,P-LTT,mmol/L,,,Ser/Plas,Pt,Qn
Immuunmeetoditel uuringud,S-antiHBcIgM / B-hepatiidi viiruse tuuma antig vast IgM s.,S-antiHBcIgM/B-hepatiidiviirusetuumaantigvastIgMs.,,,,Ser/Plas,Pt,Qn
Biokeemia analüüs,P-Gluc Lac-TT 40 min,P-GlucLac-TT40min,,Gluc,SCnc,Ser/Plas,Pt,Qn
20 toiduallergeeni,tursk,S-Food_IgE,-,,,Ser/Plas,Pt,Qn
Hemostasiogramm,P-ATIII - Antitrombiin III,P-ATIII-AntitrombiinIII,,,,Ser/Plas,Pt,Qn
Autoimmuunsete müosiitidega seotud IgG seerumis,Mi-2 vastane IgG seerumis,S-Myositis_(panel),-,,,Ser/Plas,Pt,Qn
20 inhalatsiooniallergeeni,erinevad heintaimed,S-inhal.IgE,-,,,Ser/Plas,Pt,Qn
Neutrofiilide tsütoplasma vastased antikehad,C-aNCA,S-ANCA,-,,,Ser/Plas,Pt,Qn
Biokeemilised uuringud,S-Trigl(Triglütseriidid seerumis),506,mmol/l,Trigl,SCnc,Ser/Plas,Pt,Qn
Välisanalüüsid,S-C pneumoniae Ig(Chlamydophila pneumoniae vastane IgM),10023,,,,Ser/Plas,Pt,Qn
Immuunmeetoditel uuringud,S-f233 sp IgE munavalge komp. nGal d 1 ovomukoidi suhtes,S-f233spIgEmunavalgekomp.nGald1ovomukoidisuhtes,,,,Ser/Plas,Pt,Qn
Kliinilise keemia uuringud,S-HDL(Kõrge tihedusega lipoproteiini kolesterool),10306,mmol/l,HDL,SCnc,Ser/Plas,Pt,Qn
"Y.enterocolitica03,-09, Y.pseudotuberculosis vastased antikehad",Y.enterocolitica03,S-aYers,-,,,Ser/Plas,Pt,Qn
ENA paneel,<ANONYM>/SS-B Ak,S-ENA,<ANONYM> unit,,,Ser/Plas,Pt,Qn
"Maksa autoimmuunhaigustega seotud autoantikehade uuring seerumist IF meetodil (ANA, AMA, ASMA,LKMA)",LKMA,S-Liver-IF,-,,,Ser/Plas,Pt,Qn
Luupusantikoagulandid,Kinnitav uuring,P-LA,-,,,Ser/Plas,Pt,Qn
LTKH allhanked,P-LA(Luupusantikoagulandid),72255,,,,Ser/Plas,Pt,Qn
FPSA,S-FPSA,S-FPSA,.,,,Ser/Plas,Pt,Qn
LTKH allhanked,S-IgE Echinococcus(3.),70886,,,,Ser/Plas,Pt,Qn
Glükoosi toletaütsuse test,2 tundi peale glükoosikoormust AP-Gluc 120 min,P-GlucTT,mmol/l,Gluc,SCnc,Ser/Plas,Pt,Qn
Immuunmeetoditel põhinevad uuringud,S-FSH(Folliikuleid stimuleeriv hormoon),146095,U/l,,,Ser/Plas,Pt,Qn
"Puukentsefaliidi viiruse vastased antikehad, seerumist",TBE-IgG,"S-TBE-M,G",-,,,Ser/Plas,Pt,Qn
Biokeemia analüüs,S-Vanco-bs (vankomütsiin baaskonts),S-Vanco-bs(vankomütsiinbaaskonts),,,,Ser/Plas,Pt,Qn
Immuunmeetoditel uuringud,S-dsDNAAb / DNA kaksikahela vastane IgG seerumis,S-dsDNAAb/DNAkaksikahelavastaneIgGseerumis,,,,Ser/Plas,Pt,Qn
Vaba prostataspetsiifiline antigeen,Vaba PSA % üld-PSA-st,S-fPSA,%,,,Ser/Plas,Pt,Qn
Biokeemilised uuringud,S-AST(Aspartaadi aminotransferaas seerumis),1879,U/l,ASAT,CCnc,Ser/Plas,Pt,Qn
Välisanalüüsid,S-C pneumoniae IgG(Chlamydophila pneumoniae vastane IgG),10619,,,,Ser/Plas,Pt,Qn
Folliikuleid stimuleeriv hormoon seerumis,S-FSH,S-FSH,IU/l,,,Ser/Plas,Pt,Qn
Tuumaantigeenide vastased antikehad,S-RNP,S1-aENA,-,,,Ser/Plas,Pt,Qn
Valkude fraktsioonid seerumi elektroforeetiliselt,S-Prot-fr,S-Prot-fr,-,,,Ser/Plas,Pt,Qn
Erinevad laboratoorsed uuringud,S-fKappa (K- vabad kerged ahelad),316-Välisuuringud,-,,,Ser/Plas,Pt,Qn
Immuunglobuliin G alaklassid 1-4 seerumis,Immuunglobuliin G alaklass 4 seerumis,S-IgG_1-4,g/l,,,Ser/Plas,Pt,Qn
"Põletikuliste soolehaigustega seotud IgA, IgG seerumis","Perinukleaarne neutrofiilide tsütoplasma vastane IgA, IgG seerumis",S2-Colon_IgAG,-,,,Ser/Plas,Pt,Qn
Biokeemia analüüs,S-Cer (tseruloplasmiin),S-Cer(tseruloplasmiin),,,,Ser/Plas,Pt,Qn
IgG indeks seljaajuvedelikus ja seerumis,CSF-IgG-ind,CSF-IgG-ind,-,,,Ser/Plas,Pt,Qn
Välisanalüüsid,S-AGA IgG(Gliadiinivastased IgG antikehad),10001,,,,Ser/Plas,Pt,Qn
Immuunuuringud,S-aHC(C hepatiidi viiruse vastased antikehad kiiruuring),10774,,,,Ser/Plas,Pt,Qn
Kliinilise keemia uuringud,S-IgM(Immuunglobuliin M),639,g/l,,,Ser/Plas,Pt,Qn
"Neuronaalsete antigeenide vastane IgA, IgM, IgG seerumis","Antigeen Hu vastane IgA, IgM, IgG seerumis",S-Neuron_IgAMG,-,,,Ser/Plas,Pt,Qn
Allergeenide paneelid,Munavalge (F1),S-Mix_IgE,-,,,Ser/Plas,Pt,Qn
Biokeemia analüüs,S-Paracet (paratsetamool),S-Paracet(paratsetamool),,,,Ser/Plas,Pt,Qn
Hüübimise uuringud,P-INR 1(Protrombiini kompleks),54,,INR,RelTime,Ser/Plas,Pt,Qn
Kliinilise keemia uuringud,S-Na(Naatrium),1139,mmol/l,Na,SCnc,Ser/Plas,Pt,Qn
Biokeemilised uuringud,S-Na 2,81,mmol/l,Na,SCnc,Ser/Plas,Pt,Qn
Hemostasiogramm,P-vWF:Ac,,,,,Ser/Plas,Pt,Qn
Kliinilise keemia uuringud,S-AST(Aspartaadi transaminaas),121,U/l,ASAT,CCnc,Ser/Plas,Pt,Qn
Immuunmeetoditel põhinevad uuringud,S-H pylori IgG(Helicobacter pylori vastane IgG),826,U/ml,,,Ser/Plas,Pt,Qn
Ektsraheeritavate tuuma- ja tsütoplasmaantigeenide vastased antikehad seerumis,aRo-52,S-aENA,-,,,Ser/Plas,Pt,Qn
Kilpnääret stimuleeriv hormoon,,S-TSH,mIU/L,TSH,ACnc,Ser/Plas,Pt,Qn
Immuunmeetoditel uuringud,S-ACLAIgG / Kardiolipiini vastane IgG seerumis,S-ACLAIgG/KardiolipiinivastaneIgGseerumis,,,,Ser/Plas,Pt,Qn
Immuunmeetoditel põhinevad uuringud,S-CEA(Kartsinoembrüonaalne antigeen),793,µg/l,,,Ser/Plas,Pt,Qn
Hemostasiogramm,P-PTs - Protrombiini aeg sekundites,P-PTs-Protrombiiniaegsekundites,,INR,RelTime,Ser/Plas,Pt,Qn
Allergeenide paneelid,Sojauba (F14),S-Mix_IgE,-,,,Ser/Plas,Pt,Qn
"Epstein-Barr viiruse vastane IgM, IgG seerumis",Epstein-Barr viiruse varase antigeeni vastane antikeha seerumis,S-EBV_IgMG,-,,,Ser/Plas,Pt,Qn
Immuunmeetoditel põhinevad uuringud,S-PAPP-A(Rasedusega seotud plasma protein A),71592,mIU/ml,,,Ser/Plas,Pt,Qn
Allergeenide paneelid,Alternaria alternata (M6),S-Mix_IgE,-,,,Ser/Plas,Pt,Qn
Biokeemilised uuringud,S-Gluc(Glükoos seerumis),2212,mmol/l,Gluc,SCnc,Ser/Plas,Pt,Qn
Kardiomarkerid,S-CKMB mas,378,ng/ml,,,Ser/Plas,Pt,Qn
Biokeemia analüüs,S-CK-MBm (kreatiniini kinaasi MB isoensüümi mass),S-CK-MBm(kreatiniinikinaasiMBisoensüümimass),,,,Ser/Plas,Pt,Qn
Biokeemia labor,S-Alb,10454,g/l,Alb,MCnc,Ser/Plas,Pt,Qn
Kreatiniin seerumis/plasmas,"S,P-Crea","S,P-Crea",µmol/l,Crea,SCnc,Ser/Plas,Pt,Qn
Aluseline fosfataas,P-ALP,P-ALP,U/L,ALP,CCnc,Ser/Plas,Pt,Qn
Kolesterool,S-Chol,S-Chol,mmol/L,Chol,SCnc,Ser/Plas,Pt,Qn
Biokeemia analüüs,S-Mspike1 M-komponent 1,,,,,Ser/Plas,Pt,Qn
Immuunmeetoditel põhinevad uuringud,S-FT4(Vaba türoksiin),780,pmol/l,,,Ser/Plas,Pt,Qn
Immuunglobuliin G alaklassid,IgG2,"S-IgG1,2,3,4",g/L,,,Ser/Plas,Pt,Qn
Biokeemilised uuringud,S-ASAT 2,91,U/l,ASAT,CCnc,Ser/Plas,Pt,Qn
Ektsraheeritavate tuuma- ja tsütoplasmaantigeenide vastased antikehad seerumis,aSS-B,S-aENA,-,,,Ser/Plas,Pt,Qn
Borrelia burgdorferi immunoblot analüüs,Borrelia burgdorferi IgG immunoblot,S-Borr-immblot,-,,,Ser/Plas,Pt,Qn
Seroloogilised uuringud,S-T pallidum IgMG (skriining),71502,S/CO,,,Ser/Plas,Pt,Qn
Immuunmeetoditel uuringud,S-HBeAb / B-hepatiidi viiruse ümbrise antig vast AK seerumis,,,,,Ser/Plas,Pt,Qn
Immuunmeetoditel põhinevad uuringud,S-CA-19-9(Kasvaja-antigeen CA 19-9),792,kU/l,,,Ser/Plas,Pt,Qn
Biokeemia analüüs,S-fK/S-fL (Kappa ja Lambda vabade kergahelate suhe),,,,,Ser/Plas,Pt,Qn
Immuunmeetoditel põhinevad uuringud,S-anti-TPO(Kilpnäärme peroksüdaasi vastased antikehad),1614,U/ml,,,Ser/Plas,Pt,Qn
Välisanalüüsid,S-ANA Ig G(Tuumavastane Ig G),10033,,,,Ser/Plas,Pt,Qn
Kliinilise keemia uuringud,S-C(Kreatiini kinaas),139,U/l,CK,CCnc,Ser/Plas,Pt,Qn
Immuunmeetoditel põhinevad uuringud,S-Prol(Prolaktiin),824,mU/l,,,Ser/Plas,Pt,Qn
Immuunmeetoditel põhinevad uuringud,S-FS(Folliikuleid stimuleeriv hormoon),146095,U/l,,,Ser/Plas,Pt,Qn
Immuunmeetoditel põhinevad uuringud,S-fT3(Vaba trijoodtüroniin),798,pmol/l,,,Ser/Plas,Pt,Qn
LTKH allhanked,S-IA-2 IgG(IA-2 (türosiini fosfataasi sarnase valgu) vastane IgG),70403,,,,Ser/Plas,Pt,Qn
Allergeenspetsiifilised IgE antikehad seerumis,Nisujahu,S-Toidu_allerg._IgE,IU/ml,,,Ser/Plas,Pt,Qn
Ektsraheeritavate tuuma- ja tsütoplasmaantigeenide vastased antikehad seerumis,anRNP/Sm,S-aENA,-,,,Ser/Plas,Pt,Qn
"Herpes simplex 2, antikehad (seerumist)",HSV2 IgM,"S-HSV2-M,G",-,,,Ser/Plas,Pt,Qn
Allergeenspetsiifilised IgE antikehad seerumis,Tomat,S-Toidu_allerg._IgE,IU/ml,,,Ser/Plas,Pt,Qn
Kliinilise keemia uuringud,S-Amyl(alfa-Amülaas),153,U/l,Amyl,CCnc,Ser/Plas,Pt,Qn
LTKH allhanked,S-Morbilli virus IgM(6.),1641,,,,Ser/Plas,Pt,Qn
B-tüüpi natriureetilise propeptiidi N-fragment,NT-proBNP,P-NT-proBNP,ng/L,,,Ser/Plas,Pt,Qn
Allergeenspetsiifilised IgE antikehad,Munakollane,S-Toidu-IgE-(20),-,,,Ser/Plas,Pt,Qn
Kliinilise keemia uuringud,S-Ure(Uurea seerumis),10311,mmol/l,Urea,SCnc,Ser/Plas,Pt,Qn
20 toiduallergeeni,piim,S-Food_IgE,-,,,Ser/Plas,Pt,Qn
Biokeemia analüüs,S-LDL-Chol (LDL kolesterool),,,LDL,SCnc,Ser/Plas,Pt,Qn
Biokeemia analüüs,S-CysC Tsüstatiin C,,,,,Ser/Plas,Pt,Qn
Immuunmeetoditel põhinevad uuringud,S-Cort (õhtul)(Kortisool (õhtul)),146309,nmol/l,,,Ser/Plas,Pt,Qn
Kliinilise keemia uuringud,S-GG(Gammaglutamüüli transferaas),10508,U/l,GGT,CCnc,Ser/Plas,Pt,Qn
Seroloogilised uuringud,S-B burgdorferi IgM(Borrelia burgdorferi vastane IgM seerumis),71427,S/CO,,,Ser/Plas,Pt,Qn
Biokeemilised uuringud,S-ALT(Alaniini aminotransferaas),500,U/l,ALAT,CCnc,Ser/Plas,Pt,Qn
Kliinilise keemia uuringud,S-Bil 4(Bilirubiin üldine),112,µmol/l,Bil,SCnc,Ser/Plas,Pt,Qn
Biokeemia analüüs,S-CRP,S-CRP,,CRP,MCnc,Ser/Plas,Pt,Qn
Shigella vastaste antikehade määramine,S.flexneri VI vastased antikehad,S-aShig,-,,,Ser/Plas,Pt,Qn
Biokeemilised uuringud,S-K,82,mmol/l,K,SCnc,Ser/Plas,Pt,Qn
Immuunmeetoditel uuringud,S-TBE IgM / Puukentsefaliidi viiruse vastane IgM seerumis,S-TBEIgM/PuukentsefaliidiviirusevastaneIgMseerumis,,,,Ser/Plas,Pt,Qn
Biokeemilised uuringud,S-ALT(Alaniini aminotransferaas seerumis),1878,U/l,ALAT,CCnc,Ser/Plas,Pt,Qn
Valkude fraktsioonid seerumis elektroforeetiliselt,beeta-1 globuliin,S-Prot_fr,-,,,Ser/Plas,Pt,Qn
20 toiduallergeeni,sarapuupähkel,S-Food_IgE,-,,,Ser/Plas,Pt,Qn
Biokeemia analüüs,S-Prot (valk),,,Prot,MCnc,Ser/Plas,Pt,Qn
Biokeemia analüüs,S-Myogl (müoglobiin),,,,,Ser/Plas,Pt,Qn
Transferriini saturatsioon seerumis,<ANONYM>,S-TransfS,umol/L,,,Ser/Plas,Pt,Qn
Laktaadi dehüdrogenaas seerumis,S-LDH,S-LDH,U/L,LDH,CCnc,Ser/Plas,Pt,Qn
Protrombiini indeks,Protrombiini indeks %,P-PT,%,INR,RelTime,Ser/Plas,Pt,Qn
Kliinilise keemia uuringud,S-M(Magneesium),69551,mmol/l,Mg,SCnc,Ser/Plas,Pt,Qn
Kliinilise keemia uuringud,S-IgG(Immuunglobuliin G),638,g/l,IgG,MCnc,Ser/Plas,Pt,Qn
Biokeemia labor,S-P,10463,mmol/l,P,SCnc,Ser/Plas,Pt,Qn
Biokeemia analüüs,S-b1-gl Beeta-1 globuliinid,,,,,Ser/Plas,Pt,Qn
Immuunmeetoditel põhinevad uuringud,S-Fe(Ferritiin),799,µg/l,,,Ser/Plas,Pt,Qn
Transferriin,S-TrfS,S-TrfS,g/L,,,Ser/Plas,Pt,Qn
Kliinilise keemia uuringud,S-CR(C-reaktiivne valk),10303,mg/l,CRP,MCnc,Ser/Plas,Pt,Qn
Kolmiktest (AFP ja hCG ja fE3 määramine) PRISCA programmiga,Trisoomia 21 skriining,S-TT-PRISCA,-,,,Ser/Plas,Pt,Qn
Biokeemia labor,S-HDL,10473,mmol/l,HDL,SCnc,Ser/Plas,Pt,Qn
Valkude fraktsioonid seerumis elektroforeetiliselt,a2-globuliin,S-Prot-Fr,.,,,Ser/Plas,Pt,Qn
Kliinilise keemia uuringud,S-GGT(Gamma-Glutam��li transferaas),138,U/l,GGT,CCnc,Ser/Plas,Pt,Qn
Aluseline fosfataas,,S-ALP,U/L,ALP,CCnc,Ser/Plas,Pt,Qn
S2-Ig fkapa/Ig flambda,S2-Ig fkapa,S-Ig-fK/Ig-fL,g/L,,,Ser/Plas,Pt,Qn
Kliinilise keemia uuringud,S-AS(Aspartaadi aminotransferaas),10690,U/l,ASAT,CCnc,Ser/Plas,Pt,Qn
Yersinia vastaste antikehade määramine,Yersenia pseudotuberculosis vastased antikehad,S-aYers,-,,,Ser/Plas,Pt,Qn
Tuumaantigeenide vastased antikehad,S-aSm,S-aENA,<ANONYM> unit,,,Ser/Plas,Pt,Qn
Kliinilise keemia uuringud,S-ALP 1(Aluseline fosfataas),120,U/l,ALP,CCnc,Ser/Plas,Pt,Qn
LTKH allhanked,S-Prol makr(Makroprolaktiin),72208,,,,Ser/Plas,Pt,Qn
"Allergiapaneel, spetsiifiliste IgE antikehade määramine (immunoblot), vereseerumist",Maapähkel,S-IgE-Spec-3,-,,,Ser/Plas,Pt,Qn
Neuronaalsete antigeenide vastane IgG seerumis,CV2 vastane IgG seerumis,S-Neuron_(panel),-,,,Ser/Plas,Pt,Qn
Vaba prostataspetsiifiline antigeen,Vaba PSA,S-fPSA,ng/ml,,,Ser/Plas,Pt,Qn
Biokeemia analüüs,S-Li (liitium),,,,,Ser/Plas,Pt,Qn
20 inhalatsiooniallergeeni,rukis,S-inhal.IgE,-,,,Ser/Plas,Pt,Qn
Protrombiini aeg,INR (Rahvusvaheline normitud suhe),P-PT-INR,-,INR,RelTime,Ser/Plas,Pt,Qn
"Allergiapaneel, spetsiifiliste IgE antikehade määramine (immunoblot), vereseerumist",Sojauba,S-IgE-Spec-3,-,,,Ser/Plas,Pt,Qn
Kliinilise keemia uuringud,S-ALT(Alaniini aminotransferaas),122,U/l,ALAT,CCnc,Ser/Plas,Pt,Qn
Biokeemia labor,S-ALP,10521,U/l,ALP,CCnc,Ser/Plas,Pt,Qn
Allergeenspetsiifilised IgE antikehad seerumis,Sarapuupähkel,S-Toidu_allerg._IgE,IU/ml,,,Ser/Plas,Pt,Qn
