id;fpath;sentence;remove_start;remove_end;removed;type;short_sent;cons_score;ual;la;sentence_analysis_data;peasona;verb;label
2063;Dev/aja_ee199920_osa4_ud211.conllu;"Arvasime , et loosung "" Olgem eestlased ja saagem eurooplasteks "" enam ei sobi , sest Euroopas oleme meie kogu aeg olnud , teised rahvad tulid hiljem .";106;114;kogu aeg;bound;"Arvasime , et loosung "" Olgem eestlased ja saagem eurooplasteks "" enam ei sobi , sest Euroopas oleme meie olnud , teised rahvad tulid hiljem .";61.5;65.4;88.5;('aeg', 20, 17, 'sobi', 14);aeg;sobi;0
2070;Train/aja_horisont2000_osa_6_ud211.conllu;Ajaloolised sündmused hakkasid hargnema juba järgmisel päeval - 9. juunil , kui ligikaudu 4 meremiili kaugusel Osmussaarest kirdes heideti ankur .;111;130;Osmussaarest kirdes;bound;Ajaloolised sündmused hakkasid hargnema juba järgmisel päeval - 9. juunil , kui ligikaudu 4 meremiili kaugusel heideti ankur .;100.0;100.0;100.0;('Osmussaarest', 16, 18, 'heideti', 19);Osmussaarest;heideti;0
2081;Train/ilu_kanep_ud211.conllu;Teise korruse koridoris valitseb hämarus - ja nii kui nurga tagant välja astun , saan tere kirja .;54;66;nurga tagant;bound;Teise korruse koridoris valitseb hämarus - ja nii kui välja astun , saan tere kirja .;93.8;93.8;100.0;('tagant', 10, 10, 'astun', 13);tagant;astun;0
2082;Train/ilu_kanep_ud211.conllu;Teise korruse koridoris valitseb hämarus - ja nii kui nurga tagant välja astun , saan tere kirja .;91;96;kirja;bound;Teise korruse koridoris valitseb hämarus - ja nii kui nurga tagant välja astun , saan tere .;100.0;100.0;100.0;('kirja', 16, 15, 'saan', 15);kirja;saan;0
2090;Train/arborest_ud211.conllu;Jaan jooksis läbi metsa arsti järele .;24;36;arsti järele;bound;Jaan jooksis läbi metsa .;100.0;100.0;100.0;('arsti', 4, 2, 'jooksis', 2);arsti;jooksis;0
2092;Train/aja_horisont2000_osa_3_ud211.conllu;-. Professor Alar Karis : Teaduses hoiab mind vabadus , vabadus tegelda sellega , mis mind huvitab .;72;98;sellega , mis mind huvitab;bound;-. Professor Alar Karis : Teaduses hoiab mind vabadus , vabadus tegelda .;15.4;15.4;15.4;('sellega', 12, 12, 'tegelda', 12);sellega;tegelda;0
2098;Train/aja_ee199920_osa_2_ud211.conllu;Mulle meeldib midagi kirevamat .;0;5;Mulle;bound;meeldib midagi kirevamat .;100.0;100.0;100.0;('Mulle', 0, 2, 'meeldib', 2);Mulle;meeldib;0
2100;Train/aja_ee199920_osa_1_ud211.conllu;Kaanel olev hr HS lubas endale kahemõttelisusi , millest noor ajakirjanik luges välja selgeid ähvardusi oma lähedaste aadressil .;24;30;endale;bound;Kaanel olev hr HS lubas kahemõttelisusi , millest noor ajakirjanik luges välja selgeid ähvardusi oma lähedaste aadressil .;94.4;100.0;94.4;('endale', 5, 5, 'lubas', 5);endale;lubas;0
2103;Train/aja_horisont2000_osa_5_ud211.conllu;Kahele jalale tõustes kaotasime oma liikumiskiiruse ning asetasime oma seljale tohutu koormuse .;0;13;Kahele jalale;bound;tõustes kaotasime oma liikumiskiiruse ning asetasime oma seljale tohutu koormuse .;100.0;100.0;100.0;('Kahele', 0, 2, 'tõustes', 3);Kahele;tõustes;0
2113;Train/tea_eesti_arst_2004_osa_2_ud211.conllu;Meestel on oluline roll uriini-pidamise funktsioonis ureetra limaskestal ning ureetra seina silelihaste fibroelastilistel komponentidel , naistel aga östrogeensetest hormoonidest sõltuva ureetra limakorgi kvaliteedil .;53;135;ureetra limaskestal ning ureetra seina silelihaste fibroelastilistel komponentidel;bound;Meestel on oluline roll uriini-pidamise funktsioonis , naistel aga östrogeensetest hormoonidest sõltuva ureetra limakorgi kvaliteedil .;100.0;100.0;100.0;('limaskestal', 7, 1, 'on', 2);limaskestal;on;0
2114;Train/tea_eesti_arst_2004_osa_2_ud211.conllu;Meestel on oluline roll uriini-pidamise funktsioonis ureetra limaskestal ning ureetra seina silelihaste fibroelastilistel komponentidel , naistel aga östrogeensetest hormoonidest sõltuva ureetra limakorgi kvaliteedil .;150;178;östrogeensetest hormoonidest;bound;Meestel on oluline roll uriini-pidamise funktsioonis ureetra limaskestal ning ureetra seina silelihaste fibroelastilistel komponentidel , naistel aga sõltuva ureetra limakorgi kvaliteedil .;86.4;95.5;86.4;('östrogeensetest', 17, 19, 'on', 2);östrogeensetest;on;0
2115;Train/tea_eesti_arst_2004_osa_2_ud211.conllu;Meestel on oluline roll uriini-pidamise funktsioonis ureetra limaskestal ning ureetra seina silelihaste fibroelastilistel komponentidel , naistel aga östrogeensetest hormoonidest sõltuva ureetra limakorgi kvaliteedil .;150;216;östrogeensetest hormoonidest sõltuva ureetra limakorgi kvaliteedil;bound;Meestel on oluline roll uriini-pidamise funktsioonis ureetra limaskestal ning ureetra seina silelihaste fibroelastilistel komponentidel , naistel aga .;88.9;94.4;88.9;('kvaliteedil', 22, 16, 'on', 2);kvaliteedil;on;0
2116;Train/aja_pm20001004_osa_3_ud211.conllu;Aja märk on uued kiired sõiduvahendid , millega oleks nagu patt liiklusmärkidega reguleeritud kiirusest kinni pidada .;40;47;millega;bound;Aja märk on uued kiired sõiduvahendid , oleks nagu patt liiklusmärkidega reguleeritud kiirusest kinni pidada .;87.5;93.8;87.5;('millega', 7, 11, 'on', 3);millega;on;0
2118;Train/aja_pm20001004_osa_3_ud211.conllu;Aja märk on uued kiired sõiduvahendid , millega oleks nagu patt liiklusmärkidega reguleeritud kiirusest kinni pidada .;64;103;liiklusmärkidega reguleeritud kiirusest;bound;Aja märk on uued kiired sõiduvahendid , millega oleks nagu patt kinni pidada .;57.1;64.3;71.4;('liiklusmärkidega', 11, 13, 'pidada', 16);liiklusmärkidega;pidada;0
2122;Dev/ilu_ruben_ud211.conllu;"See on sulle endale ka kasulik : kui tööleping lõpetatakse töötaja vääritu teo või siis usalduse kaotamise tõttu , siis sa mingit raha ei näe , kui aga lõpetame poolte kokkuleppel , siis saad ju hüvitist kolme kuupalga ulatuses . """;161;179;poolte kokkuleppel;bound;"See on sulle endale ka kasulik : kui tööleping lõpetatakse töötaja vääritu teo või siis usalduse kaotamise tõttu , siis sa mingit raha ei näe , kui aga lõpetame , siis saad ju hüvitist kolme kuupalga ulatuses . """;87.2;87.2;97.4;('kokkuleppel', 30, 29, 'lõpetame', 29);kokkuleppel;lõpetame;0
2133;Train/aja_luup200106_osa_2_ud211.conllu;Oleme pugejad kõvade ees ja ülbed nõrgemate suhtes .;34;50;nõrgemate suhtes;bound;Oleme pugejad kõvade ees ja ülbed .;100.0;100.0;100.0;('nõrgemate', 6, 6, 'Oleme', 1);nõrgemate;Oleme;0
2137;Train/aja_luup200106_osa_1_ud211.conllu;Samas on retsept olemas ka tavainimesele .;24;40;ka tavainimesele;bound;Samas on retsept olemas .;100.0;100.0;100.0;('tavainimesele', 5, 2, 'on', 2);tavainimesele;on;0
2138;Dev/aja_ml200247_osa6_ud211.conllu;Haapsalu näitus , mis järjekorras kolmeteistkümnes , jääb sellisel kujul naise sõnul viimaseks .;22;33;järjekorras;bound;Haapsalu näitus , mis kolmeteistkümnes , jääb sellisel kujul naise sõnul viimaseks .;92.3;92.3;100.0;('järjekorras', 4, 6, 'jääb', 8);järjekorras;jääb;0
2139;Dev/aja_ml200247_osa6_ud211.conllu;Haapsalu näitus , mis järjekorras kolmeteistkümnes , jääb sellisel kujul naise sõnul viimaseks .;58;72;sellisel kujul;bound;Haapsalu näitus , mis järjekorras kolmeteistkümnes , jääb naise sõnul viimaseks .;91.7;91.7;100.0;('kujul', 9, 8, 'jääb', 8);kujul;jääb;0
2148;Train/aja_ml200247_osa_2_ud211.conllu;Kui tööturg on kinni , siis on ta kinni ühtviisi kõigile , ja kui otsustatakse ta avada , siis kõikide jaoks ühekorraga .;49;56;kõigile;bound;Kui tööturg on kinni , siis on ta kinni ühtviisi , ja kui otsustatakse ta avada , siis kõikide jaoks ühekorraga .;90.9;90.9;95.5;('kõigile', 10, 9, 'on', 3);kõigile;on;0
2149;Train/aja_ml200247_osa_2_ud211.conllu;Kui tööturg on kinni , siis on ta kinni ühtviisi kõigile , ja kui otsustatakse ta avada , siis kõikide jaoks ühekorraga .;95;108;kõikide jaoks;bound;Kui tööturg on kinni , siis on ta kinni ühtviisi kõigile , ja kui otsustatakse ta avada , siis ühekorraga .;85.7;85.7;100.0;('jaoks', 20, 20, 'avada', 17);jaoks;avada;0
2150;Train/ilu_valton_ud211.conllu;Viidata sellele , et üks tubli kana peaks ennast selliste suutäitega toitma .;8;75;sellele , et üks tubli kana peaks ennast selliste suutäitega toitma;bound;Viidata .;100.0;100.0;100.0;('sellele', 1, 1, 'Viidata', 1);sellele;Viidata;0
2151;Train/ilu_valton_ud211.conllu;Viidata sellele , et üks tubli kana peaks ennast selliste suutäitega toitma .;49;68;selliste suutäitega;bound;Viidata sellele , et üks tubli kana peaks ennast toitma .;100.0;100.0;100.0;('selliste', 9, 11, 'toitma', 12);selliste;toitma;0
2154;Train/tea_toohoive.conllu;Tööandja poolt algatatud liikumisest on kaalukaim vallandamine , mis langes suhtelise stabiilsuse perioodil 1995-1998. a. tõusis aga aastail 1998-2000 , ulatudes 9,8 %-ni 2000. a. .;76;121;suhtelise stabiilsuse perioodil 1995-1998. a.;bound;Tööandja poolt algatatud liikumisest on kaalukaim vallandamine , mis langes tõusis aga aastail 1998-2000 , ulatudes 9,8 %-ni 2000. a. .;66.7;71.4;66.7;('perioodil', 12, 10, 'langes', 10);perioodil;langes;0
2156;Train/tea_toohoive.conllu;Tööandja poolt algatatud liikumisest on kaalukaim vallandamine , mis langes suhtelise stabiilsuse perioodil 1995-1998. a. tõusis aga aastail 1998-2000 , ulatudes 9,8 %-ni 2000. a. .;162;170;9,8 %-ni;bound;Tööandja poolt algatatud liikumisest on kaalukaim vallandamine , mis langes suhtelise stabiilsuse perioodil 1995-1998. a. tõusis aga aastail 1998-2000 , ulatudes 2000. a. .;54.2;66.7;58.3;('%-ni', 22, 21, 'ulatudes', 21);%-ni;ulatudes;0
2159;Train/ilu_maailm_ud211.conllu;Alguses nad lihtsalt õppisid koos ja neiu lahkus hilisõhtul .;49;59;hilisõhtul;bound;Alguses nad lihtsalt õppisid koos ja neiu lahkus .;88.9;100.0;88.9;('hilisõhtul', 8, 8, 'lahkus', 8);hilisõhtul;lahkus;0
2160;Train/tea_dr8047.conllu;Sellele uurimusele ei pööratud tähelepanu kuni 70-ndate aastateni , mil ω-3-rasvhappeid hakati seostama inimese tervisega ( Bang , Dyerberg , 1972 ) .;0;18;Sellele uurimusele;bound;ei pööratud tähelepanu kuni 70-ndate aastateni , mil ω-3-rasvhappeid hakati seostama inimese tervisega ( Bang , Dyerberg , 1972 ) .;95.2;95.2;95.2;('Sellele', 0, 2, 'pööratud', 4);Sellele;pööratud;0
2162;Train/tea_dr8047.conllu;Sellele uurimusele ei pööratud tähelepanu kuni 70-ndate aastateni , mil ω-3-rasvhappeid hakati seostama inimese tervisega ( Bang , Dyerberg , 1972 ) .;104;148;inimese tervisega ( Bang , Dyerberg , 1972 );bound;Sellele uurimusele ei pööratud tähelepanu kuni 70-ndate aastateni , mil ω-3-rasvhappeid hakati seostama .;92.9;100.0;92.9;('tervisega', 14, 13, 'seostama', 13);tervisega;seostama;0
2164;Dev/aja_ml200247_osa6_ud211.conllu;Maailma raskeim madu on Lõuna-Ameerikas ja Trinidadis elav anakonda ( Eunectes murinus ) .;24;53;Lõuna-Ameerikas ja Trinidadis;bound;Maailma raskeim madu on elav anakonda ( Eunectes murinus ) .;72.7;81.8;81.8;('Trinidadis', 6, 5, 'on', 4);Trinidadis;on;0
2177;Train/tea_toohoive.conllu;Lisas 1 on toodud olulisimad tabelid teksti täienduseks , lisas 2 on esitatud ettevõtete andmete valim ja analüüsi metoodika .;0;7;Lisas 1;bound;on toodud olulisimad tabelid teksti täienduseks , lisas 2 on esitatud ettevõtete andmete valim ja analüüsi metoodika .;94.4;94.4;94.4;('1', 1, 1, 'toodud', 4);1;toodud;0
2182;Train/ilu_kanep_ud211.conllu;Ma ei pidanud seda siin silmas , ausalt , noh !;24;30;silmas;bound;Ma ei pidanud seda siin , ausalt , noh !;20.0;20.0;60.0;('silmas', 5, 3, 'pidanud', 3);silmas;pidanud;0
2183;Train/ilu_kanep_ud211.conllu;Võtan jalad selga , torman kööki .;12;17;selga;bound;Võtan jalad , torman kööki .;100.0;100.0;100.0;('selga', 2, 1, 'Võtan', 1);selga;Võtan;0
2184;Train/ilu_kanep_ud211.conllu;Võtan jalad selga , torman kööki .;27;32;kööki;bound;Võtan jalad selga , torman .;100.0;100.0;100.0;('kööki', 5, 5, 'torman', 5);kööki;torman;0
2187;Dev/aja_pm20001004_osa_5_ud211.conllu;See sai sihipärasema väljundi 60ndatel aastatel , mil ta osales õppurina Vietnami sõja ja inimõiguste rikkumise vastastes demonstratsioonides .;73;111;Vietnami sõja ja inimõiguste rikkumise;bound;See sai sihipärasema väljundi 60ndatel aastatel , mil ta osales õppurina vastastes demonstratsioonides .;85.7;85.7;85.7;('Vietnami', 11, 13, 'osales', 10);Vietnami;osales;0
2191;Train/tea_AA_05_6_ud211.conllu;Nendeks on paksude joontega eraldatud rea- või veerukolmikutes kahe ühesuguse arvu leidmine ja kolmandasse veergu sama arvu üheselt paigutada proovimine .;11;27;paksude joontega;bound;Nendeks on eraldatud rea- või veerukolmikutes kahe ühesuguse arvu leidmine ja kolmandasse veergu sama arvu üheselt paigutada proovimine .;52.6;52.6;63.2;('paksude', 2, 4, 'on', 2);paksude;on;0
2193;Train/tea_AA_05_6_ud211.conllu;Nendeks on paksude joontega eraldatud rea- või veerukolmikutes kahe ühesuguse arvu leidmine ja kolmandasse veergu sama arvu üheselt paigutada proovimine .;95;113;kolmandasse veergu;bound;Nendeks on paksude joontega eraldatud rea- või veerukolmikutes kahe ühesuguse arvu leidmine ja sama arvu üheselt paigutada proovimine .;84.2;84.2;89.5;('kolmandasse', 13, 15, 'paigutada', 19);kolmandasse;paigutada;0
2195;Train/aja_pm20001004_osa_2_ud211.conllu;"19. septembril sattus pihku Postimehe lugu "" Riik peab ülal 210 koera "" .";22;27;pihku;bound;"19. septembril sattus Postimehe lugu "" Riik peab ülal 210 koera "" .";92.3;100.0;92.3;('pihku', 3, 3, 'sattus', 3);pihku;sattus;0
2196;Train/tea_toohoive.conllu;"Üks varaseimaid Phillipsi kõvera edasiarendusi oli "" modifitseeritud "" Phillipsi kõver , mis visandab inflatsiooni ja töötaoleku vahelise seose .";102;128;inflatsiooni ja töötaoleku;bound;"Üks varaseimaid Phillipsi kõvera edasiarendusi oli "" modifitseeritud "" Phillipsi kõver , mis visandab vahelise seose .";100.0;100.0;100.0;('töötaoleku', 16, 15, 'visandab', 14);töötaoleku;visandab;0
2200;Train/aja_epl20061216_ud211.conllu;Kuigi Euroopa Liidu liidrid rääkisid kohtumise käigus uuest konsensusest , lepiti laienemise suhtes sisuliselt kokku , et eriarvamused püsivad .;54;72;uuest konsensusest;bound;Kuigi Euroopa Liidu liidrid rääkisid kohtumise käigus , lepiti laienemise suhtes sisuliselt kokku , et eriarvamused püsivad .;100.0;100.0;100.0;('konsensusest', 8, 5, 'rääkisid', 5);konsensusest;rääkisid;0
2203;Train/tea_geofyysika.conllu;Islandil küünib üle selle juba 60 m ja Vene tasandiku kohal taandub erinevus nulliks .;16;25;üle selle;bound;Islandil küünib juba 60 m ja Vene tasandiku kohal taandub erinevus nulliks .;92.3;92.3;100.0;('selle', 3, 2, 'küünib', 2);selle;küünib;0
2205;Train/tea_geofyysika.conllu;Islandil küünib üle selle juba 60 m ja Vene tasandiku kohal taandub erinevus nulliks .;39;59;Vene tasandiku kohal;bound;Islandil küünib üle selle juba 60 m ja taandub erinevus nulliks .;83.3;91.7;91.7;('Vene', 8, 10, 'taandub', 12);Vene;taandub;0
2211;Dev/aja_luup200009_ud211.conllu;Täna pole pilt kliendile kuigi roosiline ja pangad kasutavad seda loomulikult ära .;15;24;kliendile;bound;Täna pole pilt kuigi roosiline ja pangad kasutavad seda loomulikult ära .;100.0;100.0;100.0;('kliendile', 3, 6, 'pole', 2);kliendile;pole;0
2213;Train/aja_horisont2000_osa_3_ud211.conllu;Tööstusliku kasvu eelse ajaga võrreldes on maakera keskmine temperatuur kasvanud 0,6 kraadi .;0;17;Tööstusliku kasvu;bound;eelse ajaga võrreldes on maakera keskmine temperatuur kasvanud 0,6 kraadi .;100.0;100.0;100.0;('Tööstusliku', 0, 2, 'võrreldes', 5);Tööstusliku;võrreldes;0
2214;Train/aja_horisont2000_osa_3_ud211.conllu;Tööstusliku kasvu eelse ajaga võrreldes on maakera keskmine temperatuur kasvanud 0,6 kraadi .;0;29;Tööstusliku kasvu eelse ajaga;bound;võrreldes on maakera keskmine temperatuur kasvanud 0,6 kraadi .;100.0;100.0;100.0;('Tööstusliku', 0, 2, 'võrreldes', 5);Tööstusliku;võrreldes;0
2216;Dev/ilu_ruben_ud211.conllu;Oli juba hiline õhtu , kui ma preili juurde jõudsin .;30;43;preili juurde;bound;Oli juba hiline õhtu , kui ma jõudsin .;55.6;55.6;77.8;('juurde', 8, 8, 'jõudsin', 10);juurde;jõudsin;0
2218;Train/aja_pm20001004_osa_1_ud211.conllu;Raamatu-uurija selgitab , et kohalikku väljaõppinud trükimeistrit polnud Tartust võtta , välismaalt tellida olnuks aga väga kulukas .;89;99;välismaalt;bound;Raamatu-uurija selgitab , et kohalikku väljaõppinud trükimeistrit polnud Tartust võtta , tellida olnuks aga väga kulukas .;58.8;58.8;88.2;('välismaalt', 11, 13, 'tellida', 13);välismaalt;tellida;0
2220;Train/aja_ee200110_osa_3_ud211.conllu;Kõik käis koostöös kultuuriministeeriumiga .;10;42;koostöös kultuuriministeeriumiga;bound;Kõik käis .;100.0;100.0;100.0;('koostöös', 2, 2, 'käis', 2);koostöös;käis;0
2224;Train/aja_ee200110_osa_2_ud211.conllu;Lepime kokku , et jooksen ümber Sport-hotelli .;26;45;ümber Sport-hotelli;bound;Lepime kokku , et jooksen .;100.0;100.0;100.0;('Sport-hotelli', 6, 5, 'jooksen', 5);Sport-hotelli;jooksen;0
2230;Train/aja_pm20001004_osa_1_ud211.conllu;Rohkem kui kolme ja poole sajandi eest siin trükitu tõstis Tartu nime ühte ritta nende Euroopa linnadega , kus tegutses ülikool ja kus raamatuid trükiti oma trükikojas .;70;104;ühte ritta nende Euroopa linnadega;bound;Rohkem kui kolme ja poole sajandi eest siin trükitu tõstis Tartu nime , kus tegutses ülikool ja kus raamatuid trükiti oma trükikojas .;82.6;87.0;82.6;('ritta', 13, 10, 'tõstis', 10);ritta;tõstis;0
2241;Train/aja_luup200106_osa_4_ud211.conllu;Ristiusku pöördumine andis tugeva tõuke kultuuri arengule .;40;57;kultuuri arengule;bound;Ristiusku pöördumine andis tugeva tõuke .;100.0;100.0;100.0;('arengule', 6, 3, 'andis', 3);arengule;andis;0
2243;Train/aja_pm20001004_osa_3_ud211.conllu;Kaks viimast kohtumist kaotanud Nybit tegi Ehitustööriista vastu kiiresti edumaa sisse ning võitis kindlalt 80 : 64 ( 42 : 27 ) .;108;115;80 : 64;bound;Kaks viimast kohtumist kaotanud Nybit tegi Ehitustööriista vastu kiiresti edumaa sisse ning võitis kindlalt ( 42 : 27 ) .;85.0;90.0;90.0;('80', 14, 13, 'võitis', 13);80;võitis;0
2246;Train/tea_eesti_arst_2004_osa_3_ud211.conllu;Internet vähendaks bürokraatiat ning hoiaks kokku kulusid ka raviasutuste ja Haigekassa vahelises suhtluses , sest viimane saaks järjekorrainfot jooksvalt ja automaatselt , selle asemel et raviasutustelt kvartaliaruandeid koguda .;173;185;selle asemel;bound;Internet vähendaks bürokraatiat ning hoiaks kokku kulusid ka raviasutuste ja Haigekassa vahelises suhtluses , sest viimane saaks järjekorrainfot jooksvalt ja automaatselt , et raviasutustelt kvartaliaruandeid koguda .;100.0;100.0;100.0;('asemel', 23, 23, 'koguda', 28);asemel;koguda;0
2254;Dev/ilu_orlau_ud211.conllu;Ta profiil oli niivõrd lõikav , et hetkeks tundus , nagu õngitseks terava kongus nokaga röövlind viinapudeli kallal .;97;115;viinapudeli kallal;bound;Ta profiil oli niivõrd lõikav , et hetkeks tundus , nagu õngitseks terava kongus nokaga röövlind .;88.2;94.1;94.1;('viinapudeli', 16, 12, 'õngitseks', 12);viinapudeli;õngitseks;0
2256;Train/aja_ee199920_osa_1_ud211.conllu;Inglaste idee oli rajada vanasse angaari tehaseväljamüügi ( factory outlet ingl k ) tüüpi kauplus .;75;79;ingl;bound;Inglaste idee oli rajada vanasse angaari tehaseväljamüügi ( factory outlet k ) tüüpi kauplus .;60.0;73.3;73.3;('ingl', 10, 12, 'rajada', 4);ingl;rajada;0
2257;Train/arborest_ud211.conllu;Sofophil viskus kappi seda otsima .;16;21;kappi;bound;Sofophil viskus seda otsima .;100.0;100.0;100.0;('kappi', 2, 2, 'viskus', 2);kappi;viskus;0
2264;Train/ilu_maailm_ud211.conllu;""" Jooga läks ülikooli looduskaitseringiga matkale .";42;49;matkale;bound;""" Jooga läks ülikooli looduskaitseringiga .";100.0;100.0;100.0;('matkale', 5, 3, 'läks', 3);matkale;läks;0
2267;Train/ilu_indrikson_ud211.conllu;Miks temalgi ei võinud üks olla ?;5;12;temalgi;bound;Miks ei võinud üks olla ?;100.0;100.0;100.0;('temalgi', 1, 5, 'ei', 3);temalgi;ei;0
2269;Train/aja_ee200110_osa_1_ud211.conllu;Sulerüütlid seisid murdmaasuusastaadionil , oodates neile eraldatud tara taga äsja finisheerinud sportlasi .;52;57;neile;bound;Sulerüütlid seisid murdmaasuusastaadionil , oodates eraldatud tara taga äsja finisheerinud sportlasi .;100.0;100.0;100.0;('neile', 5, 7, 'oodates', 5);neile;oodates;0
2271;Dev/tea_eesti_arst_2004_osa_1_ud211.conllu;Nad võivad olla kas naise- või mehepoolsed , esinedes peaaegu võrdse sagedusega ( 40 % ) , kuid umbes 10 % abielupaaridel on viljatuse põhjus mõlemapoolne .;54;88;peaaegu võrdse sagedusega ( 40 % );bound;Nad võivad olla kas naise- või mehepoolsed , esinedes , kuid umbes 10 % abielupaaridel on viljatuse põhjus mõlemapoolne .;;;;('sagedusega', 11, 9, 'esinedes', 9);sagedusega;esinedes;0
2272;Dev/tea_eesti_arst_2004_osa_1_ud211.conllu;Nad võivad olla kas naise- või mehepoolsed , esinedes peaaegu võrdse sagedusega ( 40 % ) , kuid umbes 10 % abielupaaridel on viljatuse põhjus mõlemapoolne .;96;121;umbes 10 % abielupaaridel;bound;Nad võivad olla kas naise- või mehepoolsed , esinedes peaaegu võrdse sagedusega ( 40 % ) , kuid on viljatuse põhjus mõlemapoolne .;;;;('umbes', 18, 20, 'võivad', 2);umbes;võivad;0
2273;Train/aja_pm20001004_osa_2_ud211.conllu;Hiljuti kirjutasid lehed , et paljud maakauplused ei vasta euronõuetele ja suletakse , paneme vallamajad ja rahvamajad ja lasteaiad ja koolid ka kinni , sest sinna ei jätku varsti inimesi .;59;71;euronõuetele;bound;Hiljuti kirjutasid lehed , et paljud maakauplused ei vasta ja suletakse , paneme vallamajad ja rahvamajad ja lasteaiad ja koolid ka kinni , sest sinna ei jätku varsti inimesi .;100.0;100.0;100.0;('euronõuetele', 9, 9, 'vasta', 9);euronõuetele;vasta;0
2275;Train/aja_luup200106_osa_5_ud211.conllu;Juba siis , suurriigiks kujunemise alguspäevadel , mõeldi Stockholmis , kuidas Venemaa transiidist kasu lõigata .;79;98;Venemaa transiidist;bound;Juba siis , suurriigiks kujunemise alguspäevadel , mõeldi Stockholmis , kuidas kasu lõigata .;92.9;100.0;92.9;('Venemaa', 11, 13, 'lõigata', 15);Venemaa;lõigata;0
2285;Train/arborest_ud211.conllu;Nad viskusid just nagu ärapääsnud oma istmetele .;34;47;oma istmetele;bound;Nad viskusid just nagu ärapääsnud .;66.7;66.7;66.7;('istmetele', 6, 2, 'viskusid', 2);istmetele;viskusid;0
2290;Train/aja_ml200247_osa_1_ud211.conllu;""" Loen hommikuti kõiki Eesti ajalehti , muidu ju ajakirjanikud solvuvad , "" ütles president saareriigi pinnal , kui selgus , et nüüd tuleb kaks tundi hiljem ärgata ja hommikutunde Eesti ajakirjandusega täita ei saagi .";180;201;Eesti ajakirjandusega;bound;""" Loen hommikuti kõiki Eesti ajalehti , muidu ju ajakirjanikud solvuvad , "" ütles president saareriigi pinnal , kui selgus , et nüüd tuleb kaks tundi hiljem ärgata ja hommikutunde täita ei saagi .";79.4;79.4;88.2;('Eesti', 30, 32, 'täita', 33);Eesti;täita;0
2293;Train/aja_ml200247_osa_1_ud211.conllu;Kuulekuskoolitus paneb aluse ka teistele koolitustele .;32;53;teistele koolitustele;bound;Kuulekuskoolitus paneb aluse ka .;100.0;100.0;100.0;('koolitustele', 5, 2, 'paneb', 2);koolitustele;paneb;0
2296;Dev/aja_ml200247_osa6_ud211.conllu;Teenus töötab kõikides mobiilivõrkudes ning selle hind on 5 krooni .;14;38;kõikides mobiilivõrkudes;bound;Teenus töötab ning selle hind on 5 krooni .;100.0;100.0;100.0;('mobiilivõrkudes', 3, 2, 'töötab', 2);mobiilivõrkudes;töötab;0
2306;Train/aja_ml200247_osa_1_ud211.conllu;Iga kingsepp jäägu oma liistude juurde .;19;38;oma liistude juurde;bound;Iga kingsepp jäägu .;100.0;100.0;100.0;('liistude', 4, 3, 'jäägu', 3);liistude;jäägu;0
2308;Train/arborest_ud211.conllu;Tatsasin köögist tulema .;9;16;köögist;bound;Tatsasin tulema .;66.7;100.0;66.7;('köögist', 1, 1, 'Tatsasin', 1);köögist;Tatsasin;0
2309;Dev/aja_luup200009_ud211.conllu;MC Captor miinid , mida Seawolf külvab , on sisuliselt ankrus olevad torpeedod .;55;61;ankrus;bound;MC Captor miinid , mida Seawolf külvab , on sisuliselt olevad torpeedod .;92.3;92.3;100.0;('ankrus', 10, 12, 'külvab', 7);ankrus;külvab;0
2310;Train/aja_pm20001004_osa_3_ud211.conllu;Pankrotimenetluses Valga Külmutusvagunite Depoo teenib suurema lepingumahu põhjal tehtud arvutuste kohaselt ühe vaguni müümisega Venemaa raudteekompaniile Resbalt 30 090 krooni , teise , Eesti Raudtee käsutuses oleva koopia andmetel aga vaid 9989 krooni .;55;81;suurema lepingumahu põhjal;bound;Pankrotimenetluses Valga Külmutusvagunite Depoo teenib tehtud arvutuste kohaselt ühe vaguni müümisega Venemaa raudteekompaniile Resbalt 30 090 krooni , teise , Eesti Raudtee käsutuses oleva koopia andmetel aga vaid 9989 krooni .;;;;('suurema', 5, 7, 'teenib', 5);suurema;teenib;0
2314;Train/aja_pm20001004_osa_3_ud211.conllu;Pankrotimenetluses Valga Külmutusvagunite Depoo teenib suurema lepingumahu põhjal tehtud arvutuste kohaselt ühe vaguni müümisega Venemaa raudteekompaniile Resbalt 30 090 krooni , teise , Eesti Raudtee käsutuses oleva koopia andmetel aga vaid 9989 krooni .;187;210;Eesti Raudtee käsutuses;bound;Pankrotimenetluses Valga Külmutusvagunite Depoo teenib suurema lepingumahu põhjal tehtud arvutuste kohaselt ühe vaguni müümisega Venemaa raudteekompaniile Resbalt 30 090 krooni , teise , oleva koopia andmetel aga vaid 9989 krooni .;;;;('Eesti', 23, 25, 'teenib', 5);Eesti;teenib;0
