analysis_name,analysis_substrate,parameter_code,parameter_name,unit,count
Histoloogia,,2400,Kirjeldus,,1
Hematoloogilised uuringud,,1-aTBEM,PLCR,,2
Histoloogia,,40040,Lokatsioon,,6
Hematoloogilised uuringud,,144386,PLCR,,2
Histoloogia,,S-1_T.palliddum_IgM+IgG,Kirjeldus,,1
Histoloogia,,1026,Diagnoos 1,,394
Histoloogia,,44996,Arhiivi number,,1
Hematoloogilised uuringud,,täisvaha30%,PLCR,,1
Histoloogia,,S-Prl,Kirjeldus,,10
Histoloogia,,93,Arhiivi number,,99
Histoloogia,,41536,Kirjeldus,,1
Hematoloogilised uuringud,,3348,RDW%,,2
Histoloogia,,11251,Kirjeldus,,10
Histoloogia,,57720,Arhiivi number,,1
Hematoloogilised uuringud,,44004,RDW%,,6
Histoloogia,,4806,Diagnoos 1,,8
Histoloogia,,VaricellazosterIgG,Kirjeldus,,1
Histoloogia,,N.gonorrhoeae(PCR),Kirjeldus,,12
Hematoloogilised uuringud,,11093,RDW%,,624
Histoloogia,,Luuüdikromosoomideuuring,Arhiivi number,,2
Histoloogia,,70939,Kirjeldus,,15
Histoloogia,,fB-Gluc,Diagnoos 1,,336
Histoloogia,,1033,Lokatsioon,,106
Hematoloogilised uuringud,,1851,PLCR,,39
Histoloogia,,1161,Kirjeldus,,89
Hematoloogilised uuringud,,S-Bil-unconj,PLCR,,130
Histoloogia,,IA-2vastasedIgGtüüpiantikehad,Kirjeldus,,1
Histoloogia,,PF-Tbc,Arhiivi number,,2
Histoloogia,,Trombotsüütideagregaadid,Diagnoos 1,,15
Hematoloogilised uuringud,,144337,RDW%,,3
Histoloogia,,42694,Diagnoos 1,,1
Hematoloogilised uuringud,,1429,PLCR,,10
Hematoloogilised uuringud,,43542,PLCR,,5
Histoloogia,,144329,Arhiivi number,,94
Hematoloogilised uuringud,,3617,PLCR,,14
Hematoloogilised uuringud,,710,RDW%,,180
Histoloogia,,12444,Kirjeldus,,21
Histoloogia,,3607,Diagnoos 1,,14
Histoloogia,,B-HIV-1-RNA-kvant,Diagnoos 1,,1
Hematoloogilised uuringud,,f88/spIgElambalihasuhtes,PLCR,,2
Hematoloogilised uuringud,,1231,RDW%,,29
Histoloogia,,2385,Kirjeldus,,1
Histoloogia,,"RS-viirus,ag",Arhiivi number,,4
Hematoloogilised uuringud,,Erikaal,PLCR,,106
Histoloogia,,71500,Arhiivi number,,1
Hematoloogilised uuringud,,B-HCV-RNA,RDW%,,3
Hematoloogilised uuringud,,146162,PLCR,,1
Hematoloogilised uuringud,,5690,PLCR,,191
Histoloogia,,11255,Arhiivi number,,9
Histoloogia,,Prol/Prolaktiin,Lokatsioon,,17
Hematoloogilised uuringud,,Trichomonas_vaginalis,RDW%,,29
Histoloogia,,Cm-HPVpos-PCR,Lokatsioon,,1
Histoloogia,,80,Arhiivi number,,322
Histoloogia,,CSF-aCMV_M,Kirjeldus,,1
Histoloogia,,1036,Arhiivi number,,86
Histoloogia,,B-veresuhkur,Arhiivi number,,132
Histoloogia,,41422,Kirjeldus,,1
Hematoloogilised uuringud,,S2-tTG_IgG,RDW%,,1
Histoloogia,,5035,Diagnoos 1,,5
Histoloogia,,66359,Arhiivi number,,1
Hematoloogilised uuringud,,44566,PLCR,,2
Histoloogia,,"S,P-Digox",Arhiivi number,,1
Histoloogia,,S1-ANA,Kirjeldus,,9
Histoloogia,,2406,Arhiivi number,,1
Histoloogia,,7519,Lokatsioon,,2
Histoloogia,,4321,Arhiivi number,,4
Hematoloogilised uuringud,,s-aHCV,RDW%,,15
Hematoloogilised uuringud,,S-BorG-IF/BorreliaburgdorferivastIgGseerumis/skriining,PLCR,,22
Histoloogia,,44756,Arhiivi number,,1
Histoloogia,,1423,Lokatsioon,,12
Hematoloogilised uuringud,,144332,PLCR,,3
Histoloogia,,67326,Diagnoos 1,,1
Histoloogia,,S2-IgG,Arhiivi number,,1
Histoloogia,,45027,Kirjeldus,,2
Hematoloogilised uuringud,,62246,PLCR,,1
Histoloogia,,10498,Kirjeldus,,53
Hematoloogilised uuringud,,S-Lamotr,RDW%,,2
Histoloogia,,APamfoteritsiinB,Kirjeldus,,1
Histoloogia,,665,Arhiivi number,,5
Histoloogia,,U-AmylP,Lokatsioon,,2
Histoloogia,,MTBmääramineDNAsondideabil,Diagnoos 1,,6
Histoloogia,,Transf,Diagnoos 1,,7
Histoloogia,,Leukotsüüdidmikroskoopiliselt,Lokatsioon,,1409
Histoloogia,,S1-preROMA,Kirjeldus,,4
Hematoloogilised uuringud,,LäkaköhaIgG,PLCR,,3
Hematoloogilised uuringud,,3911,RDW%,,12
Histoloogia,,Sp-Tbc,Kirjeldus,,51
Histoloogia,,7590,Diagnoos 1,,14
Histoloogia,,3527,Lokatsioon,,2
Histoloogia,,S-EBV_IgM,Lokatsioon,,10
Histoloogia,,4868,Arhiivi number,,3
Hematoloogilised uuringud,,30265,RDW%,,18
Hematoloogilised uuringud,,U-Sedim,PLCR,,9577
Histoloogia,,S-C-pept ,Arhiivi number,,3
Histoloogia,,Alfa-1globuliinid,Arhiivi number,,8
Histoloogia,,144361,Lokatsioon,,2
Histoloogia,,1140,Kirjeldus,,237
Histoloogia,,Un-Met,Arhiivi number,,1
Histoloogia,,703,Kirjeldus,,180
Histoloogia,,8579,Kirjeldus,,2
Hematoloogilised uuringud,,Koproporfüriin,PLCR,,8
Hematoloogilised uuringud,,2702,PLCR,,3
Histoloogia,,2398,Diagnoos 1,,1
Hematoloogilised uuringud,,70922,PLCR,,4
Histoloogia,,S-AMH,Kirjeldus,,1
Hematoloogilised uuringud,,325,PLCR,,2
Histoloogia,,F-Calpro,Arhiivi number,,1
Histoloogia,,Sh.FlexVI,Lokatsioon,,2
Hematoloogilised uuringud,,Howelli-Jollykehakesed,RDW%,,3
Hematoloogilised uuringud,,147260,PLCR,,1
Histoloogia,,1912,Arhiivi number,,18
Histoloogia,,WBC(leukotsüüdid),Diagnoos 1,,1347
Histoloogia,,7799,Diagnoos 1,,1
Histoloogia,,EtOHgskEtanoolgaaskromatograafiliselt,Arhiivi number,,2
Histoloogia,,1863,Diagnoos 1,,1
Hematoloogilised uuringud,,U-ImmfixUriinivalkudeimmuunfiksatsioon,RDW%,,1
Hematoloogilised uuringud,,U-Uricult,PLCR,,183
Histoloogia,,65307,Lokatsioon,,5
Histoloogia,,S-i6_IgE,Lokatsioon,,3
Histoloogia,,4806,Lokatsioon,,8
Histoloogia,,610,Diagnoos 1,,4465
Hematoloogilised uuringud,,Müelotsüüdid,PLCR,,147
Histoloogia,,144370,Kirjeldus,,1
Hematoloogilised uuringud,,S-a-HBe,RDW%,,1
Histoloogia,,PrcF-eosinofiilid,Arhiivi number,,1
Histoloogia,,S-Digox,Lokatsioon,,118
Hematoloogilised uuringud,,S-fp5_IgE,RDW%,,65
Hematoloogilised uuringud,,61174,PLCR,,6
Histoloogia,,HumanHerpesvirus6DNA,Kirjeldus,,6
Histoloogia,,66686,Arhiivi number,,2
Histoloogia,,B1-CBC+Diff,Lokatsioon,,69
Hematoloogilised uuringud,,65452,PLCR,,1
Histoloogia,,146310,Kirjeldus,,1
Hematoloogilised uuringud,,LIA_meetod,PLCR,,8
Histoloogia,,144343,Diagnoos 1,,3
Histoloogia,,LYM%(lümfotsüütidesuhtarv),Arhiivi number,,1210
Histoloogia,,699,Lokatsioon,,472
Histoloogia,,3342,Kirjeldus,,3
Histoloogia,,2345,Diagnoos 1,,3
Hematoloogilised uuringud,,AntigeenamphiphysinvastaneIgGseerumist/Neuronaalsedau,PLCR,,3
Hematoloogilised uuringud,,1390,PLCR,,42
Hematoloogilised uuringud,,145351,RDW%,,2
Histoloogia,,165,Diagnoos 1,,9
Histoloogia,,10343,Arhiivi number,,1
Histoloogia,,4759,Lokatsioon,,9
Hematoloogilised uuringud,,S-TrplgM-IgM,RDW%,,1
Histoloogia,,Va-Up-PCR,Kirjeldus,,2
Histoloogia,,Nose-Influenza_A_virus_Ag,Diagnoos 1,,2
Histoloogia,,978,Diagnoos 1,,2
Hematoloogilised uuringud,,71379,RDW%,,14
Histoloogia,,Kaalium,Arhiivi number,,375
Hematoloogilised uuringud,,146190,PLCR,,50
Histoloogia,,DOXDoksütsüliin,Diagnoos 1,,1
Histoloogia,,S-T_pallidum_IgM_conf,Kirjeldus,,4
Hematoloogilised uuringud,,B-XmB,PLCR,,926
Histoloogia,,1414,Kirjeldus,,13
Histoloogia,,1413,Diagnoos 1,,11
Histoloogia,,2013,Lokatsioon,,5
Hematoloogilised uuringud,,65100,PLCR,,1
Hematoloogilised uuringud,,647,RDW%,,4
Hematoloogilised uuringud,,1358,RDW%,,141
Hematoloogilised uuringud,,_CA_125,RDW%,,15
Histoloogia,,S-MAKS-IgG/MaksaautoimmuunsetehaigusteIgGprofiil,Diagnoos 1,,5
Histoloogia,,S2-fp15_IgE,Kirjeldus,,2
Histoloogia,,11256,Diagnoos 1,,4
Hematoloogilised uuringud,,66124,PLCR,,1
Hematoloogilised uuringud,,58316,RDW%,,1
Histoloogia,,71696,Kirjeldus,,12
Histoloogia,,Cx-T_vaginalis_DNA,Diagnoos 1,,5
Histoloogia,,584,Diagnoos 1,,2
Histoloogia,,144301,Arhiivi number,,2
Histoloogia,,B-HCV-PCR,Arhiivi number,,8
Histoloogia,,147259,Arhiivi number,,1
Histoloogia,,PrtF-Diff,Kirjeldus,,3
Hematoloogilised uuringud,,P-Urea,PLCR,,125
Histoloogia,,45115,Lokatsioon,,3
Histoloogia,,1783,Diagnoos 1,,13
Histoloogia,,30216,Arhiivi number,,5
Histoloogia,,66808_Üldtsüto_uuring_sk,Diagnoos 1,,1
Hematoloogilised uuringud,,LäkaköhaIgM,PLCR,,3
Histoloogia,,S-UA,Diagnoos 1,,909
Histoloogia,,30214,Arhiivi number,,4
Histoloogia,,S-HAV_IgG,Lokatsioon,,6
Histoloogia,,LA-kinnitavuuring-normitudsuhe,Kirjeldus,,6
Hematoloogilised uuringud,,30208,PLCR,,2
Histoloogia,,63704,Diagnoos 1,,2
Hematoloogilised uuringud,,66112,RDW%,,1
Histoloogia,,Fol/Foolhape,Lokatsioon,,928
Histoloogia,,S1-LDH,Arhiivi number,,2
Histoloogia,,10994,Lokatsioon,,39
Histoloogia,,S-fT4 ,Lokatsioon,,35
Histoloogia,,1298,Arhiivi number,,1
Histoloogia,,S1-AFP,Diagnoos 1,,9
Histoloogia,,793,Arhiivi number,,339
Histoloogia,,2391,Diagnoos 1,,1
Histoloogia,,Cx-Chtr/ChlamydiatrachomatisDNAPCRmeetodil,Arhiivi number,,3
Histoloogia,,rukkijahu,Arhiivi number,,1
Histoloogia,,5439,Arhiivi number,,3
Histoloogia,,10607,Arhiivi number,,1
Histoloogia,,"Hemogramm5-osaliseleukogrammiga-CBC,DIFF(5)",Kirjeldus,,978
Hematoloogilised uuringud,,69576,PLCR,,2
Histoloogia,,P-reniin,Lokatsioon,,3
Hematoloogilised uuringud,,10053,RDW%,,1
Histoloogia,,P-GlucLac-TT40min,Diagnoos 1,,3
Histoloogia,,P-Ren,Kirjeldus,,1
Histoloogia,,S-Borr-immblot,Kirjeldus,,2
Hematoloogilised uuringud,,691,PLCR,,472
Hematoloogilised uuringud,,43211,PLCR,,68
Histoloogia,,41380,Arhiivi number,,1
Histoloogia,,11193,Lokatsioon,,12
Histoloogia,,41275,Diagnoos 1,,1
Histoloogia,,1510,Diagnoos 1,,5
Histoloogia,,40133,Kirjeldus,,6
Histoloogia,,rukkijahu,Diagnoos 1,,1
Histoloogia,,As-Prot,Diagnoos 1,,1
Histoloogia,,S-D3(25-OH),Arhiivi number,,8
Histoloogia,,736,Kirjeldus,,57
Histoloogia,,2175,Arhiivi number,,152
Histoloogia,,hallitusesegu,Arhiivi number,,5
Hematoloogilised uuringud,,St-Copro,RDW%,,128
Hematoloogilised uuringud,,Trombotsüütidemakrotsütoos,RDW%,,8
Histoloogia,,Candidaantigeenimannaanjavastasedantikehadseerumis,Arhiivi number,,4
Histoloogia,,S-aTrpM+G-TPPA,Kirjeldus,,53
Histoloogia,,1283,Kirjeldus,,2
Hematoloogilised uuringud,,S2-EMA-IgA,RDW%,,4
Hematoloogilised uuringud,,717,PLCR,,657
Hematoloogilised uuringud,,43153,RDW%,,2
Hematoloogilised uuringud,,t14spIgEpappelisuhtes,PLCR,,5
Hematoloogilised uuringud,,1344,RDW%,,36
Hematoloogilised uuringud,,10459,PLCR,,780
Hematoloogilised uuringud,,anti-HBe,RDW%,,2
Hematoloogilised uuringud,,"S,P-CA_125",PLCR,,37
Histoloogia,,B-ABO-RhD_ctrl,Arhiivi number,,44
Histoloogia,,11095,Kirjeldus,,598
Hematoloogilised uuringud,,71985,PLCR,,3
Hematoloogilised uuringud,,B-HBV_DNA_QN,PLCR,,4
Hematoloogilised uuringud,,373,PLCR,,6
Hematoloogilised uuringud,,S-RPRTrep.pal.mittespetsiifilisedantikehad,RDW%,,7
Histoloogia,,11108,Kirjeldus,,421
Histoloogia,,1734,Lokatsioon,,138
Histoloogia,,3616,Diagnoos 1,,14
Histoloogia,,651,Lokatsioon,,7
Histoloogia,,"S,P-CRP",Lokatsioon,,177
Histoloogia,,58936,Diagnoos 1,,1
Histoloogia,,Legionellapneumophilaantur,Diagnoos 1,,7
Histoloogia,,65468,Diagnoos 1,,1
Histoloogia,,30092,Diagnoos 1,,1
Hematoloogilised uuringud,,P-TT,RDW%,,55
Hematoloogilised uuringud,,44079,RDW%,,1
Histoloogia,,71376,Diagnoos 1,,7
Hematoloogilised uuringud,,1638,RDW%,,18
Histoloogia,,10178,Lokatsioon,,1665
Hematoloogilised uuringud,,IG-Ebaküpsedgranulotsüüdid,PLCR,,5996
Histoloogia,,cB-Veritsus,Kirjeldus,,2
Histoloogia,,58513,Diagnoos 1,,3
Hematoloogilised uuringud,,1604,RDW%,,1
Histoloogia,,10062,Kirjeldus,,2
Histoloogia,,2101,Diagnoos 1,,8
Histoloogia,,Chlamydia_trachomatis,Kirjeldus,,88
Histoloogia,,S-Urea ,Lokatsioon,,4
Hematoloogilised uuringud,,BalF-Aer,RDW%,,1
Histoloogia,,S-d73__IgE,Kirjeldus,,2
Histoloogia,,Konsistents,Kirjeldus,,20
Histoloogia,,4346,Kirjeldus,,1
Hematoloogilised uuringud,,11121,PLCR,,398
Hematoloogilised uuringud,,1502,RDW%,,17
Histoloogia,,"S,P-Urea",Arhiivi number,,124
Hematoloogilised uuringud,,143,PLCR,,25
Histoloogia,,PrcF-PMN,Diagnoos 1,,1
Histoloogia,,B-Hb-Fr,Kirjeldus,,9
Histoloogia,,43556,Lokatsioon,,3
Hematoloogilised uuringud,,S2-Y_pseudotuberculosis_Ab_t,PLCR,,1
Hematoloogilised uuringud,,S-tp1_IgE,PLCR,,16
Histoloogia,,146360,Diagnoos 1,,2
Histoloogia,,"CSF-HSV1,2_DNA",Diagnoos 1,,2
Hematoloogilised uuringud,,B-aRBCt-g,PLCR,,222
Histoloogia,,S-AAA_IgG,Arhiivi number,,1
Hematoloogilised uuringud,,B-aRBCt-g,RDW%,,222
Histoloogia,,453,Kirjeldus,,4
Histoloogia,,_CRV,Kirjeldus,,588
Histoloogia,,145745,Kirjeldus,,1
Histoloogia,,cB-CRP,Diagnoos 1,,4
Histoloogia,,a/ApO2,Lokatsioon,,220
Hematoloogilised uuringud,,826,PLCR,,338
Histoloogia,,6,Diagnoos 1,,1202
Histoloogia,,10500,Diagnoos 1,,36
Histoloogia,,1140,Diagnoos 1,,237
Hematoloogilised uuringud,,68178,PLCR,,2
Histoloogia,,S-Parvovirus_B19_IgM,Kirjeldus,,5
Histoloogia,,S2-IgE-I1,Arhiivi number,,3
Histoloogia,,66608_Adenoviiruse_DNA,Kirjeldus,,1
Hematoloogilised uuringud,,7554,RDW%,,3
Histoloogia,,Silindrid,Arhiivi number,,1
Histoloogia,,11123,Diagnoos 1,,10
Histoloogia,,Muud,Kirjeldus,,60
Hematoloogilised uuringud,,40421,PLCR,,1
Histoloogia,,S1-GrippA_IgM,Diagnoos 1,,2
Histoloogia,,"S,P-Prot",Arhiivi number,,28
Histoloogia,,12353,Diagnoos 1,,3
Histoloogia,,Cx-Uu+Up-PCR,Arhiivi number,,4
Hematoloogilised uuringud,,45067,PLCR,,1
Histoloogia,,Ns-RS-viirus,Kirjeldus,,2
Histoloogia,,S-i211spIgEherilasemürgikomponendirVesv1fosfolipaa,Lokatsioon,,3
Histoloogia,,65080,Kirjeldus,,3
Histoloogia,,S-TNT-HSST,Lokatsioon,,7
Hematoloogilised uuringud,,S-Yers_-_Pseudotub.,PLCR,,1
Hematoloogilised uuringud,,1868,PLCR,,1
Histoloogia,,7584,Diagnoos 1,,14
Hematoloogilised uuringud,,11059,RDW%,,45
Hematoloogilised uuringud,,145760,RDW%,,2
Histoloogia,,TPO-ak/Türeoidperoksüdaasivastasedantikehad,Kirjeldus,,49
Hematoloogilised uuringud,,4749,PLCR,,8
Histoloogia,,1277,Kirjeldus,,17
Histoloogia,,452,Arhiivi number,,5
Hematoloogilised uuringud,,1024,PLCR,,339
Hematoloogilised uuringud,,CSF-Tbc,PLCR,,1
Histoloogia,,U-Fentfentanüüluriinis,Diagnoos 1,,2
Histoloogia,,147142,Lokatsioon,,11
Histoloogia,,5635,Lokatsioon,,5
Histoloogia,,10863,Diagnoos 1,,8
Histoloogia,,3869,Lokatsioon,,18
Histoloogia,,1015,Lokatsioon,,3
Histoloogia,,59325,Arhiivi number,,1
Histoloogia,,S-Aldos,Kirjeldus,,2
Histoloogia,,f31/spIgEporgandisuhtes,Kirjeldus,,10
Histoloogia,,66540_S_flexneri,Lokatsioon,,2
Hematoloogilised uuringud,,11214,RDW%,,8
Histoloogia,,2157,Arhiivi number,,1
Hematoloogilised uuringud,,849,PLCR,,1
Histoloogia,,"S-HIV1,2_verif",Kirjeldus,,1
Histoloogia,,10150,Arhiivi number,,15
Hematoloogilised uuringud,,1323,PLCR,,254
Histoloogia,,P-K,Diagnoos 1,,433
Hematoloogilised uuringud,,Tbc-Sens,PLCR,,4
Histoloogia,,Candidaalb.,Lokatsioon,,4
Histoloogia,,1583,Kirjeldus,,9
Histoloogia,,10023,Kirjeldus,,3
Hematoloogilised uuringud,,873,PLCR,,18
Histoloogia,,1394,Diagnoos 1,,8
Histoloogia,,324,Lokatsioon,,2
Hematoloogilised uuringud,,SBE,RDW%,,235
Histoloogia,,Trombotsüütideagregaadid,Kirjeldus,,15
Histoloogia,,144541,Lokatsioon,,11
Histoloogia,,144183,Diagnoos 1,,5
Histoloogia,,dU-Cort,Kirjeldus,,1
Hematoloogilised uuringud,,46,RDW%,,75
Histoloogia,,S-aTrp-TPHA,Kirjeldus,,16
Histoloogia,,65667,Arhiivi number,,2
Histoloogia,,Lihtherpesviiruse1.ja2.tüübivastaneIgMseerumis,Arhiivi number,,4
Histoloogia,,P-ATIII,Lokatsioon,,34
Hematoloogilised uuringud,,4602,RDW%,,15
Hematoloogilised uuringud,,CARKaspofungiin,PLCR,,1
Hematoloogilised uuringud,,12051,PLCR,,1
Hematoloogilised uuringud,,3534,PLCR,,2
Histoloogia,,tärpetiinõli(Terpentinöl)10%,Lokatsioon,,2
Histoloogia,,4315,Diagnoos 1,,4
Histoloogia,,44679,Kirjeldus,,2
Histoloogia,,562,Lokatsioon,,8
Histoloogia,,B-XmB,Diagnoos 1,,926
Hematoloogilised uuringud,,InfluenzaBvirusRNA,PLCR,,17
Histoloogia,,Lümfotsüüdid,Lokatsioon,,704
Hematoloogilised uuringud,,4755,RDW%,,10
Hematoloogilised uuringud,,662,RDW%,,2
Histoloogia,,147216,Diagnoos 1,,1
Histoloogia,,40,Diagnoos 1,,246
Hematoloogilised uuringud,,66158,RDW%,,1
Hematoloogilised uuringud,,1520,RDW%,,320
Hematoloogilised uuringud,,Sk-Demf,RDW%,,1
Hematoloogilised uuringud,,S-a2-glAlfa-2globuliinid,PLCR,,181
Hematoloogilised uuringud,,ChlamydophilapneumoniaevastaneIgGseerumis,RDW%,,52
Histoloogia,,10226,Diagnoos 1,,3
Histoloogia,,"B-gripiviirused,RNA",Arhiivi number,,8
Hematoloogilised uuringud,,4596,PLCR,,15
Histoloogia,,147170,Diagnoos 1,,5
Histoloogia,,CSF-Borr-M,Lokatsioon,,1
Hematoloogilised uuringud,,10527,PLCR,,1
Histoloogia,,Un-THC,Kirjeldus,,2
Hematoloogilised uuringud,,1893,RDW%,,2
Histoloogia,,10169,Kirjeldus,,1683
Histoloogia,,S2-fp3_IgE,Lokatsioon,,19
Hematoloogilised uuringud,,40,RDW%,,246
Histoloogia,,Takroliimus,Diagnoos 1,,8
Hematoloogilised uuringud,,Cf-Str,RDW%,,3
Hematoloogilised uuringud,,10478,RDW%,,59
Histoloogia,,50-i_Ca,Diagnoos 1,,1
Hematoloogilised uuringud,,S-aLA,PLCR,,12
Hematoloogilised uuringud,,S-aw7,PLCR,,6
Hematoloogilised uuringud,,41458,RDW%,,1
Hematoloogilised uuringud,,Ea-Aer,PLCR,,24
Histoloogia,,67087,Lokatsioon,,1
Histoloogia,,Cx-Ngon/NeisseriagonorrhoeaeDNAPCRmeetodil,Arhiivi number,,3
Histoloogia,,S-Chol(kolesterool),Kirjeldus,,2373
Hematoloogilised uuringud,,58685,PLCR,,1
Hematoloogilised uuringud,,12437,PLCR,,6
Hematoloogilised uuringud,,5703,PLCR,,56
Histoloogia,,odrajahu,Arhiivi number,,1
Hematoloogilised uuringud,,Sp-Tbc-Sens-1,PLCR,,4
Histoloogia,,LäkaköhaIgA,Lokatsioon,,3
Hematoloogilised uuringud,,S-H_influenzae_B_IgG,PLCR,,3
Histoloogia,,11,Arhiivi number,,1091
Histoloogia,,1031,Arhiivi number,,160
Hematoloogilised uuringud,,169,PLCR,,9
Hematoloogilised uuringud,,3611,RDW%,,14
Histoloogia,,146097,Kirjeldus,,35
Histoloogia,,f79spIgEgluteenisuhtes,Diagnoos 1,,7
Histoloogia,,10691,Diagnoos 1,,13
Hematoloogilised uuringud,,F-rota,PLCR,,1
Histoloogia,,SoolenakkusipõhjustavateviirusteRNA/DNAroojas,Diagnoos 1,,1
Histoloogia,,5690,Kirjeldus,,206
Histoloogia,,S_-Glük,Kirjeldus,,1069
Histoloogia,,1318,Arhiivi number,,2
Hematoloogilised uuringud,,hernes,PLCR,,2
Histoloogia,,Lümfotsüütideatüpism,Diagnoos 1,,4
Hematoloogilised uuringud,,65473,RDW%,,1
Hematoloogilised uuringud,,59328,PLCR,,7
Hematoloogilised uuringud,,10267,RDW%,,1
Histoloogia,,4748,Arhiivi number,,2
Histoloogia,,1870,Lokatsioon,,1
Hematoloogilised uuringud,,761,RDW%,,1083
Hematoloogilised uuringud,,10218,PLCR,,1
Hematoloogilised uuringud,,146076,PLCR,,1
Histoloogia,,22,Arhiivi number,,1783
Histoloogia,,71426,Lokatsioon,,44
Histoloogia,,Br-Mypn-PCR,Diagnoos 1,,2
Histoloogia,,S-fp3_IgE,Diagnoos 1,,61
Histoloogia,,S-aCCP,Diagnoos 1,,40
Hematoloogilised uuringud,,1457,RDW%,,25
Histoloogia,,3516,Kirjeldus,,2
Histoloogia,,1861,Lokatsioon,,1
Histoloogia,,S-ANA-Hep-2,Lokatsioon,,4
Histoloogia,,4350,Diagnoos 1,,6
Hematoloogilised uuringud,,1010,PLCR,,47
Histoloogia,,MetapneumovirusRNA,Kirjeldus,,17
Histoloogia,,ALAT,Lokatsioon,,367
Hematoloogilised uuringud,,71604,RDW%,,10
Hematoloogilised uuringud,,553,PLCR,,21
Histoloogia,,S-iPTH/Parathormoon,Diagnoos 1,,234
Histoloogia,,PlrF,Diagnoos 1,,9
Histoloogia,,850,Diagnoos 1,,69
Histoloogia,,Mangaanuriinis,Kirjeldus,,4
Histoloogia,,Sp-MycQ,Arhiivi number,,25
Hematoloogilised uuringud,,11199,PLCR,,7
Histoloogia,,24,Diagnoos 1,,527
Hematoloogilised uuringud,,S-.Amül.,PLCR,,15
Hematoloogilised uuringud,,4312,RDW%,,4
Histoloogia,,S-ae5,Arhiivi number,,44
Histoloogia,,S-Vit_B12,Lokatsioon,,88
Histoloogia,,4342,Diagnoos 1,,1
Hematoloogilised uuringud,,U-Ca.oks.krKaltsiumoksalaadikristallid,RDW%,,16
Histoloogia,,71695,Lokatsioon,,7
Histoloogia,,147256,Arhiivi number,,1
Hematoloogilised uuringud,,1297,PLCR,,1
Hematoloogilised uuringud,,417,RDW%,,70
Hematoloogilised uuringud,,7587,RDW%,,14
Histoloogia,,U-NitNitrit,Diagnoos 1,,1488
Histoloogia,,P-_DD,Kirjeldus,,386
Histoloogia,,2479,Arhiivi number,,24
Histoloogia,,B-veresuhkur,Lokatsioon,,132
Histoloogia,,82,Lokatsioon,,1834
Hematoloogilised uuringud,,41244,RDW%,,3
Histoloogia,,S2-IgE-FP1,Diagnoos 1,,11
Histoloogia,,S-HBc_Ab,Lokatsioon,,49
Hematoloogilised uuringud,,M-Vastsündinud,PLCR,,6
Histoloogia,,B-AB0-RhD_ctrl,Lokatsioon,,40
Hematoloogilised uuringud,,C4,RDW%,,1
Histoloogia,,HPV,Diagnoos 1,,2
Histoloogia,,1178,Arhiivi number,,78
Hematoloogilised uuringud,,B-Myogl,PLCR,,3
Histoloogia,,765,Kirjeldus,,985
Histoloogia,,3014,Arhiivi number,,2
Histoloogia,,S-Hapto(haptoglobiin),Diagnoos 1,,63
Histoloogia,,70385,Kirjeldus,,152
Histoloogia,,TSH/Türeotropiin,Diagnoos 1,,2093
Histoloogia,,FUSFusidin,Diagnoos 1,,20
Hematoloogilised uuringud,,Na-Der,RDW%,,4
Hematoloogilised uuringud,,154,RDW%,,9
Histoloogia,,1377,Kirjeldus,,29
Hematoloogilised uuringud,,Insuliinisarnanekasvufaktor1,PLCR,,24
Histoloogia,,S2-aToxoG,Diagnoos 1,,2
Hematoloogilised uuringud,,P-FVII-FaktorVII,RDW%,,2
Hematoloogilised uuringud,,Cm-Mg-PCR,PLCR,,83
Histoloogia,,anti-HAVIgM,Kirjeldus,,3
Histoloogia,,70354,Kirjeldus,,153
Histoloogia,,B1-NBT,Lokatsioon,,1
Hematoloogilised uuringud,,63704,RDW%,,2
Histoloogia,,85,Lokatsioon,,660
Histoloogia,,S-w8_IgE,Lokatsioon,,88
Histoloogia,,69667,Kirjeldus,,4
Histoloogia,,Cyclosporin,Diagnoos 1,,3
Hematoloogilised uuringud,,S-EBV_VCA_IgM,PLCR,,4
Hematoloogilised uuringud,,Uuringueesmärk,RDW%,,617
Hematoloogilised uuringud,,818,RDW%,,2
Histoloogia,,P-PT_,Diagnoos 1,,8
Histoloogia,,68012,Arhiivi number,,1
Hematoloogilised uuringud,,U-HPV-genotüüp-PCR,PLCR,,1
Histoloogia,,1302,Diagnoos 1,,5
Histoloogia,,453,Diagnoos 1,,4
Histoloogia,,67559,Diagnoos 1,,1
Histoloogia,,F-väljaheite_uuringud,Lokatsioon,,8
Histoloogia,,71904,Arhiivi number,,1
Histoloogia,,S1-aBopeM,Lokatsioon,,6
Histoloogia,,40383,Diagnoos 1,,1
Histoloogia,,4319,Arhiivi number,,4
Histoloogia,,11258,Lokatsioon,,4
Histoloogia,,S-U1RNP_IgG,Kirjeldus,,1
Hematoloogilised uuringud,,4360,RDW%,,6
Histoloogia,,144825,Lokatsioon,,1
Hematoloogilised uuringud,,Kamberloenduseleukotsüüdid,PLCR,,25
Histoloogia,,S-M.pn_IgM,Diagnoos 1,,20
Histoloogia,,Herpessimplexvirus1DNA,Arhiivi number,,6
Histoloogia,,U-OXYoksükodoonuriinis,Arhiivi number,,9
Hematoloogilised uuringud,,12089,PLCR,,1
Histoloogia,,71921,Lokatsioon,,5
Histoloogia,,11195,Arhiivi number,,7
